key,类目,快照,该类该快照条数,可引条数,取法,query,pv_raw
HERB_FOOD_EFFICACY_LOOKUP,查询中药材/食材/茶饮的功效与作用,2025搜索,1587,1575,流量最高,荔枝的功效作用与主治,27253.0
HERB_FOOD_EFFICACY_LOOKUP,查询中药材/食材/茶饮的功效与作用,2025搜索,1587,1575,流量最高,马齿苋的作用和功效,16334.0
HERB_FOOD_EFFICACY_LOOKUP,查询中药材/食材/茶饮的功效与作用,2025搜索,1587,1575,流量最高,紫苏叶的功效与作用与主治,15233.0
HERB_FOOD_EFFICACY_LOOKUP,查询中药材/食材/茶饮的功效与作用,2025搜索,1587,1575,随机,维生素d的食物有哪些,580.0
HERB_FOOD_EFFICACY_LOOKUP,查询中药材/食材/茶饮的功效与作用,2025搜索,1587,1575,随机,黄皮果对痛风有好处吗,500.0
HERB_FOOD_EFFICACY_LOOKUP,查询中药材/食材/茶饮的功效与作用,2025搜索,1587,1575,随机,红曲的功效与作用是什么,1316.0
DISEASE_DEFINITION_CAUSE,查询疾病或医学术语的定义、病因与传染性,2025搜索,552,419,流量最高,hpv是什么东西,20147.0
DISEASE_DEFINITION_CAUSE,查询疾病或医学术语的定义、病因与传染性,2025搜索,552,419,流量最高,甘油三酯高是什么原因,6787.0
DISEASE_DEFINITION_CAUSE,查询疾病或医学术语的定义、病因与传染性,2025搜索,552,419,流量最高,窦性心律是什么意思?,5423.0
DISEASE_DEFINITION_CAUSE,查询疾病或医学术语的定义、病因与传染性,2025搜索,552,419,随机,阴道炎有哪几种,537.0
DISEASE_DEFINITION_CAUSE,查询疾病或医学术语的定义、病因与传染性,2025搜索,552,419,随机,心肌酶是查什么的,551.0
DISEASE_DEFINITION_CAUSE,查询疾病或医学术语的定义、病因与传染性,2025搜索,552,419,随机,小三阳会不会传染给别人,1253.0
NORMAL_RANGE_LOOKUP,查询指标的正常值或参考范围,2025搜索,128,128,流量最高,血压正常是多少标准,19181.0
NORMAL_RANGE_LOOKUP,查询指标的正常值或参考范围,2025搜索,128,128,流量最高,血糖正常值范围 最新标准2025,15763.0
NORMAL_RANGE_LOOKUP,查询指标的正常值或参考范围,2025搜索,128,128,流量最高,血压正常值是多少范围,5989.0
NORMAL_RANGE_LOOKUP,查询指标的正常值或参考范围,2025搜索,128,128,随机,肺活量正常范围是多少,402.0
NORMAL_RANGE_LOOKUP,查询指标的正常值或参考范围,2025搜索,128,128,随机,正常体温,435.0
NORMAL_RANGE_LOOKUP,查询指标的正常值或参考范围,2025搜索,128,128,随机,低压多少正常,444.0
DRUG_EFFICACY_LOOKUP,查询药品的功效与作用,2025搜索,1239,1221,流量最高,甲钴胺片的功效和作用,13890.0
