外层,a,b,n_a,n_b,内层TVD,同源噪声上界,超出噪声,a主导内层,a主导占比%,b主导内层,b主导占比%,主导是否相同
药品功效作用查询,2025搜索,2026搜索,3271,3687,0.0708,0.0282,True,查询中药材/食材/茶饮的功效与作用,45.46,查询中药材/食材/茶饮的功效与作用,44.75,True
药品功效作用查询,2025搜索,助手头部1k,3271,222,0.2417,0.0839,True,查询中药材/食材/茶饮的功效与作用,45.46,查询中药材/食材/茶饮的功效与作用,66.22,True
药品功效作用查询,2025搜索,助手随机1k,3271,48,0.3855,0.1802,True,查询中药材/食材/茶饮的功效与作用,45.46,查询药品的功效与作用,31.25,False
药品功效作用查询,2025搜索,助手语音1k,3271,133,0.2539,0.1122,True,查询中药材/食材/茶饮的功效与作用,45.46,查询中药材/食材/茶饮的功效与作用,35.34,True
药品功效作用查询,2026搜索,助手头部1k,3687,222,0.3077,0.0826,True,查询中药材/食材/茶饮的功效与作用,44.75,查询中药材/食材/茶饮的功效与作用,66.22,True
药品功效作用查询,2026搜索,助手随机1k,3687,48,0.3811,0.1667,True,查询中药材/食材/茶饮的功效与作用,44.75,查询药品的功效与作用,31.25,False
药品功效作用查询,2026搜索,助手语音1k,3687,133,0.3029,0.1045,True,查询中药材/食材/茶饮的功效与作用,44.75,查询中药材/食材/茶饮的功效与作用,35.34,True
药品功效作用查询,助手头部1k,助手随机1k,222,48,0.5625,0.2022,True,查询中药材/食材/茶饮的功效与作用,66.22,查询药品的功效与作用,31.25,False
药品功效作用查询,助手头部1k,助手语音1k,222,133,0.3296,0.133,True,查询中药材/食材/茶饮的功效与作用,66.22,查询中药材/食材/茶饮的功效与作用,35.34,True
药品功效作用查询,助手随机1k,助手语音1k,48,133,0.2497,0.2368,True,查询药品的功效与作用,31.25,查询中药材/食材/茶饮的功效与作用,35.34,False
医学术语与检查指标含义查询,2025搜索,2026搜索,244,227,0.0423,0.1037,False,查询疾病或医学术语的定义、病因与传染性,66.39,查询疾病或医学术语的定义、病因与传染性,68.72,True
健康指标正常值范围查询,2025搜索,2026搜索,225,212,0.0749,0.1183,False,查询指标的正常值或参考范围,55.11,查询指标的正常值或参考范围,60.38,True
健康指标正常值范围查询,2025搜索,助手头部1k,225,34,0.2761,0.2224,True,查询指标的正常值或参考范围,55.11,处理非健康或无法归入上述意图的残余,47.06,False
健康指标正常值范围查询,2025搜索,助手随机1k,225,34,0.5046,0.2211,True,查询指标的正常值或参考范围,55.11,处理非健康或无法归入上述意图的残余,50.0,False
健康指标正常值范围查询,2026搜索,助手头部1k,212,34,0.303,0.2291,True,查询指标的正常值或参考范围,60.38,处理非健康或无法归入上述意图的残余,47.06,False
健康指标正常值范围查询,2026搜索,助手随机1k,212,34,0.5474,0.2259,True,查询指标的正常值或参考范围,60.38,处理非健康或无法归入上述意图的残余,50.0,False
健康指标正常值范围查询,助手头部1k,助手随机1k,34,34,0.3235,0.2941,True,处理非健康或无法归入上述意图的残余,47.06,处理非健康或无法归入上述意图的残余,50.0,True
疾病症状表现查询,2025搜索,2026搜索,521,527,0.0093,0.0251,False,查询疾病的症状与早期征兆,96.74,查询疾病的症状与早期征兆,96.39,True
疾病症状表现查询,2025搜索,助手头部1k,521,39,0.0455,0.0692,False,查询疾病的症状与早期征兆,96.74,查询疾病的症状与早期征兆,94.87,True
疾病症状表现查询,2026搜索,助手头部1k,527,39,0.0399,0.076,False,查询疾病的症状与早期征兆,96.39,查询疾病的症状与早期征兆,94.87,True
