外层,a,b,n_a,n_b,内层TVD,同源噪声上界,超出噪声,a主导内层,a主导占比%,b主导内层,b主导占比%,主导是否相同
查询中药材/食材/茶饮的功效与作用,2025搜索,2026搜索,1587,1768,0.0101,0.0201,False,药品功效作用查询,93.7,药品功效作用查询,93.33,True
查询中药材/食材/茶饮的功效与作用,2025搜索,助手头部1k,1587,157,0.0276,0.0502,False,药品功效作用查询,93.7,药品功效作用查询,93.63,True
查询中药材/食材/茶饮的功效与作用,2025搜索,助手随机1k,1587,42,0.682,0.1037,True,药品功效作用查询,93.7,药品功效作用查询,26.19,True
查询中药材/食材/茶饮的功效与作用,2025搜索,助手语音1k,1587,81,0.363,0.0722,True,药品功效作用查询,93.7,药品功效作用查询,58.02,True
查询中药材/食材/茶饮的功效与作用,2026搜索,助手头部1k,1768,157,0.0344,0.0523,False,药品功效作用查询,93.33,药品功效作用查询,93.63,True
查询中药材/食材/茶饮的功效与作用,2026搜索,助手随机1k,1768,42,0.6804,0.1075,True,药品功效作用查询,93.33,药品功效作用查询,26.19,True
查询中药材/食材/茶饮的功效与作用,2026搜索,助手语音1k,1768,81,0.3626,0.0777,True,药品功效作用查询,93.33,药品功效作用查询,58.02,True
查询中药材/食材/茶饮的功效与作用,助手头部1k,助手随机1k,157,42,0.6808,0.1821,True,药品功效作用查询,93.63,药品功效作用查询,26.19,True
查询中药材/食材/茶饮的功效与作用,助手头部1k,助手语音1k,157,81,0.3561,0.1227,True,药品功效作用查询,93.63,药品功效作用查询,58.02,True
查询中药材/食材/茶饮的功效与作用,助手随机1k,助手语音1k,42,81,0.358,0.2805,True,药品功效作用查询,26.19,药品功效作用查询,58.02,True
查询疾病或医学术语的定义、病因与传染性,2025搜索,2026搜索,552,564,0.0576,0.1133,False,疾病发病原因查询,31.52,疾病发病原因查询,34.4,True
查询指标的正常值或参考范围,2025搜索,2026搜索,128,135,0.0288,0.051,False,健康指标正常值范围查询,96.88,健康指标正常值范围查询,94.81,True
查询药品的功效与作用,2025搜索,2026搜索,1239,1659,0.0097,0.0224,False,药品功效作用查询,93.14,药品功效作用查询,92.65,True
查询药品的功效与作用,2025搜索,助手头部1k,1239,34,0.0889,0.0889,False,药品功效作用查询,93.14,药品功效作用查询,85.29,True
查询药品的功效与作用,2025搜索,助手随机1k,1239,32,0.4683,0.1078,True,药品功效作用查询,93.14,药品功效作用查询,46.88,True
查询药品的功效与作用,2025搜索,助手语音1k,1239,39,0.2207,0.0941,True,药品功效作用查询,93.14,药品功效作用查询,71.79,True
查询药品的功效与作用,2026搜索,助手头部1k,1659,34,0.0826,0.108,False,药品功效作用查询,92.65,药品功效作用查询,85.29,True
查询药品的功效与作用,2026搜索,助手随机1k,1659,32,0.4631,0.1068,True,药品功效作用查询,92.65,药品功效作用查询,46.88,True
查询药品的功效与作用,2026搜索,助手语音1k,1659,39,0.2145,0.0897,True,药品功效作用查询,92.65,药品功效作用查询,71.79,True
查询药品的功效与作用,助手头部1k,助手随机1k,34,32,0.3842,0.2629,True,药品功效作用查询,85.29,药品功效作用查询,46.88,True
查询药品的功效与作用,助手头部1k,助手语音1k,34,39,0.1682,0.227,False,药品功效作用查询,85.29,药品功效作用查询,71.79,True
查询药品的功效与作用,助手随机1k,助手语音1k,32,39,0.3005,0.2966,True,药品功效作用查询,46.88,药品功效作用查询,71.79,True
查询疾病的症状与早期征兆,2025搜索,2026搜索,666,683,0.025,0.0604,False,疾病症状表现查询,75.68,疾病症状表现查询,74.38,True
查询疾病的症状与早期征兆,2025搜索,助手头部1k,666,54,0.1241,0.1634,False,疾病症状表现查询,75.68,疾病症状表现查询,68.52,True
查询疾病的症状与早期征兆,2026搜索,助手头部1k,683,54,0.1084,0.1614,False,疾病症状表现查询,74.38,疾病症状表现查询,68.52,True
寻找疾病的治疗或缓解方案,2025搜索,2026搜索,794,777,0.0387,0.0762,False,查询疾病最快最有效治疗方法,51.64,查询疾病最快最有效治疗方法,50.32,True
寻找疾病的治疗或缓解方案,2025搜索,助手头部1k,794,79,0.1199,0.1819,False,查询疾病最快最有效治疗方法,51.64,查询疾病最快最有效治疗方法,50.63,True
寻找疾病的治疗或缓解方案,2025搜索,助手随机1k,794,78,0.3542,0.1815,True,查询疾病最快最有效治疗方法,51.64,查询病症用药推荐,28.21,False
寻找疾病的治疗或缓解方案,2025搜索,助手语音1k,794,61,0.3095,0.206,True,查询疾病最快最有效治疗方法,51.64,查询病症用药推荐,31.15,False
寻找疾病的治疗或缓解方案,2026搜索,助手头部1k,777,79,0.1308,0.1833,False,查询疾病最快最有效治疗方法,50.32,查询疾病最快最有效治疗方法,50.63,True
寻找疾病的治疗或缓解方案,2026搜索,助手随机1k,777,78,0.3279,0.1981,True,查询疾病最快最有效治疗方法,50.32,查询病症用药推荐,28.21,False
寻找疾病的治疗或缓解方案,2026搜索,助手语音1k,777,61,0.294,0.2128,True,查询疾病最快最有效治疗方法,50.32,查询病症用药推荐,31.15,False
寻找疾病的治疗或缓解方案,助手头部1k,助手随机1k,79,78,0.4138,0.2982,True,查询疾病最快最有效治疗方法,50.63,查询病症用药推荐,28.21,False
寻找疾病的治疗或缓解方案,助手头部1k,助手语音1k,79,61,0.3036,0.264,True,查询疾病最快最有效治疗方法,50.63,查询病症用药推荐,31.15,False
寻找疾病的治疗或缓解方案,助手随机1k,助手语音1k,78,61,0.2713,0.3111,False,查询病症用药推荐,28.21,查询病症用药推荐,31.15,True
处理非健康或无法归入上述意图的残余,2025搜索,2026搜索,438,455,0.1111,0.1491,False,药品及医疗产品信息查询,12.33,药品及医疗产品信息查询,18.02,True
处理非健康或无法归入上述意图的残余,2025搜索,助手头部1k,438,170,0.3934,0.2224,True,药品及医疗产品信息查询,12.33,医疗健康信息查询,13.53,False
处理非健康或无法归入上述意图的残余,2025搜索,助手随机1k,438,195,0.3997,0.2119,True,药品及医疗产品信息查询,12.33,查询疾病治疗与手术方案,21.03,False
处理非健康或无法归入上述意图的残余,2025搜索,助手语音1k,438,147,0.3879,0.2237,True,药品及医疗产品信息查询,12.33,药品功效作用查询,20.41,False
处理非健康或无法归入上述意图的残余,2026搜索,助手头部1k,455,170,0.4206,0.2121,True,药品及医疗产品信息查询,18.02,医疗健康信息查询,13.53,False
处理非健康或无法归入上述意图的残余,2026搜索,助手随机1k,455,195,0.4117,0.2073,True,药品及医疗产品信息查询,18.02,查询疾病治疗与手术方案,21.03,False
处理非健康或无法归入上述意图的残余,2026搜索,助手语音1k,455,147,0.3769,0.2176,True,药品及医疗产品信息查询,18.02,药品功效作用查询,20.41,False
处理非健康或无法归入上述意图的残余,助手头部1k,助手随机1k,170,195,0.3404,0.248,True,医疗健康信息查询,13.53,查询疾病治疗与手术方案,21.03,False
处理非健康或无法归入上述意图的残余,助手头部1k,助手语音1k,170,147,0.4321,0.2779,True,医疗健康信息查询,13.53,药品功效作用查询,20.41,False
处理非健康或无法归入上述意图的残余,助手随机1k,助手语音1k,195,147,0.3348,0.2628,True,查询疾病治疗与手术方案,21.03,药品功效作用查询,20.41,False
解释自身症状的原因,2025搜索,2026搜索,993,911,0.0547,0.0736,False,查询症状原因与治疗方法,21.55,查询症状原因与治疗方法,23.16,True
解释自身症状的原因,2025搜索,助手头部1k,993,48,0.1838,0.2404,False,查询症状原因与治疗方法,21.55,症状原因与处理方法查询,20.83,False
解释自身症状的原因,2025搜索,助手随机1k,993,87,0.1662,0.1779,False,查询症状原因与治疗方法,21.55,查询症状原因与治疗方法,32.18,True
解释自身症状的原因,2025搜索,助手语音1k,993,112,0.1792,0.1645,True,查询症状原因与治疗方法,21.55,查询症状原因与治疗方法,26.79,True
解释自身症状的原因,2026搜索,助手头部1k,911,48,0.1905,0.241,False,查询症状原因与治疗方法,23.16,症状原因与处理方法查询,20.83,False
解释自身症状的原因,2026搜索,助手随机1k,911,87,0.1637,0.1786,False,查询症状原因与治疗方法,23.16,查询症状原因与治疗方法,32.18,True
解释自身症状的原因,2026搜索,助手语音1k,911,112,0.1617,0.162,False,查询症状原因与治疗方法,23.16,查询症状原因与治疗方法,26.79,True
解释自身症状的原因,助手头部1k,助手随机1k,48,87,0.2371,0.2911,False,症状原因与处理方法查询,20.83,查询症状原因与治疗方法,32.18,False
解释自身症状的原因,助手头部1k,助手语音1k,48,112,0.2292,0.3067,False,症状原因与处理方法查询,20.83,查询症状原因与治疗方法,26.79,False
解释自身症状的原因,助手随机1k,助手语音1k,87,112,0.1769,0.2559,False,查询症状原因与治疗方法,32.18,查询症状原因与治疗方法,26.79,True
仅给出名称的裸实体查询,2025搜索,2026搜索,1856,1132,0.103,0.064,True,医疗健康信息查询,29.31,药品功效作用查询,31.63,False
仅给出名称的裸实体查询,2025搜索,助手头部1k,1856,212,0.2435,0.1252,True,医疗健康信息查询,29.31,医疗健康信息查询,41.51,True
仅给出名称的裸实体查询,2025搜索,助手随机1k,1856,40,0.4073,0.2711,True,医疗健康信息查询,29.31,医疗健康信息查询,37.5,True
仅给出名称的裸实体查询,2025搜索,助手语音1k,1856,84,0.2525,0.1812,True,医疗健康信息查询,29.31,药品功效作用查询,23.81,False
仅给出名称的裸实体查询,2026搜索,助手头部1k,1132,212,0.2207,0.1299,True,药品功效作用查询,31.63,医疗健康信息查询,41.51,False
仅给出名称的裸实体查询,2026搜索,助手随机1k,1132,40,0.3737,0.2762,True,药品功效作用查询,31.63,医疗健康信息查询,37.5,False
仅给出名称的裸实体查询,2026搜索,助手语音1k,1132,84,0.2398,0.1984,True,药品功效作用查询,31.63,药品功效作用查询,23.81,True
仅给出名称的裸实体查询,助手头部1k,助手随机1k,212,40,0.2623,0.3143,False,医疗健康信息查询,41.51,医疗健康信息查询,37.5,True
仅给出名称的裸实体查询,助手头部1k,助手语音1k,212,84,0.2875,0.2426,True,医疗健康信息查询,41.51,药品功效作用查询,23.81,False
仅给出名称的裸实体查询,助手随机1k,助手语音1k,40,84,0.3655,0.362,True,医疗健康信息查询,37.5,药品功效作用查询,23.81,False
解读用户本人的检查数值或报告分级,2025搜索,2026搜索,428,372,0.0629,0.0964,False,检验指标异常原因查询,66.82,检验指标异常原因查询,63.44,True
解读用户本人的检查数值或报告分级,2025搜索,助手随机1k,428,58,0.6784,0.1993,True,检验指标异常原因查询,66.82,查询疾病治疗与手术方案,24.14,False
解读用户本人的检查数值或报告分级,2025搜索,助手语音1k,428,36,0.6399,0.2459,True,检验指标异常原因查询,66.82,健康指标正常值范围查询,27.78,False
解读用户本人的检查数值或报告分级,2026搜索,助手随机1k,372,58,0.6448,0.2048,True,检验指标异常原因查询,63.44,查询疾病治疗与手术方案,24.14,False
解读用户本人的检查数值或报告分级,2026搜索,助手语音1k,372,36,0.6326,0.2617,True,检验指标异常原因查询,63.44,健康指标正常值范围查询,27.78,False
解读用户本人的检查数值或报告分级,助手随机1k,助手语音1k,58,36,0.4052,0.4091,False,查询疾病治疗与手术方案,24.14,健康指标正常值范围查询,27.78,False
查询中医方剂组成、经络穴位与中医理论,2025搜索,2026搜索,133,226,0.0518,0.1326,False,查询穴位及身体部位准确位置,54.89,查询穴位及身体部位准确位置,53.54,True
对具体行为、搭配或说法给出是否可行的裁决,2025搜索,2026搜索,295,374,0.1029,0.1341,False,查询功效副作用与禁忌,45.76,查询功效副作用与禁忌,49.47,True
对具体行为、搭配或说法给出是否可行的裁决,2025搜索,助手头部1k,295,30,0.2588,0.3353,False,查询功效副作用与禁忌,45.76,查询功效副作用与禁忌,43.33,True
对具体行为、搭配或说法给出是否可行的裁决,2025搜索,助手随机1k,295,188,0.2081,0.1703,True,查询功效副作用与禁忌,45.76,查询功效副作用与禁忌,44.15,True
