层级,快照,名次,key,条数,行占比%,流量占比%
自上而下 L1 意图,2025搜索,1,BARE_ENTITY_LOOKUP,1856,18.56371274254851,16.677284002828596
自上而下 L1 意图,2025搜索,2,HERB_FOOD_EFFICACY_LOOKUP,1587,15.873174634926986,20.368734927862935
自上而下 L1 意图,2025搜索,3,DRUG_EFFICACY_LOOKUP,1239,12.39247849569914,12.93477323395082
自上而下 L1 意图,2025搜索,4,SYMPTOM_CAUSE_EXPLANATION,993,9.931986397279456,9.267305118597719
自上而下 L1 意图,2025搜索,5,TREATMENT_SEEKING,794,7.941588317663533,7.517012323751278
自上而下 L1 意图,2025搜索,6,DISEASE_SYMPTOM_LIST,666,6.66133226645329,8.548190901520293
自上而下 L1 意图,2025搜索,7,DISEASE_DEFINITION_CAUSE,552,5.521104220844169,5.030252983176774
自上而下 L1 意图,2025搜索,8,OUT_OF_DOMAIN_OR_UNCLASSIFIABLE,438,4.380876175235047,3.6904332232947605
自上而下 L1 意图,2025搜索,9,PERSONAL_RESULT_INTERPRETATION,428,4.280856171234247,4.45067698239304
自上而下 L1 意图,2025搜索,10,FEASIBILITY_CLAIM_VERDICT,295,2.9505901180236047,2.134757896466015
自上而下 L1 意图,2026搜索,1,HERB_FOOD_EFFICACY_LOOKUP,1768,17.683536707341467,23.475512057104705
自上而下 L1 意图,2026搜索,2,DRUG_EFFICACY_LOOKUP,1659,16.593318663732745,19.24697648368734
自上而下 L1 意图,2026搜索,3,BARE_ENTITY_LOOKUP,1132,11.322264452890579,8.166820492921143
自上而下 L1 意图,2026搜索,4,SYMPTOM_CAUSE_EXPLANATION,911,9.111822364472895,8.286745450541321
自上而下 L1 意图,2026搜索,5,TREATMENT_SEEKING,777,7.7715543108621725,7.069812415170755
自上而下 L1 意图,2026搜索,6,DISEASE_SYMPTOM_LIST,683,6.831366273254651,8.301049660183818
自上而下 L1 意图,2026搜索,7,DISEASE_DEFINITION_CAUSE,564,5.641128225645129,5.025328051207918
自上而下 L1 意图,2026搜索,8,OUT_OF_DOMAIN_OR_UNCLASSIFIABLE,455,4.550910182036407,4.166192259713758
自上而下 L1 意图,2026搜索,9,FEASIBILITY_CLAIM_VERDICT,374,3.740748149629926,2.583033056932482
自上而下 L1 意图,2026搜索,10,PERSONAL_RESULT_INTERPRETATION,372,3.720744148829766,3.7288290497185526
自上而下 L1 意图,助手头部1k,1,BARE_ENTITY_LOOKUP,212,22.129436325678498,23.185017971253632
自上而下 L1 意图,助手头部1k,2,OUT_OF_DOMAIN_OR_UNCLASSIFIABLE,170,17.745302713987474,19.489929604632422
自上而下 L1 意图,助手头部1k,3,HERB_FOOD_EFFICACY_LOOKUP,157,16.38830897703549,12.414106574690516
自上而下 L1 意图,助手头部1k,4,TREATMENT_SEEKING,79,8.24634655532359,8.12697903417403
自上而下 L1 意图,助手头部1k,5,CARE_ROUTING_AND_NAVIGATION,73,7.620041753653445,10.512705924593307
自上而下 L1 意图,助手头部1k,6,DISEASE_SYMPTOM_LIST,54,5.6367432150313155,4.05718716459071
自上而下 L1 意图,助手头部1k,7,SYMPTOM_CAUSE_EXPLANATION,48,5.010438413361169,3.835649925326672
自上而下 L1 意图,助手头部1k,8,DRUG_EFFICACY_LOOKUP,34,3.549060542797495,2.5721237400069517
自上而下 L1 意图,助手头部1k,9,FEASIBILITY_CLAIM_VERDICT,30,3.1315240083507305,3.734048363871096
自上而下 L1 意图,助手头部1k,10,DISEASE_DEFINITION_CAUSE,21,2.1920668058455113,2.2803057213901843
自上而下 L1 意图,助手随机1k,1,OUT_OF_DOMAIN_OR_UNCLASSIFIABLE,195,19.539078156312627,18.104184457728437
自上而下 L1 意图,助手随机1k,2,FEASIBILITY_CLAIM_VERDICT,188,18.837675350701403,19.726729291204098
自上而下 L1 意图,助手随机1k,3,SYMPTOM_CAUSE_EXPLANATION,87,8.71743486973948,8.539709649871904
自上而下 L1 意图,助手随机1k,4,TREATMENT_SEEKING,78,7.81563126252505,9.222886421861658
自上而下 L1 意图,助手随机1k,5,PERSONAL_RESULT_INTERPRETATION,58,5.811623246492986,5.038428693424423
自上而下 L1 意图,助手随机1k,6,EPISODE_TRIAGE,47,4.709418837675351,4.184457728437233
自上而下 L1 意图,助手随机1k,7,CARE_ROUTING_AND_NAVIGATION,42,4.208416833667335,3.672075149444919
自上而下 L1 意图,助手随机1k,8,HERB_FOOD_EFFICACY_LOOKUP,42,4.208416833667335,4.355251921434672
自上而下 L1 意图,助手随机1k,9,BARE_ENTITY_LOOKUP,40,4.008016032064128,4.526046114432109
自上而下 L1 意图,助手随机1k,10,CARE_LOGISTICS_COST_DURATION,38,3.8076152304609217,3.5012809564474803
自上而下 L1 意图,助手语音1k,1,FEASIBILITY_CLAIM_VERDICT,260,26.0,26.0
自上而下 L1 意图,助手语音1k,2,OUT_OF_DOMAIN_OR_UNCLASSIFIABLE,147,14.7,14.7
自上而下 L1 意图,助手语音1k,3,SYMPTOM_CAUSE_EXPLANATION,112,11.2,11.2
自上而下 L1 意图,助手语音1k,4,BARE_ENTITY_LOOKUP,84,8.4,8.4
自上而下 L1 意图,助手语音1k,5,HERB_FOOD_EFFICACY_LOOKUP,81,8.1,8.1
自上而下 L1 意图,助手语音1k,6,TREATMENT_SEEKING,61,6.1,6.1
自上而下 L1 意图,助手语音1k,7,DRUG_EFFICACY_LOOKUP,39,3.9,3.9
自上而下 L1 意图,助手语音1k,8,PERSONAL_RESULT_INTERPRETATION,36,3.6,3.6
自上而下 L1 意图,助手语音1k,9,OPTION_ADJUDICATION,33,3.3,3.3
自上而下 L1 意图,助手语音1k,10,CARE_ROUTING_AND_NAVIGATION,31,3.1,3.1
自上而下 L2 子意图,2025搜索,1,BARE_ENTITY_LOOKUP__2,1031,10.312062412482497,8.978575939207637
自上而下 L2 子意图,2025搜索,2,BARE_ENTITY_LOOKUP__1,825,8.251650330066013,7.698708063620956
自上而下 L2 子意图,2025搜索,3,HERB_FOOD_EFFICACY_LOOKUP__1,806,8.061612322464493,10.775230702190557
自上而下 L2 子意图,2025搜索,4,HERB_FOOD_EFFICACY_LOOKUP__2,594,5.94118823764753,7.342676931816347
自上而下 L2 子意图,2025搜索,5,DISEASE_SYMPTOM_LIST__2,591,5.9111822364472895,7.555993384321904
自上而下 L2 子意图,2025搜索,6,TREATMENT_SEEKING__1,503,5.031006201240248,4.867996374514651
自上而下 L2 子意图,2025搜索,7,DRUG_EFFICACY_LOOKUP__2,475,4.750950190038008,4.328213539730099
自上而下 L2 子意图,2025搜索,8,DRUG_EFFICACY_LOOKUP__4,433,4.3308661732346465,4.857562361730056
自上而下 L2 子意图,2025搜索,9,OUT_OF_DOMAIN_OR_UNCLASSIFIABLE__1,327,3.2706541308261654,2.783517055910169
自上而下 L2 子意图,2025搜索,10,TREATMENT_SEEKING__2,291,2.9105821164232846,2.6490159492366265
自上而下 L2 子意图,2026搜索,1,HERB_FOOD_EFFICACY_LOOKUP__1,874,8.741748349669933,12.888035287045165
自上而下 L2 子意图,2026搜索,2,HERB_FOOD_EFFICACY_LOOKUP__2,703,7.031406281256252,8.47798025327859
自上而下 L2 子意图,2026搜索,3,DRUG_EFFICACY_LOOKUP__2,659,6.59131826365273,6.464869149122248
自上而下 L2 子意图,2026搜索,4,DISEASE_SYMPTOM_LIST__2,599,5.99119823964793,7.251696680866554
自上而下 L2 子意图,2026搜索,5,DRUG_EFFICACY_LOOKUP__4,589,5.891178235647129,7.628905409237675
自上而下 L2 子意图,2026搜索,6,BARE_ENTITY_LOOKUP__2,581,5.811162232446489,4.117807550587461
自上而下 L2 子意图,2026搜索,7,BARE_ENTITY_LOOKUP__1,551,5.511102220444089,4.049012942333682
自上而下 L2 子意图,2026搜索,8,TREATMENT_SEEKING__1,479,4.790958191638327,4.358655880460583
自上而下 L2 子意图,2026搜索,9,OUT_OF_DOMAIN_OR_UNCLASSIFIABLE__1,314,3.140628125625125,2.292283195702516
自上而下 L2 子意图,2026搜索,10,TREATMENT_SEEKING__2,298,2.980596119223845,2.711156534710172
自上而下 L2 子意图,助手头部1k,1,OUT_OF_DOMAIN_OR_UNCLASSIFIABLE__1,145,15.135699373695198,16.34028119950956
自上而下 L2 子意图,助手头部1k,2,BARE_ENTITY_LOOKUP__1,139,14.509394572025052,16.857838025721236
自上而下 L2 子意图,助手头部1k,3,HERB_FOOD_EFFICACY_LOOKUP__1,77,8.037578288100208,6.019319575106853
