key,类目,搜索条数,搜索n,搜索占比%,助手条数,助手n,助手占比%,差_pp,低_pp,高_pp,显著,归属,另一边期望条数,另一边P(0),缺席判定,助手行占该类比例%
0,药品功效作用查询,6958,19996,34.797,403,2956,13.633,-21.164,-22.526,-19.721,True,两界面都有,,,,5.47
1,疾病症状表现查询,1239,19996,6.196,86,2956,2.909,-3.287,-3.933,-2.542,True,两界面都有,,,,6.49
17,检验指标异常原因查询,615,19996,3.076,40,2956,1.353,-1.722,-2.158,-1.186,True,两界面都有,,,,6.11
3,疾病发病原因查询,558,19996,2.791,35,2956,1.184,-1.607,-2.014,-1.099,True,两界面都有,,,,5.9
11,药品及医疗产品信息查询,941,19996,4.706,96,2956,3.248,-1.458,-2.113,-0.701,True,两界面都有,,,,9.26
15,查询疾病最快最有效治疗方法,900,19996,4.501,105,2956,3.552,-0.949,-1.626,-0.168,True,两界面都有,,,,10.45
24,医学健康图片查询,210,19996,1.05,21,2956,0.71,-0.34,-0.628,0.056,False,两界面都有,,,,9.09
23,皮肤病症状图片查询,206,19996,1.03,21,2956,0.71,-0.32,-0.607,0.076,False,两界面都有,,,,9.25
30,医学检查项目查询,279,19996,1.395,35,2956,1.184,-0.211,-0.585,0.272,False,两界面都有,,,,11.15
26,身体疼痛病因查询,444,19996,2.22,60,2956,2.03,-0.191,-0.688,0.416,False,两界面都有,,,,11.9
28,查询食物寒热属性,162,19996,0.81,25,2956,0.846,0.036,-0.268,0.452,False,两界面都有,,,,13.37
13,疾病传染性与传播途径查询,86,19996,0.43,20,2956,0.677,0.247,-0.012,0.622,False,两界面都有,,,,18.87
25,医疗健康信息查询,926,19996,4.631,156,2956,5.277,0.646,-0.161,1.557,False,两界面都有,,,,14.42
19,中医方剂配方与食疗搭配吃法查询,172,19996,0.86,46,2956,1.556,0.696,0.285,1.223,True,两界面都有,,,,21.1
27,身体异常症状原因与应对方法查询,447,19996,2.235,87,2956,2.943,0.708,0.117,1.409,True,两界面都有,,,,16.29
22,查询女性生理事件时间,481,19996,2.405,95,2956,3.214,0.808,0.19,1.536,True,两界面都有,,,,16.49
29,健康指标正常值范围查询,437,19996,2.185,90,2956,3.045,0.859,0.259,1.569,True,两界面都有,,,,17.08
4,健康调理食物宜忌查询,325,19996,1.625,81,2956,2.74,1.115,0.554,1.788,True,两界面都有,,,,19.95
14,病症用药推荐查询,659,19996,3.296,134,2956,4.533,1.237,0.499,2.083,True,两界面都有,,,,16.9
18,血糖与糖尿病问题查询,254,19996,1.27,75,2956,2.537,1.267,0.733,1.915,True,两界面都有,,,,22.8
8,症状原因与处理方法查询,350,19996,1.75,90,2956,3.045,1.294,0.702,1.999,True,两界面都有,,,,20.45
12,查询症状原因与治疗方法,529,19996,2.646,120,2956,4.06,1.414,0.72,2.216,True,两界面都有,,,,18.49
16,皮肤瘙痒起疙瘩原因与用药查询,375,19996,1.875,110,2956,3.721,1.846,1.191,2.612,True,两界面都有,,,,22.68
9,药品用法用量查询,368,19996,1.84,150,2956,5.074,3.234,2.474,4.103,True,两界面都有,,,,28.96
21,医院信息查询与挂号咨询,343,19996,1.715,147,2956,4.973,3.258,2.506,4.118,True,两界面都有,,,,30.0
5,疾病治疗与手术方案查询,1196,19996,5.981,351,2956,11.874,5.893,4.726,7.15,True,两界面都有,,,,22.69
20,功效副作用与禁忌查询,536,19996,2.681,277,2956,9.371,6.69,5.665,7.815,True,两界面都有,,,,34.07
