key,类目,a,b,k_a,k_b,n_a,n_b,占比_a%,占比_b%,差_pp,低_pp,高_pp,显著,类型
0,药品功效作用查询,2025搜索,2026搜索,3271,3687,9998,9998,32.717,36.877,4.161,2.841,5.479,True,共有
1,癌症早期症状查询,2025搜索,2026搜索,99,92,9998,9998,0.99,0.92,-0.07,-0.343,0.202,False,共有
10,查询身体异常症状原因及应对方法,2025搜索,2026搜索,239,208,9998,9998,2.39,2.08,-0.31,-0.722,0.1,False,共有
11,检验指标异常原因查询,2025搜索,2026搜索,331,284,9998,9998,3.311,2.841,-0.47,-0.951,0.009,False,共有
12,症状原因与处理方法查询,2025搜索,2026搜索,172,178,9998,9998,1.72,1.78,0.06,-0.305,0.426,False,共有
13,血糖与糖尿病问题查询,2025搜索,2026搜索,108,146,9998,9998,1.08,1.46,0.38,0.069,0.694,True,共有
14,中医方剂配方与食疗搭配吃法查询,2025搜索,2026搜索,70,102,9998,9998,0.7,1.02,0.32,0.064,0.581,True,共有
15,药品用法用量查询,2025搜索,2026搜索,159,209,9998,9998,1.59,2.09,0.5,0.127,0.876,True,共有
16,查询食物寒热属性,2025搜索,2026搜索,96,66,9998,9998,0.96,0.66,-0.3,-0.554,-0.051,True,共有
17,查询功效副作用与禁忌,2025搜索,2026搜索,234,302,9998,9998,2.34,3.021,0.68,0.233,1.131,True,共有
18,查询孕产流产相关时间,2025搜索,2026搜索,253,228,9998,9998,2.531,2.28,-0.25,-0.677,0.176,False,共有
19,健康指标正常值范围查询,2025搜索,2026搜索,225,212,9998,9998,2.25,2.12,-0.13,-0.537,0.277,False,共有
2,疾病症状表现查询,2025搜索,2026搜索,521,527,9998,9998,5.211,5.271,0.06,-0.559,0.679,False,共有
20,医学检查项目查询,2025搜索,2026搜索,147,132,9998,9998,1.47,1.32,-0.15,-0.478,0.177,False,共有
21,医学术语与检查指标含义查询,2025搜索,2026搜索,244,227,9998,9998,2.44,2.27,-0.17,-0.592,0.251,False,共有
22,查询疾病传染性及传播途径,2025搜索,2026搜索,45,41,9998,9998,0.45,0.41,-0.04,-0.226,0.145,False,共有
23,查询穴位及身体部位准确位置,2025搜索,2026搜索,146,194,9998,9998,1.46,1.94,0.48,0.122,0.842,True,共有
24,医院信息查询与挂号咨询,2025搜索,2026搜索,172,171,9998,9998,1.72,1.71,-0.01,-0.372,0.352,False,共有
25,医疗健康信息查询,2025搜索,2026搜索,564,362,9998,9998,5.641,3.621,-2.02,-2.605,-1.44,True,共有
27,医学健康图片查询,2025搜索,2026搜索,103,107,9998,9998,1.03,1.07,0.04,-0.245,0.325,False,共有
28,药品及医疗产品信息查询,2025搜索,2026搜索,593,348,9998,9998,5.931,3.481,-2.45,-3.04,-1.866,True,共有
29,健康调理食物宜忌查询,2025搜索,2026搜索,171,154,9998,9998,1.71,1.54,-0.17,-0.523,0.182,False,共有
3,查询皮肤病症状图片,2025搜索,2026搜索,104,102,9998,9998,1.04,1.02,-0.02,-0.302,0.262,False,共有
30,查询疾病治疗与手术方案,2025搜索,2026搜索,180,205,9998,9998,1.8,2.05,0.25,-0.132,0.633,False,共有
4,查询病症用药推荐,2025搜索,2026搜索,308,351,9998,9998,3.081,3.511,0.43,-0.065,0.927,False,共有
5,查询疾病最快最有效治疗方法,2025搜索,2026搜索,462,438,9998,9998,4.621,4.381,-0.24,-0.816,0.335,False,共有
6,查询症状原因与治疗方法,2025搜索,2026搜索,267,262,9998,9998,2.671,2.621,-0.05,-0.496,0.396,False,共有
7,身体疼痛病因查询,2025搜索,2026搜索,225,219,9998,9998,2.25,2.19,-0.06,-0.47,0.35,False,共有
8,疾病发病原因查询,2025搜索,2026搜索,279,279,9998,9998,2.791,2.791,0.0,-0.458,0.458,False,共有
