key,类目,搜索条数,搜索n,搜索占比%,助手条数,助手n,助手占比%,差_pp,低_pp,高_pp,显著,归属,另一边期望条数,另一边P(0),缺席判定,助手行占该类比例%
HERB_FOOD_EFFICACY_LOOKUP__1,HERB_FOOD_EFFICACY_LOOKUP__1,1680,19996,8.402,103,2956,3.484,-4.917,-5.637,-4.101,True,两界面都有,,,,5.78
DRUG_EFFICACY_LOOKUP__4,DRUG_EFFICACY_LOOKUP__4,1022,19996,5.111,27,2956,0.913,-4.198,-4.622,-3.69,True,两界面都有,,,,2.57
BARE_ENTITY_LOOKUP__2,BARE_ENTITY_LOOKUP__2,1612,19996,8.062,116,2956,3.924,-4.137,-4.886,-3.291,True,两界面都有,,,,6.71
DRUG_EFFICACY_LOOKUP__2,DRUG_EFFICACY_LOOKUP__2,1134,19996,5.671,53,2956,1.793,-3.878,-4.411,-3.25,True,两界面都有,,,,4.47
DISEASE_SYMPTOM_LIST__2,DISEASE_SYMPTOM_LIST__2,1190,19996,5.951,79,2956,2.673,-3.279,-3.9,-2.558,True,两界面都有,,,,6.23
PERSONAL_RESULT_INTERPRETATION__1,PERSONAL_RESULT_INTERPRETATION__1,532,19996,2.661,19,2956,0.643,-2.018,-2.345,-1.6,True,两界面都有,,,,3.45
DRUG_EFFICACY_LOOKUP__1,DRUG_EFFICACY_LOOKUP__1,348,19996,1.74,8,2956,0.271,-1.47,-1.702,-1.156,True,两界面都有,,,,2.25
DRUG_EFFICACY_LOOKUP__3,DRUG_EFFICACY_LOOKUP__3,394,19996,1.97,17,2956,0.575,-1.395,-1.691,-1.005,True,两界面都有,,,,4.14
HERB_FOOD_EFFICACY_LOOKUP__2,HERB_FOOD_EFFICACY_LOOKUP__2,1297,19996,6.486,152,2956,5.142,-1.344,-2.162,-0.426,True,两界面都有,,,,10.49
DISEASE_DEFINITION_CAUSE__4,DISEASE_DEFINITION_CAUSE__4,307,19996,1.535,13,2956,0.44,-1.096,-1.352,-0.745,True,两界面都有,,,,4.06
HERB_FOOD_EFFICACY_LOOKUP__3,HERB_FOOD_EFFICACY_LOOKUP__3,378,19996,1.89,25,2956,0.846,-1.045,-1.381,-0.606,True,两界面都有,,,,6.2
DISEASE_DEFINITION_CAUSE__1,DISEASE_DEFINITION_CAUSE__1,280,19996,1.4,14,2956,0.474,-0.927,-1.184,-0.572,True,两界面都有,,,,4.76
TREATMENT_SEEKING__1,TREATMENT_SEEKING__1,982,19996,4.911,123,2956,4.161,-0.75,-1.481,0.084,False,两界面都有,,,,11.13
TCM_THEORY_AND_FORMULAS__2,TCM_THEORY_AND_FORMULAS__2,207,19996,1.035,11,2956,0.372,-0.663,-0.885,-0.342,True,两界面都有,,,,5.05
