key,类目,快照,方向,该快照条数,该快照n,该快照占比%,其余快照合并占比%,最弱一对的区间端点pp,对比了几个快照
HERB_FOOD_EFFICACY_LOOKUP__2,HERB_FOOD_EFFICACY_LOOKUP__2,助手随机1k,显著低于其余全部,31,998,3.106,6.459,-0.247,4
DRUG_EFFICACY_LOOKUP__4,DRUG_EFFICACY_LOOKUP__4,2026搜索,显著高于其余全部,589,9998,5.891,3.551,0.951,4
DRUG_EFFICACY_LOOKUP__3,DRUG_EFFICACY_LOOKUP__3,2026搜索,显著高于其余全部,217,9998,2.17,1.498,0.014,4
DRUG_EFFICACY_LOOKUP__2,DRUG_EFFICACY_LOOKUP__2,2026搜索,显著高于其余全部,659,9998,6.591,4.076,1.2,4
DRUG_EFFICACY_LOOKUP__1,DRUG_EFFICACY_LOOKUP__1,2026搜索,显著高于其余全部,194,9998,1.94,1.251,0.037,4
SYMPTOM_CAUSE_EXPLANATION__3,SYMPTOM_CAUSE_EXPLANATION__3,助手语音1k,显著高于其余全部,29,1000,2.9,1.512,0.334,4
HERB_FOOD_EFFICACY_LOOKUP__3,HERB_FOOD_EFFICACY_LOOKUP__3,助手随机1k,显著低于其余全部,2,998,0.2,1.827,-0.133,4
BARE_ENTITY_LOOKUP__2,BARE_ENTITY_LOOKUP__2,2025搜索,显著高于其余全部,1031,9998,10.312,5.381,0.749,4
BARE_ENTITY_LOOKUP__2,BARE_ENTITY_LOOKUP__2,助手随机1k,显著低于其余全部,9,998,0.902,7.83,-1.249,4
BARE_ENTITY_LOOKUP__1,BARE_ENTITY_LOOKUP__1,助手头部1k,显著高于其余全部,139,958,14.509,6.625,4.097,4
BARE_ENTITY_LOOKUP__1,BARE_ENTITY_LOOKUP__1,助手随机1k,显著低于其余全部,31,998,3.106,7.129,-0.156,4
PERSONAL_RESULT_INTERPRETATION__2,PERSONAL_RESULT_INTERPRETATION__2,助手随机1k,显著高于其余全部,50,998,5.01,1.403,0.061,4
SYMPTOM_CAUSE_EXPLANATION__1,SYMPTOM_CAUSE_EXPLANATION__1,助手头部1k,显著低于其余全部,5,958,0.522,1.919,-0.07,4
TCM_THEORY_AND_FORMULAS__2,TCM_THEORY_AND_FORMULAS__2,2026搜索,显著高于其余全部,129,9998,1.29,0.687,0.093,4
FEASIBILITY_CLAIM_VERDICT__1,FEASIBILITY_CLAIM_VERDICT__1,助手语音1k,显著高于其余全部,144,1000,14.4,1.849,2.887,4
PROGNOSIS_SEVERITY__1,PROGNOSIS_SEVERITY__1,助手随机1k,显著高于其余全部,27,998,2.705,1.175,0.524,4
DOSAGE_USAGE__1,DOSAGE_USAGE__1,助手头部1k,显著低于其余全部,3,958,0.313,1.319,-0.078,4
OPTION_ADJUDICATION__3,OPTION_ADJUDICATION__3,助手头部1k,显著低于其余全部,1,958,0.104,0.868,-0.109,4
EPISODE_TRIAGE__1,EPISODE_TRIAGE__1,助手随机1k,显著高于其余全部,47,998,4.709,0.451,1.597,4
CARE_ROUTING_AND_NAVIGATION__3,CARE_ROUTING_AND_NAVIGATION__3,助手头部1k,显著高于其余全部,19,958,1.983,1.009,0.128,4
CARE_ROUTING_AND_NAVIGATION__2,CARE_ROUTING_AND_NAVIGATION__2,助手头部1k,显著高于其余全部,51,958,5.324,0.577,0.101,4
CARE_LOGISTICS_COST_DURATION__3,CARE_LOGISTICS_COST_DURATION__3,助手随机1k,显著高于其余全部,8,998,0.802,0.214,0.092,4
