view,surface,code,name,n,k,share,lo,hi,pv_share
all,search_top1000,U01,导航直达,1000,1,0.001,0.0001765418290572713,0.0056427029601604705,0.0007707072487611884
all,search_top1000,U02,裸实体,1000,44,0.044,0.03293803969043349,0.058552091820354674,0.04148549660183716
all,search_top1000,U03,事实与数值,1000,33,0.033,0.023592783250793958,0.045981540028894805,0.03631284642654288
all,search_top1000,U04,解释与介绍,1000,784,0.784,0.7574329030779414,0.8083934185249888,0.7915442544607008
all,search_top1000,U05,核实与动态,1000,7,0.007,0.0033948250792319975,0.01437849692694906,0.0081673423820436
all,search_top1000,U06,办事与操作,1000,40,0.04,0.02951080927390945,0.05400993742556984,0.03215279001899837
all,search_top1000,U07,个案判断与建议,1000,57,0.057,0.04425323441955428,0.07313739772798773,0.05087206455530094
all,search_top1000,U08,清单与推荐,1000,12,0.012,0.006877579092159561,0.020857473928157594,0.008436649235168537
all,search_top1000,U09,获取现成内容,1000,20,0.02,0.012983581129037627,0.03069024151389728,0.020007540591887498
all,search_top1000,U10,生成与编辑,1000,0,0.0,0.0,0.003826898586390522,0.0
all,search_top1000,U11,会话与系统指令,1000,0,0.0,0.0,0.003826898586390522,0.0
all,search_top1000,U12,违规或灰色内容,1000,0,0.0,0.0,0.003826898586390522,0.0
all,search_top1000,U13,无法判定,1000,2,0.002,0.000548632102457155,0.007262958889587807,0.010250308478759034
all,search_top10k,U01,导航直达,9998,30,0.0030006001200240046,0.0021026947903309097,0.004280289719241807,0.0020832305318266744
all,search_top10k,U02,裸实体,9998,1229,0.1229245849169834,0.11663270624579986,0.12950612482706977,0.09172339229803753
all,search_top10k,U03,事实与数值,9998,473,0.047309461892378474,0.043319007718334565,0.05164766321954552,0.04269336171390928
all,search_top10k,U04,解释与介绍,9998,6070,0.6071214242848569,0.5975086247935223,0.6166519353977128,0.6780145449811712
all,search_top10k,U05,核实与动态,9998,259,0.02590518103620724,0.02296873340713494,0.029205818127454455,0.01803943238592105
all,search_top10k,U06,办事与操作,9998,589,0.05891178235647129,0.054463509060314226,0.0636988901522468,0.04817293002246241
all,search_top10k,U07,个案判断与建议,9998,811,0.08111622324464893,0.07592412132045187,0.08663010269365368,0.07028877415227397
all,search_top10k,U08,清单与推荐,9998,227,0.022704540908181636,0.01996276982390317,0.025812960117670796,0.017621826265485748
