view,surface,code,name,n,k,share,lo,hi,pv_share
all,search_top1000,U01,导航直达,1000,140,0.14,0.11986822971832733,0.16288713726387388,0.23931763250174054
all,search_top1000,U02,裸实体,1000,365,0.365,0.3357299509340308,0.39530331168429467,0.31429740768429987
all,search_top1000,U03,事实与数值,1000,22,0.022,0.014572598673771597,0.03308591637481774,0.027237017532188997
all,search_top1000,U04,解释与介绍,1000,8,0.008,0.004059147003819634,0.01570652120518864,0.0043887376586027324
all,search_top1000,U05,核实与动态,1000,0,0.0,0.0,0.003826898586390522,0.0
all,search_top1000,U06,办事与操作,1000,1,0.001,0.0001765418290572713,0.0056427029601604705,0.00039898950071684476
all,search_top1000,U07,个案判断与建议,1000,0,0.0,0.0,0.003826898586390522,0.0
all,search_top1000,U08,清单与推荐,1000,48,0.048,0.036393116113688354,0.06306640020840869,0.026721723399684243
all,search_top1000,U09,获取现成内容,1000,372,0.372,0.3425855843534176,0.4023941016846984,0.3623704293711488
all,search_top1000,U10,生成与编辑,1000,0,0.0,0.0,0.003826898586390522,0.0
all,search_top1000,U11,会话与系统指令,1000,0,0.0,0.0,0.003826898586390522,0.0
all,search_top1000,U12,违规或灰色内容,1000,31,0.031,0.02192386473850233,0.04366576613553198,0.01676020231719357
all,search_top1000,U13,无法判定,1000,13,0.013,0.0076127471221297755,0.022114652101014598,0.008507860034424409
all,assistant_top1k,U01,导航直达,955,37,0.0387434554973822,0.0282372537379331,0.05294570703473258,0.034235829680605206
all,assistant_top1k,U02,裸实体,955,278,0.29109947643979056,0.26317040850633316,0.3207024647607423,0.31351613507684506
all,assistant_top1k,U03,事实与数值,955,11,0.011518324607329843,0.006443579376559755,0.02050727465397042,0.016203048818573616
all,assistant_top1k,U04,解释与介绍,955,72,0.07539267015706806,0.06029559523648839,0.09389212461212892,0.05971980850274276
all,assistant_top1k,U05,核实与动态,955,17,0.01780104712041885,0.011143291932029611,0.028322663654377987,0.011294370083513673
all,assistant_top1k,U06,办事与操作,955,1,0.0010471204188481676,0.00018486163062708628,0.0059074898067740435,0.0006172590026123283
all,assistant_top1k,U07,个案判断与建议,955,0,0.0,0.0,0.004006501178088226,0.0
all,assistant_top1k,U08,清单与推荐,955,101,0.10575916230366492,0.08780906004921185,0.12686831731947967,0.12323135087867554
all,assistant_top1k,U09,获取现成内容,955,252,0.2638743455497382,0.23690736644553428,0.2927334000794057,0.24108740460960204
all,assistant_top1k,U10,生成与编辑,955,36,0.03769633507853403,0.02735151309418176,0.051745597419171015,0.03166391716972051
all,assistant_top1k,U11,会话与系统指令,955,13,0.013612565445026177,0.007972217724537803,0.023150336824618173,0.014557024811607408
all,assistant_top1k,U12,违规或灰色内容,955,10,0.010471204188481676,0.005697497559229333,0.019167506211987935,0.00498216194965665
all,assistant_top1k,U13,无法判定,955,127,0.13298429319371727,0.11291153695313184,0.15599794715769522,0.14889168941584519
all,assistant_random1k,U01,导航直达,982,8,0.008146639511201629,0.004133651976583247,0.015992907908899366,
all,assistant_random1k,U02,裸实体,982,78,0.07942973523421588,0.06410922675066402,0.09802797662967619,
all,assistant_random1k,U03,事实与数值,982,75,0.07637474541751528,0.06136389136987999,0.09468714157496633,
all,assistant_random1k,U04,解释与介绍,982,144,0.14663951120162932,0.1258912889397546,0.1701416640214513,
all,assistant_random1k,U05,核实与动态,982,43,0.04378818737270876,0.03266937923185989,0.05846250240105151,
all,assistant_random1k,U06,办事与操作,982,21,0.021384928716904276,0.01402888904478178,0.032471076061174386,
all,assistant_random1k,U07,个案判断与建议,982,31,0.031568228105906315,0.022327307361410392,0.044459892529525424,
all,assistant_random1k,U08,清单与推荐,982,121,0.12321792260692464,0.10411567964629884,0.14525663330945385,
all,assistant_random1k,U09,获取现成内容,982,175,0.17820773930753564,0.1555398666430516,0.20338351415159125,
all,assistant_random1k,U10,生成与编辑,982,68,0.06924643584521385,0.054988553995520814,0.08686141459983975,
all,assistant_random1k,U11,会话与系统指令,982,30,0.03054989816700611,0.021481732452232886,0.04327674396020496,
all,assistant_random1k,U12,违规或灰色内容,982,10,0.010183299389002037,0.00554058724272869,0.018643419599749855,
all,assistant_random1k,U13,无法判定,982,178,0.18126272912423624,0.15842471778558095,0.20658483344455578,
interp,search_top1000,U01,导航直达,987,140,0.14184397163120568,0.12146410981842547,0.16500105272622342,0.24137118475800484
interp,search_top1000,U02,裸实体,987,365,0.3698074974670719,0.34024876013813976,0.40037577561005655,0.3169943512564933
interp,search_top1000,U03,事实与数值,987,22,0.022289766970618033,0.014765123523312948,0.03351867885236445,0.02747073469804275
interp,search_top1000,U04,解释与介绍,987,8,0.008105369807497468,0.00411268319239232,0.015912313739508802,0.004426396823231607
interp,search_top1000,U05,核实与动态,987,0,0.0,0.0,0.0038771081068861056,0.0
