code,name,surface,n,k,pct,lo,hi,n_interp,k_interp,pct_interp,lo_i,hi_i,pv_pct
U01,导航直达,search_top1000,1000,96,9.6,7.925661952004651,11.583551453775707,985,96,9.746192893401014,8.047373876061464,11.757779952418247,11.322047479510218
U01,导航直达,assistant_top1k,859,34,3.958090803259604,2.846070962582366,5.480092263669126,502,34,6.772908366533864,4.886909205180675,9.315481424613312,13.095700046769545
U01,导航直达,assistant_random1k,970,1,0.10309278350515465,0.018200258135636853,0.5816508880877326,838,1,0.11933174224343676,0.021067547434014833,0.6728397149298314,0.08340283569641367
U02,裸实体,search_top1000,1000,759,75.9,73.15325254793827,78.44851410528672,985,759,77.05583756345177,74.32783388579098,79.57362009834561,73.79061148903835
U02,裸实体,assistant_top1k,859,135,15.715948777648428,13.435323622338164,18.301857338802325,502,135,26.89243027888446,23.19986700037977,30.93597315195249,12.251230972135138
U02,裸实体,assistant_random1k,970,26,2.6804123711340204,1.8356381294117006,3.898518226200957,838,26,3.1026252983293556,2.1259607216111207,4.507306154247712,4.75396163469558
U03,事实与数值,search_top1000,1000,55,5.5,4.249722594783333,7.090871379405425,985,55,5.583756345177665,4.314815388177022,7.197807058127827,4.445810053341588
U03,事实与数值,assistant_top1k,859,25,2.910360884749709,1.9789582496188138,4.261074683424748,502,25,4.9800796812749,3.3956766686139312,7.24828776610239,2.18895123563771
U03,事实与数值,assistant_random1k,970,136,14.02061855670103,11.977252096067327,16.347847180858203,838,136,16.2291169451074,13.887684578326247,18.878764596910518,12.427022518765638
U04,解释与介绍,search_top1000,1000,23,2.3,1.537416430293147,3.4276696948485097,985,23,2.33502538071066,1.5609028555731466,3.479499975375713,2.016903928660993
U04,解释与介绍,assistant_top1k,859,14,1.629802095459837,0.9732740626754752,2.7170440675583936,502,14,2.788844621513944,1.6683797108584535,4.626397152096273,0.946315163004949
U04,解释与介绍,assistant_random1k,970,122,12.577319587628866,10.637060435146788,14.812827924520741,838,122,14.558472553699284,12.332218726029884,17.10818906564969,10.758965804837365
U05,核实与动态,search_top1000,1000,1,0.1,0.01765418290572713,0.5642702960160471,985,1,0.10152284263959391,0.017923062065649524,0.5728287833259682,0.05782249142791731
U05,核实与动态,assistant_top1k,859,2,0.23282887077997672,0.06387197502677883,0.8449390975965159,502,2,0.398406374501992,0.10932318762164077,1.4408854152295283,0.40954644921294026
U05,核实与动态,assistant_random1k,970,23,2.3711340206185567,1.5851180099382258,3.5329217205477175,838,23,2.7446300715990453,1.83573160342898,4.084812118810454,1.9182652210175146
U06,办事与操作,search_top1000,1000,3,0.3,0.10207654054443255,0.8783171789427854,985,3,0.3045685279187817,0.10363179982607415,0.8916337715252928,0.589596620720454
U06,办事与操作,assistant_top1k,859,10,1.1641443538998837,0.6335437881492166,2.129605322881128,502,10,1.9920318725099602,1.0855501843313078,3.6277039252555667,0.4635988424822225
