label,a,b,k_a,k_b,n_a,n_b,share_a,share_b,diff_pp,lo_pp,hi_pp,kind,sig,why
完成设置或操作步骤,2025search,2026search,1334,876,9997,9999,0.1334400320096029,0.08760876087608761,-4.5831271133515274,-5.451028157544694,-3.716627258300546,stable,True,时间（搜索内部，2025→2026）
平台规则与能力裁决,2025search,2026search,308,177,9997,9999,0.03080924277283185,0.0177017701770177,-1.310747259581415,-1.7413715009258153,-0.8862676471733104,stable,True,时间（搜索内部，2025→2026）
获取社交文案与发布素材,2025search,2026search,603,503,9997,9999,0.060318095428628586,0.0503050305030503,-1.0013064925578283,-1.6363792982380843,-0.36775379444010703,stable,True,时间（搜索内部，2025→2026）
排查并修复故障,2025search,2026search,133,76,9997,9999,0.013303991197359208,0.007600760076007601,-0.5703231121351607,-0.8579910520007752,-0.28950947998477977,stable,True,时间（搜索内部，2025→2026）
按功能求推荐软件,2025search,2026search,380,346,9997,9999,0.03801140342102631,0.034603460346034606,-0.3407943074991704,-0.8609040251312803,0.1783592760584451,stable,False,时间（搜索内部，2025→2026）
获取成人内容或成人应用,2025search,2026search,123,89,9997,9999,0.012303691107332199,0.0089008900890089,-0.3402801018323298,-0.6285789979982405,-0.05598365037352924,stable,True,时间（搜索内部，2025→2026）
恢复误删或丢失的数据与关系,2025search,2026search,185,156,9997,9999,0.01850555166549965,0.015601560156015602,-0.29039915094840485,-0.6521395486275202,0.06931197215508575,stable,False,时间（搜索内部，2025→2026）
取消持续扣费或授权,2025search,2026search,77,55,9997,9999,0.007702310693207963,0.005500550055005501,-0.22017606382024618,-0.4498920670336646,0.005289720989640201,stable,False,时间（搜索内部，2025→2026）
获取破解或解锁版软件,2025search,2026search,38,18,9997,9999,0.0038011403421026307,0.0018001800180018,-0.20009603241008309,-0.35597147996719786,-0.05342504254929933,stable,True,时间（搜索内部，2025→2026）
判断社交关系状态与可见性,2025search,2026search,58,43,9997,9999,0.005801740522156647,0.004300430043004301,-0.1501310479152346,-0.3521378436540354,0.048072394620592415,stable,False,时间（搜索内部，2025→2026）
直接编辑或生成图像,2025search,2026search,60,54,9997,9999,0.006001800540162049,0.0054005400540054005,-0.06012604861566481,-0.272896493603515,0.1512952190128735,stable,False,时间（搜索内部，2025→2026）
获取蹭网或WiFi破解工具,2025search,2026search,39,35,9997,9999,0.0039011703511053317,0.0035003500350035003,-0.040082031610183144,-0.21332977744122866,0.13177857412308436,stable,False,时间（搜索内部，2025→2026）
获取位置伪造工具,2025search,2026search,9,7,9997,9999,0.0009002700810243073,0.0007000700070007,-0.02002000740236072,-0.10869423452312865,0.06577568864946398,stable,False,时间（搜索内部，2025→2026）
从图片或文档提取内容,2025search,2026search,16,15,9997,9999,0.001600480144043213,0.0015001500150015,-0.01003301290417129,-0.1260035818178889,0.10513403570073698,stable,False,时间（搜索内部，2025→2026）
获取灰色辅助或作弊工具,2025search,2026search,39,41,9997,9999,0.0039011703511053317,0.004100410041004101,0.01992396898987691,-0.1588173653519481,0.19929158726669496,stable,False,时间（搜索内部，2025→2026）
解释术语或比较概念,2025search,2026search,176,188,9997,9999,0.017605281584475344,0.018801880188018802,0.11965986035434584,-0.25231738012107113,0.4924021376976844,stable,False,时间（搜索内部，2025→2026）
获取非官方软件库或第三方分发渠道,2025search,2026search,84,101,9997,9999,0.008402520756226868,0.010101010101010102,0.16984893447832342,-0.09700525451271512,0.4389930044894631,stable,False,时间（搜索内部，2025→2026）
获取翻墙工具或访问被限制的境外服务,2025search,2026search,461,556,9997,9999,0.04611383415024507,0.0556055605560556,0.949172640581053,0.34021485609125535,1.5597600332162551,stable,True,时间（搜索内部，2025→2026）
直达指定页面或账号主页,2025search,2026search,512,628,9997,9999,0.051215364609382814,0.0628062806280628,1.1590916018679989,0.5166043497268574,1.8032397000617206,stable,True,时间（搜索内部，2025→2026）
查询汉字输入编码,2025search,2026search,558,679,9997,9999,0.05581674502350705,0.06790679067906791,1.2090045655560857,0.5414452388525717,1.8780720103432476,stable,True,时间（搜索内部，2025→2026）
打开官方网页或网页版入口,2025search,2026search,321,444,9997,9999,0.03210963288986696,0.0444044404440444,1.2294807554177445,0.6985482992843711,1.763611600907675,stable,True,时间（搜索内部，2025→2026）
下载并安装指定软件,2025search,2026search,1800,1995,9997,9999,0.18005401620486147,0.1995199519951995,1.9465935790338036,0.8596530958374673,3.033133764671302,stable,True,时间（搜索内部，2025→2026）
仅产品名消歧,2025search,2026search,2683,2917,9997,9999,0.2683805141542463,0.2917291729172917,2.3348658763045425,1.0901911032580904,3.578573368801731,stable,True,时间（搜索内部，2025→2026）
下载并安装指定软件,2026search,assistant_top,1995,16,9999,940,0.1995199519951995,0.01702127659574468,-18.249867539945484,-19.277703811312872,-16.950902380284013,stable,True,界面（同为头部流量）
仅产品名消歧,2026search,assistant_top,2917,199,9999,940,0.2917291729172917,0.21170212765957447,-8.002704525771726,-10.651370057486501,-5.137152470974973,stable,True,界面（同为头部流量）
