td_l1_name,2025search,2026search,assistant_random,assistant_top
下载并安装指定软件,1307.545919654911,1463.4366823505632,997.7827050997782,130.67315540634192
仅产品名消歧,4317.912384349883,4515.771861068377,539.5417590539541,3320.653596784378
从图片或文档提取内容,13.139652383740852,7.9168117146354335,243.90243902439022,358.061386352086
判断社交关系状态与可见性,38.69442117801149,26.05810153732131,155.21064301552104,38.96323903100118
取消持续扣费或授权,53.52815767302847,31.145074170980674,51.736881005173686,0.0
完成设置或操作步骤,796.9720696632588,465.70504542340905,2069.4752402069475,264.8114210031879
平台规则与能力裁决,187.59531410734542,102.1549449192036,1404.2867701404286,147.99870635886222
恢复误删或丢失的数据与关系,138.01535246224975,95.81588078741396,147.81966001478196,56.36579243219934
打开官方网页或网页版入口,405.5896375255031,461.9768447294247,14.781966001478196,477.7231915974928
按功能求推荐软件,185.83122652039674,161.0481634119774,576.4966740576497,446.2291900882448
排查并修复故障,60.11898490760066,28.264702249272887,236.51145602365114,0.0
查询汉字输入编码,212.49205023029393,277.26246757476054,7.390983000739098,22.484715013937443
生成露骨性图像编辑,0.0,0.0,243.90243902439025,225.23216238276376
直接编辑或生成图像,44.96323242448988,47.77037877171509,2542.49815225425,3607.949732801503
直达指定页面或账号主页,679.3697307071296,801.1869602811872,140.42867701404288,219.68798607795728
获取位置伪造工具,5.509273535431034,3.441847929837958,0.0,0.0
获取成人内容或成人应用,85.78925943673103,59.847727706595094,22.172949002217294,12.243389339781004
获取灰色辅助或作弊工具,43.062638059979676,35.193316189599216,0.0,8.855281597954816
获取破解或解锁版软件,12.873639176185097,5.957260446261131,44.34589800443459,0.0
获取社交文案与发布素材,438.84478864375615,274.1575052498007,280.85735402808575,334.11362481326904
获取翻墙工具或访问被限制的境外服务,661.2773324195546,773.8206196449225,140.42867701404288,26.488842345186576
获取蹭网或WiFi破解工具,74.91771966478136,62.088016979034485,7.390983000739098,23.40874439807186
获取非官方软件库或第三方分发渠道,117.02831045561412,180.75035653726516,29.563932002956392,22.099702770548102
解释术语或比较概念,118.92890482012432,119.22943032644216,103.47376201034737,255.95613940523307
