label,a,b,k_a,k_b,n_a,n_b,share_a,share_b,diff_pp,lo_pp,hi_pp,kind,sig,why
2,2025search,2026search,1286,894,9997,9999,0.12863859157747323,0.0894089408940894,-3.9229650683383825,-4.786218504801438,-3.0609673385654084,stable,True,时间（搜索内部，2025→2026）
3,2025search,2026search,682,542,9997,9999,0.06822046613984195,0.054205420542054204,-1.4015045597787748,-2.067375452913555,-0.7374315471563069,stable,True,时间（搜索内部，2025→2026）
5,2025search,2026search,231,111,9997,9999,0.023106932079623888,0.0111011101110111,-1.2005821968612786,-1.5656951892053166,-0.8439663316413728,stable,True,时间（搜索内部，2025→2026）
26,2025search,2026search,227,151,9997,9999,0.022706812043613085,0.015101510151015102,-0.7605301892597983,-1.1420048876313358,-0.38379871519064174,stable,True,时间（搜索内部，2025→2026）
38,2025search,2026search,271,249,9997,9999,0.02710813243973192,0.024902490249024904,-0.22056421907070167,-0.6636224295120751,0.22154872393420838,stable,False,时间（搜索内部，2025→2026）
29,2025search,2026search,105,91,9997,9999,0.010503150945283585,0.009100910091009102,-0.14022408542744835,-0.4167467842139951,0.13450673594654178,stable,False,时间（搜索内部，2025→2026）
40,2025search,2026search,57,43,9997,9999,0.005701710513153946,0.004300430043004301,-0.14012804701496454,-0.3410761443563162,0.05723501471734081,stable,False,时间（搜索内部，2025→2026）
1,2025search,2026search,705,697,9997,9999,0.07052115634690408,0.0697069706970697,-0.08141856498343758,-0.7899176717128892,0.6269926399489072,stable,False,时间（搜索内部，2025→2026）
41,2025search,2026search,314,307,9997,9999,0.031409422826848055,0.030703070307030702,-0.07063525198173527,-0.552886818924371,0.4113678885040128,stable,False,时间（搜索内部，2025→2026）
17,2025search,2026search,301,294,9997,9999,0.030109032709812945,0.029402940294029404,-0.07060924157835415,-0.5430465992564678,0.40156639696609114,stable,False,时间（搜索内部，2025→2026）
14,2025search,2026search,28,21,9997,9999,0.0028008402520756227,0.0021002100210021,-0.07006302310735225,-0.21412077101316573,0.0703742249108328,stable,False,时间（搜索内部，2025→2026）
