source,label,n,distinct,hhi_strings,top1_pv_share,top5_pv_share
2025search,QQ官网查询,314,314,0.0031847133757961785,0.413867167561608,0.5913146450519611
2025search,微信下载与使用支持查询,255,255,0.00392156862745098,0.42769210433556576,0.7038773352132535
2025search,豆包App下载及功能查询,61,61,0.01639344262295082,0.5497396918960319,0.8103968123164028
2025search,应用商店下载,204,204,0.004901960784313725,0.3459195535921878,0.5249809014514897
2025search,论坛社区入口查询,835,835,0.0011976047904191617,0.11663047041468612,0.2593768781074141
2025search,查询软件定义与用途,307,307,0.0032573289902280136,0.2632411446100753,0.3894262570100178
2025search,七月朋友圈文案查询,122,122,0.008196721311475407,0.49378201832066876,0.5881277495286521
2025search,网络加速器查询下载,900,900,0.0011111111111111113,0.0842928047491655,0.2204511288685504
2025search,Excel表格操作与制作查询,231,231,0.00432900432900433,0.24070819143871983,0.4368340107656816
2025search,APP下载获取,572,572,0.0017482517482517487,0.08539994164870639,0.1981685223005468
2025search,查询软件工具信息,398,398,0.0025125628140703522,0.07334018100499018,0.2012164052958922
2025search,万能遥控器与WiFi万能钥匙下载,105,105,0.009523809523809526,0.18870801477536295,0.5097714972940469
2025search,软件与应用下载查询,352,352,0.002840909090909091,0.09765318211466527,0.2383158287075862
2025search,下载安装应用软件,484,484,0.002066115702479339,0.06924444896092678,0.1730603119760175
2025search,查找VPN软件与服务,110,110,0.009090909090909089,0.17891521911046873,0.42995827765809497
2025search,毕业发朋友圈文案查询,42,42,0.023809523809523805,0.4971523493118178,0.6541686442018668
2025search,图片编辑与绘图软件查询,271,271,0.0036900369003690023,0.078642512828487,0.24860052868916188
2025search,查询软件及工具信息,375,375,0.002666666666666667,0.07374001555100022,0.18262529158125398
2025search,微信聊天记录恢复查询,223,223,0.004484304932735426,0.10537143879422156,0.20980365848204302
2025search,软件下载查询,349,349,0.0028653295128939823,0.060962241169305736,0.18535322777101096
2025search,去除图片视频水印,77,77,0.012987012987012984,0.13806995745321737,0.47400128016868104
2025search,查询软件应用版本与下载渠道,306,306,0.0032679738562091513,0.0508577194752775,0.16800434681363038
2025search,查找AI软件与工具,162,162,0.006172839506172837,0.09663236669784847,0.2683504833177424
2025search,微信账号注册与手机号绑定查询,197,197,0.005076142131979696,0.08871075039914848,0.22149414582224586
2025search,安卓应用及商店下载查询,187,187,0.005347593582887701,0.05712994642050222,0.19860994555978737
2025search,复制网址并用浏览器打开,301,301,0.003322259136212625,0.05800651758624565,0.15691650747274974
2025search,微信账号与支付功能关闭及解限方法查询,284,284,0.003521126760563381,0.04492137779779505,0.15534493900170362
2025search,删除或清理不需要的内容,57,57,0.01754385964912281,0.182996632996633,0.4949494949494948
2025search,微信功能设置与操作查询,282,282,0.003546099290780141,0.03941756477872048,0.14560880531988077
2025search,查询微信好友删除拉黑状态及恢复联系方法,227,227,0.004405286343612334,0.046896826980642584,0.16261367847877525
2025search,朋友圈发布方法查询,149,149,0.006711409395973157,0.059703158129673015,0.19078971840940367
2025search,查询微信朋友圈与聊天背景图,98,98,0.010204081632653059,0.08538609654073435,0.2550295465108559
2025search,微信群建群、群管理与群名查询,190,190,0.005263157894736841,0.036522601847832833,0.13179760649841882
2025search,微信语音与声音设置查询,110,110,0.009090909090909089,0.060757248184489174,0.22307223238538726
2025search,朋友圈文案句子查询,197,197,0.005076142131979696,0.03803423442984837,0.12376506351101946
2025search,建党节朋友圈文案查询,29,29,0.03448275862068965,0.1632979787872724,0.4854912947768662
2025search,汉字五笔打法查询,561,561,0.0017825311942958996,0.01223590831226038,0.042352557304837266
2025search,生成生日朋友圈文案,45,45,0.02222222222222223,0.08691161280802716,0.35945108455068614
2025search,按要求编辑处理图片,28,28,0.03571428571428572,0.11432637571157496,0.4459203036053131
2026search,豆包App下载及功能查询,154,154,0.006493506493506494,0.6749543744226394,0.8030890205709393
2026search,微信下载与使用支持查询,254,254,0.003937007874015748,0.45309025894146504,0.7249826175322244
2026search,QQ官网查询,307,307,0.0032573289902280136,0.34426761935693406,0.5477030781999929
2026search,应用商店下载,220,220,0.004545454545454545,0.29757080250695067,0.4991871259601338
2026search,网络加速器查询下载,1005,1005,0.0009950248756218907,0.0868938530625413,0.21630059788632355
2026search,查询软件定义与用途,272,272,0.003676470588235295,0.2657736073369565,0.36073369565217384
2026search,论坛社区入口查询,954,954,0.0010482180293501049,0.04736764589257593,0.1792515889290448
2026search,查询软件及工具信息,382,382,0.002617801047120419,0.11925137669296029,0.28897529394255106
2026search,查找VPN软件与服务,150,150,0.006666666666666669,0.2028909421811564,0.45124597508049846
2026search,软件与应用下载查询,386,386,0.002590673575129534,0.10374290504373117,0.257438342052639
2026search,APP下载获取,643,643,0.001555209953343701,0.07973758854009856,0.1380512462959735
2026search,查询微信朋友圈与聊天背景图,116,116,0.008620689655172414,0.2875990972744632,0.4525779758115849
2026search,万能遥控器与WiFi万能钥匙下载,91,91,0.01098901098901099,0.20663106364040942,0.5142857142857142
2026search,查询软件工具信息,425,424,0.00236401384083045,0.052066377283414726,0.1792141436064388
2026search,下载安装应用软件,497,497,0.002012072434607646,0.06689568496020108,0.18560536237955594
2026search,软件下载查询,392,392,0.0025510204081632647,0.07731467987952977,0.20029146021568053
2026search,去除图片视频水印,73,73,0.013698630136986297,0.19241086397675194,0.5649379680339778
2026search,Excel表格操作与制作查询,111,111,0.009009009009009007,0.1922777921741383,0.4309406582016065
2026search,图片编辑与绘图软件查询,249,249,0.00401606425702811,0.07042334756027223,0.21784519552428191
2026search,查询软件应用版本与下载渠道,393,393,0.002544529262086514,0.04614685155717209,0.13912252784723803
2026search,删除或清理不需要的内容,43,43,0.023255813953488372,0.3735720375106563,0.5583972719522591
2026search,微信聊天记录恢复查询,188,188,0.005319148936170213,0.08636021100226075,0.2239638281838734
2026search,查找AI软件与工具,207,207,0.004830917874396134,0.06689400848566557,0.22946984416511365
2026search,安卓应用及商店下载查询,208,208,0.004807692307692309,0.048916387502563746,0.19330689820195526
2026search,微信账号与支付功能关闭及解限方法查询,195,195,0.005128205128205129,0.07310330161093093,0.21101600297729808
2026search,微信账号注册与手机号绑定查询,128,128,0.0078125,0.12427366447985005,0.2849109653233365
2026search,微信功能设置与操作查询,187,187,0.005347593582887701,0.06656328968527453,0.1891798759476223
2026search,查询微信好友删除拉黑状态及恢复联系方法,151,151,0.0066225165562913925,0.09049255441008018,0.2715594828996891
2026search,七月朋友圈文案查询,136,136,0.00735294117647059,0.05514604001551848,0.21094053095383253
2026search,微信群建群、群管理与群名查询,120,120,0.008333333333333333,0.07964376590330788,0.21721798134011877
2026search,朋友圈发布方法查询,77,77,0.012987012987012984,0.10817941952506593,0.2685010679733635
2026search,微信语音与声音设置查询,76,76,0.013157894736842105,0.10009578544061305,0.3217193486590039
2026search,朋友圈文案句子查询,115,115,0.008695652173913047,0.08608336951801997,0.230894485453756
2026search,复制网址并用浏览器打开,294,294,0.0034013605442176874,0.02902354882255887,0.11819409029548522
2026search,按要求编辑处理图片,21,21,0.0476190476190476,0.20108176901049954,0.610881323576201
2026search,汉字五笔打法查询,681,681,0.0014684287812041113,0.01207340631036703,0.04199533161622666
2026search,建党节朋友圈文案查询,36,36,0.027777777777777776,0.10088938299055031,0.3446359088382435
2026search,毕业发朋友圈文案查询,37,37,0.027027027027027025,0.10119658119658122,0.3883760683760685
2026search,生成生日朋友圈文案,25,25,0.04,0.10857142857142857,0.4057142857142857
assistant_top,查询软件定义与用途,11,11,0.09090909090909091,0.1282051282051282,0.5444947209653092
assistant_top,复制网址并用浏览器打开,20,20,0.05000000000000002,0.24671052631578952,0.5568609022556392
assistant_top,软件与应用下载查询,4,4,0.25,0.847148288973384,1.0
assistant_top,网络加速器查询下载,35,35,0.028571428571428567,0.22605875619992366,0.4706219000381533
