source,label,k,n,row_share,lo,hi,pv_share
2025search,41,314,9997,0.031409422826848055,0.028166224120411067,0.03501260552898671,0.08571750587416664
2025search,32,255,9997,0.02550765229568871,0.022594570576507926,0.028785251910826537,0.0794399441932292
2025search,34,61,9997,0.006101830549164749,0.004753530055809537,0.007829557017282886,0.03610324252599141
2025search,33,204,9997,0.020406121836550967,0.017813245458941647,0.023367435244236408,0.05268986605184948
2025search,28,835,9997,0.08352505751725518,0.07826018502934709,0.0891098773562368,0.10250188921879971
2025search,1,705,9997,0.07052115634690408,0.06566566076743706,0.07570658922715988,0.07978926153683531
2025search,3,682,9997,0.06822046613984195,0.06344220719689576,0.07333042983621886,0.051278245964912164
2025search,39,900,9997,0.09002700810243074,0.08457269256269567,0.09579627601838167,0.10035103242876009
2025search,5,231,9997,0.023106932079623888,0.020339833269435705,0.026240393084178096,0.019117249171421363
2025search,24,572,9997,0.05721716514954486,0.05283210368580399,0.06194238440109093,0.03719039650318638
2025search,29,105,9997,0.010503150945283585,0.00868433968945182,0.012698006962128488,0.016298209206087082
2025search,4,539,9997,0.053916174852455735,0.04965777074624945,0.05851727265677955,0.04256071313940737
2025search,16,484,9997,0.04841452435730719,0.04437770955376725,0.052798259376151895,0.034443460117794845
2025search,19,110,9997,0.01100330099029709,0.009138013686605934,0.013244248826166179,0.012835487281943551
2025search,38,271,9997,0.02710813243973192,0.024101778838625968,0.030477774404522272,0.027011541123016757
2025search,42,375,9997,0.037511253376012806,0.03396067730104004,0.041417125854897756,0.024758479258495187
2025search,2,1286,9997,0.12863859157747323,0.12221801264465934,0.13534446042042533,0.07691701892998988
2025search,22,349,9997,0.03491047314194258,0.03148726440539831,0.038690976272342095,0.022989141410871047
2025search,35,77,9997,0.007702310693207963,0.006167595582223506,0.009615222246682695,0.009296111551938555
2025search,36,306,9997,0.030609182754826447,0.027408650027151978,0.03417031424433889,0.022546369427242065
2025search,31,162,9997,0.016204861458437532,0.013909126993701353,0.018872260475465537,0.011225057324096142
2025search,17,301,9997,0.030109032709812945,0.026935475087049764,0.03364357332324931,0.015574023250254374
2025search,40,57,9997,0.005701710513153946,0.004403737692875697,0.007379416691263281,0.004158206454950488
2025search,26,227,9997,0.022706812043613085,0.019964816506920398,0.025815477157739956,0.01227755958083319
2025search,0,561,9997,0.05611683505051515,0.0517735026696399,0.06080117052263305,0.021454315206750015
2025search,14,28,9997,0.0028008402520756227,0.0019385875068993422,0.004045054882327167,0.0014756732671777153
2026search,34,154,9999,0.015401540154015401,0.01316725210662964,0.018008035451728997,0.09967995867536579
2026search,32,254,9999,0.025402540254025403,0.022495966059307163,0.028673640195607898,0.07348541846806886
2026search,41,307,9999,0.030703070307030702,0.027497804047127865,0.0342687911169621,0.07779530830647607
2026search,33,220,9999,0.022002200220022004,0.019305241165233585,0.025066296732852295,0.04766032947412158
2026search,39,1005,9999,0.1005100510051005,0.09476911244574257,0.10655782722031121,0.10790277481443218
2026search,1,697,9999,0.0697069706970697,0.06487909494597532,0.07486534313468468,0.07611817947019124
2026search,28,954,9999,0.09540954095409541,0.08980566214358027,0.10132417498722976,0.09911960561925189
2026search,42,382,9999,0.038203820382038206,0.0346205009867881,0.04214183319971918,0.030180458389013034
2026search,19,150,9999,0.015001500150015001,0.01279832362163082,0.01757719118886556,0.01604249250429529
2026search,4,594,9999,0.0594059405940594,0.05493969408339125,0.06421059573981565,0.044222411876340524
2026search,24,643,9999,0.06430643064306431,0.05966377205364685,0.06928373393087268,0.0354330664450708
2026search,3,542,9999,0.054205420542054204,0.04993614945038984,0.058817094650607714,0.034218032363477105
2026search,29,91,9999,0.009100910091009102,0.007418920982917359,0.011159945796610731,0.01261636590268498
2026search,16,497,9999,0.04970497049704971,0.04561531360391044,0.05414048708363674,0.03350608078516805
2026search,22,392,9999,0.0392039203920392,0.03557341428039217,0.043188351775770746,0.028896362758419336
2026search,35,73,9999,0.007300730073007301,0.005810932637721233,0.009168956776426701,0.010047051689481308
2026search,5,111,9999,0.0111011101110111,0.009227031177033163,0.013350699341806212,0.008666943661497348
2026search,38,249,9999,0.024902490249024904,0.02202576106241817,0.028144129257669074,0.019469742057921867
2026search,36,393,9999,0.0393039303930393,0.03566874275300713,0.04329296649012136,0.027169262557410923
2026search,40,43,9999,0.004300430043004301,0.0031943939846207116,0.005787199820560297,0.0032930567876834635
2026search,2,894,9999,0.0894089408940894,0.0839727682866705,0.09516047762620566,0.04881360119482095
