label,a,b,k_a,k_b,n_a,n_b,share_a,share_b,diff_pp,lo_pp,hi_pp,kind,sig,why
Excel表格操作与制作查询,2025search,2026search,231,111,9997,9999,0.023106932079623888,0.0111011101110111,-1.2005821968612786,-1.5656951892053166,-0.8439663316413728,stable,True,时间（搜索内部，2025→2026）
微信功能设置与操作查询,2025search,2026search,282,187,9997,9999,0.02820846253876163,0.0187018701870187,-0.9506592351742927,-1.3738100859493203,-0.5321219832063976,stable,True,时间（搜索内部，2025→2026）
微信账号与支付功能关闭及解限方法查询,2025search,2026search,284,195,9997,9999,0.02840852255676703,0.0195019501950195,-0.8906572361747529,-1.3179544614350729,-0.4675711527851247,stable,True,时间（搜索内部，2025→2026）
朋友圈文案句子查询,2025search,2026search,197,115,9997,9999,0.01970591177353206,0.011501150115011502,-0.8204761658520558,-1.1689717394612646,-0.4783587859384506,stable,True,时间（搜索内部，2025→2026）
查询微信好友删除拉黑状态及恢复联系方法,2025search,2026search,227,151,9997,9999,0.022706812043613085,0.015101510151015102,-0.7605301892597983,-1.1420048876313358,-0.38379871519064174,stable,True,时间（搜索内部，2025→2026）
朋友圈发布方法查询,2025search,2026search,149,77,9997,9999,0.014904471341402421,0.007700770077007701,-0.7203701264394721,-1.0195565778622555,-0.42917992427441953,stable,True,时间（搜索内部，2025→2026）
微信群建群、群管理与群名查询,2025search,2026search,190,120,9997,9999,0.019005701710513155,0.012001200120012,-0.7004501590501154,-1.0474661102797833,-0.3589036660433078,stable,True,时间（搜索内部，2025→2026）
微信账号注册与手机号绑定查询,2025search,2026search,197,128,9997,9999,0.01970591177353206,0.012801280128012802,-0.6904631645519259,-1.0453083300590467,-0.3407287467841684,stable,True,时间（搜索内部，2025→2026）
查询软件定义与用途,2025search,2026search,307,272,9997,9999,0.03070921276382915,0.027202720272027203,-0.35064924918019463,-0.8174299112064222,0.11481744136998964,stable,False,时间（搜索内部，2025→2026）
微信聊天记录恢复查询,2025search,2026search,223,188,9997,9999,0.02230669200760228,0.018801880188018802,-0.35048118195834777,-0.7464081033989161,0.04346690596303774,stable,False,时间（搜索内部，2025→2026）
微信语音与声音设置查询,2025search,2026search,110,76,9997,9999,0.01100330099029709,0.007600760076007601,-0.34025409142894886,-0.611224500496531,-0.07388495188479392,stable,True,时间（搜索内部，2025→2026）
图片编辑与绘图软件查询,2025search,2026search,271,249,9997,9999,0.02710813243973192,0.024902490249024904,-0.22056421907070167,-0.6636224295120751,0.22154872393420838,stable,False,时间（搜索内部，2025→2026）
生成生日朋友圈文案,2025search,2026search,45,25,9997,9999,0.0045013504051215365,0.0025002500250025004,-0.2001100380119036,-0.37181034440232896,-0.03576649374445217,stable,True,时间（搜索内部，2025→2026）
万能遥控器与WiFi万能钥匙下载,2025search,2026search,105,91,9997,9999,0.010503150945283585,0.009100910091009102,-0.14022408542744835,-0.4167467842139951,0.13450673594654178,stable,False,时间（搜索内部，2025→2026）
删除或清理不需要的内容,2025search,2026search,57,43,9997,9999,0.005701710513153946,0.004300430043004301,-0.14012804701496454,-0.3410761443563162,0.05723501471734081,stable,False,时间（搜索内部，2025→2026）
QQ官网查询,2025search,2026search,314,307,9997,9999,0.031409422826848055,0.030703070307030702,-0.07063525198173527,-0.552886818924371,0.4113678885040128,stable,False,时间（搜索内部，2025→2026）
复制网址并用浏览器打开,2025search,2026search,301,294,9997,9999,0.030109032709812945,0.029402940294029404,-0.07060924157835415,-0.5430465992564678,0.40156639696609114,stable,False,时间（搜索内部，2025→2026）
按要求编辑处理图片,2025search,2026search,28,21,9997,9999,0.0028008402520756227,0.0021002100210021,-0.07006302310735225,-0.21412077101316573,0.0703742249108328,stable,False,时间（搜索内部，2025→2026）
毕业发朋友圈文案查询,2025search,2026search,42,37,9997,9999,0.004201260378113434,0.0037003700370037006,-0.050089034110973325,-0.22888749721447177,0.12708591542351005,stable,False,时间（搜索内部，2025→2026）
去除图片视频水印,2025search,2026search,77,73,9997,9999,0.007702310693207963,0.007300730073007301,-0.0401580620200662,-0.28261892503927716,0.20161913887475255,stable,False,时间（搜索内部，2025→2026）
微信下载与使用支持查询,2025search,2026search,255,254,9997,9999,0.02550765229568871,0.025402540254025403,-0.01051120416633057,-0.4485846316479986,0.42750865760304474,stable,False,时间（搜索内部，2025→2026）
查询软件及工具信息,2025search,2026search,375,382,9997,9999,0.037511253376012806,0.038203820382038206,0.06925670060254005,-0.46080006720338507,0.5994881162729873,stable,False,时间（搜索内部，2025→2026）
建党节朋友圈文案查询,2025search,2026search,29,36,9997,9999,0.0029008702610783233,0.0036003600360036,0.0699489774925277,-0.0909865013767311,0.23361414926042706,stable,False,时间（搜索内部，2025→2026）
下载安装应用软件,2025search,2026search,484,497,9997,9999,0.04841452435730719,0.04970497049704971,0.12904461397425168,-0.47047541253901587,0.7287919036552295,stable,False,时间（搜索内部，2025→2026）
七月朋友圈文案查询,2025search,2026search,122,136,9997,9999,0.012203661098329498,0.013601360136013601,0.13976990376841028,-0.17457568474139165,0.4554312541464867,stable,False,时间（搜索内部，2025→2026）
应用商店下载,2025search,2026search,204,220,9997,9999,0.020406121836550967,0.022002200220022004,0.15960783834710368,-0.24092886710874842,0.5610016019945123,stable,False,时间（搜索内部，2025→2026）
查询微信朋友圈与聊天背景图,2025search,2026search,98,116,9997,9999,0.00980294088226468,0.0116011601160116,0.17982192337469213,-0.10677292127916461,0.46849311032646274,stable,False,时间（搜索内部，2025→2026）
安卓应用及商店下载查询,2025search,2026search,187,208,9997,9999,0.01870561168350505,0.020802080208020803,0.2096468524515751,-0.17715880561434222,0.5976782083307637,stable,False,时间（搜索内部，2025→2026）
查询软件工具信息,2025search,2026search,398,425,9997,9999,0.039811943583074924,0.0425042504250425,0.2692306841967578,-0.28215557635559485,0.8212409991656989,stable,False,时间（搜索内部，2025→2026）
软件与应用下载查询,2025search,2026search,352,386,9997,9999,0.03521056316895069,0.0386038603860386,0.3393297217087914,-0.18393090260329847,0.8635068496571068,stable,False,时间（搜索内部，2025→2026）
查找VPN软件与服务,2025search,2026search,110,150,9997,9999,0.01100330099029709,0.015001500150015001,0.3998199159717912,0.08556151881573536,0.71783691320506,stable,True,时间（搜索内部，2025→2026）
软件下载查询,2025search,2026search,349,392,9997,9999,0.03491047314194258,0.0392039203920392,0.42934472500966225,-0.09480008843092665,0.9546451295937237,stable,False,时间（搜索内部，2025→2026）
查找AI软件与工具,2025search,2026search,162,207,9997,9999,0.016204861458437532,0.020702070207020702,0.449720874858317,0.07636977120568998,0.8259305006332707,stable,True,时间（搜索内部，2025→2026）
