sid,source,多数,answer,form,goal,deepseek
VER0306,2026search_rand,CATEGORY_CHECK,CATEGORY_CHECK,CATEGORY_CHECK,CATEGORY_CHECK,CATEGORY_CHECK
VER0433,assistant_random,DECISION_ADVICE,DECISION_ADVICE,DECISION_ADVICE,DECISION_ADVICE,DECISION_ADVICE
VER0241,2026search,WORLD_STATE,WORLD_STATE,WORLD_STATE,WORLD_STATE,WORLD_STATE
VER0180,2025search_rand,REMEDY_UNDO,REMEDY_UNDO,REMEDY_UNDO,REMEDY_UNDO,REMEDY_UNDO
VER0160,2025search_rand,REMEDY_UNDO,REMEDY_UNDO,REMEDY_UNDO,REMEDY_UNDO,REMEDY_UNDO
VER0507,assistant_voice,SERVICE_RULE,SERVICE_RULE,SERVICE_RULE,SERVICE_RULE,SERVICE_RULE
VER0184,2025search_rand,IMPACT_EXPOSURE,IMPACT_EXPOSURE,IMPACT_EXPOSURE,IMPACT_EXPOSURE,IMPACT_EXPOSURE
VER0122,2025search_rand,REMEDY_UNDO,REMEDY_UNDO,SERVICE_RULE,REMEDY_UNDO,SERVICE_RULE
VER0532,assistant_voice,MERIT_SAFETY,MERIT_SAFETY,MERIT_SAFETY,MERIT_SAFETY,MERIT_SAFETY
VER0082,2025search_rand,IMPACT_EXPOSURE,IMPACT_EXPOSURE,IMPACT_EXPOSURE,IMPACT_EXPOSURE,IMPACT_EXPOSURE
VER0077,2025search,MERIT_SAFETY,MERIT_SAFETY,MERIT_SAFETY,MERIT_SAFETY,MERIT_SAFETY
VER0015,2025search,REMEDY_UNDO,REMEDY_UNDO,REMEDY_UNDO,REMEDY_UNDO,REMEDY_UNDO
VER0411,assistant_top,DECISION_ADVICE,DECISION_ADVICE,DECISION_ADVICE,DECISION_ADVICE,DECISION_ADVICE
VER0412,assistant_top,SERVICE_RULE,SERVICE_RULE,SERVICE_RULE,SERVICE_RULE,SERVICE_RULE
VER0132,2025search_rand,REMEDY_UNDO,REMEDY_UNDO,REMEDY_UNDO,REMEDY_UNDO,REMEDY_UNDO
VER0464,assistant_random,SERVICE_RULE,SERVICE_RULE,SERVICE_RULE,SERVICE_RULE,SERVICE_RULE
VER0231,2026search,WORLD_STATE,WORLD_STATE,WORLD_STATE,WORLD_STATE,WORLD_STATE
VER0490,assistant_random,SERVICE_RULE,SERVICE_RULE,SERVICE_RULE,SERVICE_RULE,ELIGIBILITY_COVER
VER0284,2026search_rand,REMEDY_UNDO,REMEDY_UNDO,REMEDY_UNDO,REMEDY_UNDO,REMEDY_UNDO
VER0422,assistant_random,SERVICE_RULE,SERVICE_RULE,SERVICE_RULE,SERVICE_RULE,SERVICE_RULE
VER0256,2026search,MERIT_SAFETY,MERIT_SAFETY,MERIT_SAFETY,MERIT_SAFETY,MERIT_SAFETY
VER0205,2025search_rand,ELIGIBILITY_COVER,ELIGIBILITY_COVER,ELIGIBILITY_COVER,ELIGIBILITY_COVER,ELIGIBILITY_COVER
VER0028,2025search,CATEGORY_CHECK,CATEGORY_CHECK,CATEGORY_CHECK,CATEGORY_CHECK,CATEGORY_CHECK
VER0470,assistant_random,WORLD_STATE,WORLD_STATE,WORLD_STATE,WORLD_STATE,WORLD_STATE
VER0109,2025search_rand,SERVICE_RULE,SERVICE_RULE,SERVICE_RULE,SERVICE_RULE,SERVICE_RULE
VER0011,2025search,MERIT_SAFETY,MERIT_SAFETY,MERIT_SAFETY,MERIT_SAFETY,MERIT_SAFETY
VER0091,2025search_rand,SERVICE_RULE,SERVICE_RULE,SERVICE_RULE,SERVICE_RULE,SERVICE_RULE
VER0435,assistant_random,MERIT_SAFETY,MERIT_SAFETY,MERIT_SAFETY,MERIT_SAFETY,MERIT_SAFETY
VER0106,2025search_rand,SERVICE_RULE,SERVICE_RULE,SERVICE_RULE,SERVICE_RULE,SERVICE_RULE
VER0410,assistant_top,DECISION_ADVICE,DECISION_ADVICE,DECISION_ADVICE,DECISION_ADVICE,DECISION_ADVICE
VER0472,assistant_random,WORLD_STATE,WORLD_STATE,WORLD_STATE,WORLD_STATE,WORLD_STATE
VER0557,assistant_voice,CATEGORY_CHECK,CATEGORY_CHECK,CATEGORY_CHECK,CATEGORY_CHECK,CATEGORY_CHECK
VER0508,assistant_voice,ELIGIBILITY_COVER,ELIGIBILITY_COVER,ELIGIBILITY_COVER,SERVICE_RULE,ELIGIBILITY_COVER
VER0499,assistant_voice,SERVICE_RULE,SERVICE_RULE,SERVICE_RULE,SERVICE_RULE,SERVICE_RULE
VER0366,2026search_rand,SERVICE_RULE,SERVICE_RULE,SERVICE_RULE,SERVICE_RULE,SERVICE_RULE
VER0534,assistant_voice,REMEDY_UNDO,REMEDY_UNDO,REMEDY_UNDO,REMEDY_UNDO,REMEDY_UNDO
VER0407,assistant_top,SERVICE_RULE,SERVICE_RULE,SERVICE_RULE,SERVICE_RULE,SERVICE_RULE
VER0578,assistant_voice,REMEDY_UNDO,REMEDY_UNDO,REMEDY_UNDO,REMEDY_UNDO,REMEDY_UNDO
VER0237,2026search,REMEDY_UNDO,REMEDY_UNDO,REMEDY_UNDO,REMEDY_UNDO,REMEDY_UNDO
VER0249,2026search,CATEGORY_CHECK,CATEGORY_CHECK,CATEGORY_CHECK,CATEGORY_CHECK,CATEGORY_CHECK
VER0466,assistant_random,WORLD_STATE,WORLD_STATE,WORLD_STATE,WORLD_STATE,WORLD_STATE
VER0333,2026search_rand,SERVICE_RULE,SERVICE_RULE,ELIGIBILITY_COVER,SERVICE_RULE,SERVICE_RULE
VER0168,2025search_rand,ELIGIBILITY_COVER,ELIGIBILITY_COVER,ELIGIBILITY_COVER,ELIGIBILITY_COVER,ELIGIBILITY_COVER
VER0580,assistant_voice,REMEDY_UNDO,REMEDY_UNDO,REMEDY_UNDO,REMEDY_UNDO,REMEDY_UNDO
VER0247,2026search,MERIT_SAFETY,MERIT_SAFETY,MERIT_SAFETY,MERIT_SAFETY,MERIT_SAFETY
VER0242,2026search,WORLD_STATE,WORLD_STATE,WORLD_STATE,WORLD_STATE,WORLD_STATE
VER0315,2026search_rand,ELIGIBILITY_COVER,ELIGIBILITY_COVER,ELIGIBILITY_COVER,ELIGIBILITY_COVER,ELIGIBILITY_COVER
VER0200,2025search_rand,SERVICE_RULE,SERVICE_RULE,SERVICE_RULE,SERVICE_RULE,SERVICE_RULE
VER0128,2025search_rand,ELIGIBILITY_COVER,ELIGIBILITY_COVER,ELIGIBILITY_COVER,ELIGIBILITY_COVER,ELIGIBILITY_COVER
VER0448,assistant_random,WORLD_STATE,WORLD_STATE,WORLD_STATE,WORLD_STATE,WORLD_STATE
VER0271,2026search_rand,REMEDY_UNDO,REMEDY_UNDO,REMEDY_UNDO,REMEDY_UNDO,REMEDY_UNDO
VER0573,assistant_voice,SERVICE_RULE,SERVICE_RULE,SERVICE_RULE,SERVICE_RULE,SERVICE_RULE
VER0527,assistant_voice,SERVICE_RULE,SERVICE_RULE,SERVICE_RULE,SERVICE_RULE,SERVICE_RULE
VER0239,2026search,MERIT_SAFETY,MERIT_SAFETY,MERIT_SAFETY,MERIT_SAFETY,MERIT_SAFETY
VER0031,2025search,ELIGIBILITY_COVER,ELIGIBILITY_COVER,ELIGIBILITY_COVER,ELIGIBILITY_COVER,ELIGIBILITY_COVER
VER0367,2026search_rand,MERIT_SAFETY,MERIT_SAFETY,MERIT_SAFETY,MERIT_SAFETY,MERIT_SAFETY
VER0044,2025search,CATEGORY_CHECK,CATEGORY_CHECK,CATEGORY_CHECK,CATEGORY_CHECK,CATEGORY_CHECK
VER0473,assistant_random,ELIGIBILITY_COVER,ELIGIBILITY_COVER,ELIGIBILITY_COVER,ELIGIBILITY_COVER,ELIGIBILITY_COVER
VER0409,assistant_top,MERIT_SAFETY,MERIT_SAFETY,MERIT_SAFETY,MERIT_SAFETY,MERIT_SAFETY
VER0003,2025search,DECISION_ADVICE,DECISION_ADVICE,DECISION_ADVICE,DECISION_ADVICE,DECISION_ADVICE
VER0248,2026search,CATEGORY_CHECK,CATEGORY_CHECK,CATEGORY_CHECK,CATEGORY_CHECK,CATEGORY_CHECK
VER0022,2025search,WORLD_STATE,WORLD_STATE,WORLD_STATE,WORLD_STATE,WORLD_STATE
VER0171,2025search_rand,UNSURE_FUNCTION,UNSURE_FUNCTION,UNSURE_FUNCTION,UNSURE_FUNCTION,UNSURE_FUNCTION
VER0020,2025search,ELIGIBILITY_COVER,ELIGIBILITY_COVER,ELIGIBILITY_COVER,ELIGIBILITY_COVER,ELIGIBILITY_COVER
VER0198,2025search_rand,SERVICE_RULE,SERVICE_RULE,SERVICE_RULE,SERVICE_RULE,SERVICE_RULE
VER0070,2025search,ELIGIBILITY_COVER,ELIGIBILITY_COVER,ELIGIBILITY_COVER,ELIGIBILITY_COVER,ELIGIBILITY_COVER
VER0495,assistant_voice_top,SERVICE_RULE,SERVICE_RULE,SERVICE_RULE,SERVICE_RULE,SERVICE_RULE
VER0034,2025search,ELIGIBILITY_COVER,ELIGIBILITY_COVER,ELIGIBILITY_COVER,ELIGIBILITY_COVER,ELIGIBILITY_COVER
VER0577,assistant_voice,SERVICE_RULE,SERVICE_RULE,SERVICE_RULE,SERVICE_RULE,SERVICE_RULE
VER0528,assistant_voice,ELIGIBILITY_COVER,ELIGIBILITY_COVER,ELIGIBILITY_COVER,ELIGIBILITY_COVER,ELIGIBILITY_COVER
VER0494,assistant_voice_top,WORLD_STATE,WORLD_STATE,WORLD_STATE,WORLD_STATE,WORLD_STATE
VER0492,assistant_voice_top,DECISION_ADVICE,DECISION_ADVICE,DECISION_ADVICE,DECISION_ADVICE,DECISION_ADVICE
VER0078,2025search,CATEGORY_CHECK,CATEGORY_CHECK,CATEGORY_CHECK,CATEGORY_CHECK,CATEGORY_CHECK
VER0277,2026search_rand,SERVICE_RULE,SERVICE_RULE,SERVICE_RULE,SERVICE_RULE,SERVICE_RULE
VER0486,assistant_random,WORLD_STATE,WORLD_STATE,WORLD_STATE,WORLD_STATE,WORLD_STATE
VER0042,2025search,CATEGORY_CHECK,CATEGORY_CHECK,CATEGORY_CHECK,CATEGORY_CHECK,CATEGORY_CHECK
VER0099,2025search_rand,SERVICE_RULE,SERVICE_RULE,SERVICE_RULE,SERVICE_RULE,SERVICE_RULE
VER0432,assistant_random,MERIT_SAFETY,MERIT_SAFETY,MERIT_SAFETY,MERIT_SAFETY,MERIT_SAFETY
VER0252,2026search,DECISION_ADVICE,DECISION_ADVICE,DECISION_ADVICE,DECISION_ADVICE,DECISION_ADVICE
VER0398,2026search_rand,CATEGORY_CHECK,CATEGORY_CHECK,CATEGORY_CHECK,CATEGORY_CHECK,CATEGORY_CHECK
VER0296,2026search_rand,SERVICE_RULE,SERVICE_RULE,SERVICE_RULE,SERVICE_RULE,SERVICE_RULE
VER0177,2025search_rand,SERVICE_RULE,REMEDY_UNDO,SERVICE_RULE,SERVICE_RULE,SERVICE_RULE
VER0454,assistant_random,WORLD_STATE,WORLD_STATE,WORLD_STATE,WORLD_STATE,WORLD_STATE
VER0053,2025search,WORLD_STATE,WORLD_STATE,WORLD_STATE,WORLD_STATE,WORLD_STATE
VER0207,2025search_rand,SERVICE_RULE,SERVICE_RULE,SERVICE_RULE,SERVICE_RULE,SERVICE_RULE
VER0482,assistant_random,MERIT_SAFETY,MERIT_SAFETY,MERIT_SAFETY,MERIT_SAFETY,MERIT_SAFETY
VER0196,2025search_rand,SERVICE_RULE,SERVICE_RULE,SERVICE_RULE,SERVICE_RULE,SERVICE_RULE
VER0535,assistant_voice,SERVICE_RULE,SERVICE_RULE,SERVICE_RULE,SERVICE_RULE,SERVICE_RULE
VER0065,2025search,SERVICE_RULE,SERVICE_RULE,SERVICE_RULE,SERVICE_RULE,SERVICE_RULE
VER0288,2026search_rand,MERIT_SAFETY,MERIT_SAFETY,MERIT_SAFETY,MERIT_SAFETY,MERIT_SAFETY
VER0357,2026search_rand,SERVICE_RULE,SERVICE_RULE,SERVICE_RULE,SERVICE_RULE,SERVICE_RULE
VER0059,2025search,SERVICE_RULE,SERVICE_RULE,SERVICE_RULE,SERVICE_RULE,SERVICE_RULE
VER0491,assistant_voice_top,WORLD_STATE,WORLD_STATE,WORLD_STATE,WORLD_STATE,MERIT_SAFETY
VER0493,assistant_voice_top,WORLD_STATE,WORLD_STATE,WORLD_STATE,WORLD_STATE,WORLD_STATE
VER0571,assistant_voice,WORLD_STATE,WORLD_STATE,WORLD_STATE,WORLD_STATE,WORLD_STATE
VER0025,2025search,ELIGIBILITY_COVER,ELIGIBILITY_COVER,ELIGIBILITY_COVER,ELIGIBILITY_COVER,ELIGIBILITY_COVER
VER0504,assistant_voice,SERVICE_RULE,SERVICE_RULE,SERVICE_RULE,SERVICE_RULE,SERVICE_RULE
VER0254,2026search,WORLD_STATE,WORLD_STATE,WORLD_STATE,WORLD_STATE,WORLD_STATE
VER0406,2026search_rand,SERVICE_RULE,SERVICE_RULE,SERVICE_RULE,SERVICE_RULE,SERVICE_RULE
VER0402,2026search_rand,IMPACT_EXPOSURE,IMPACT_EXPOSURE,IMPACT_EXPOSURE,IMPACT_EXPOSURE,IMPACT_EXPOSURE
VER0069,2025search,CATEGORY_CHECK,CATEGORY_CHECK,CATEGORY_CHECK,CATEGORY_CHECK,CATEGORY_CHECK
VER0007,2025search,REMEDY_UNDO,REMEDY_UNDO,REMEDY_UNDO,REMEDY_UNDO,REMEDY_UNDO
VER0443,assistant_random,SERVICE_RULE,SERVICE_RULE,SERVICE_RULE,SERVICE_RULE,SERVICE_RULE
VER0408,assistant_top,MERIT_SAFETY,MERIT_SAFETY,MERIT_SAFETY,MERIT_SAFETY,MERIT_SAFETY
VER0235,2026search,MERIT_SAFETY,MERIT_SAFETY,MERIT_SAFETY,MERIT_SAFETY,MERIT_SAFETY
