key,类目,快照,方向,该快照条数,该快照n,该快照占比%,其余快照合并占比%,最弱一对的区间端点pp,对比了几个快照
MEDICAL_KNOWLEDGE_LOOKUP__3,MEDICAL_KNOWLEDGE_LOOKUP__3,传统搜索随机1w,显著高于其余全部,662,10000,6.62,4.983,0.995,1
MEDICAL_KNOWLEDGE_LOOKUP__3,MEDICAL_KNOWLEDGE_LOOKUP__3,健康管家随机1w,显著低于其余全部,514,10316,4.983,6.62,-0.995,1
PERMISSION_VERDICT__1,PERMISSION_VERDICT__1,传统搜索随机1w,显著低于其余全部,396,10000,3.96,4.614,-0.097,1
PERMISSION_VERDICT__1,PERMISSION_VERDICT__1,健康管家随机1w,显著高于其余全部,476,10316,4.614,3.96,0.097,1
TREATMENT_SEEKING__2,TREATMENT_SEEKING__2,传统搜索随机1w,显著低于其余全部,551,10000,5.51,6.834,-0.662,1
TREATMENT_SEEKING__2,TREATMENT_SEEKING__2,健康管家随机1w,显著高于其余全部,705,10316,6.834,5.51,0.662,1
SYMPTOM_CAUSE_LOOKUP__2,SYMPTOM_CAUSE_LOOKUP__2,传统搜索随机1w,显著低于其余全部,331,10000,3.31,4.12,-0.29,1
SYMPTOM_CAUSE_LOOKUP__2,SYMPTOM_CAUSE_LOOKUP__2,健康管家随机1w,显著高于其余全部,425,10316,4.12,3.31,0.29,1
DIAGRAM_MEDIA_LOOKUP__1,DIAGRAM_MEDIA_LOOKUP__1,传统搜索随机1w,显著高于其余全部,178,10000,1.78,1.154,0.297,1
DIAGRAM_MEDIA_LOOKUP__1,DIAGRAM_MEDIA_LOOKUP__1,健康管家随机1w,显著低于其余全部,119,10316,1.154,1.78,-0.297,1
TREATMENT_SEEKING__1,TREATMENT_SEEKING__1,传统搜索随机1w,显著低于其余全部,487,10000,4.87,6.068,-0.573,1
TREATMENT_SEEKING__1,TREATMENT_SEEKING__1,健康管家随机1w,显著高于其余全部,626,10316,6.068,4.87,0.573,1
OWN_CASE_VERDICT__6,OWN_CASE_VERDICT__6,传统搜索随机1w,显著低于其余全部,74,10000,0.74,1.047,-0.047,1
OWN_CASE_VERDICT__6,OWN_CASE_VERDICT__6,健康管家随机1w,显著高于其余全部,108,10316,1.047,0.74,0.047,1
PRODUCT_INFO_LOOKUP__2,PRODUCT_INFO_LOOKUP__2,传统搜索随机1w,显著高于其余全部,647,10000,6.47,5.128,0.7,1
PRODUCT_INFO_LOOKUP__2,PRODUCT_INFO_LOOKUP__2,健康管家随机1w,显著低于其余全部,529,10316,5.128,6.47,-0.7,1
DOSAGE_ADMINISTRATION__3,DOSAGE_ADMINISTRATION__3,传统搜索随机1w,显著低于其余全部,76,10000,0.76,1.173,-0.144,1
DOSAGE_ADMINISTRATION__3,DOSAGE_ADMINISTRATION__3,健康管家随机1w,显著高于其余全部,121,10316,1.173,0.76,0.144,1
DOSAGE_ADMINISTRATION__2,DOSAGE_ADMINISTRATION__2,传统搜索随机1w,显著低于其余全部,60,10000,0.6,0.95,-0.109,1
DOSAGE_ADMINISTRATION__2,DOSAGE_ADMINISTRATION__2,健康管家随机1w,显著高于其余全部,98,10316,0.95,0.6,0.109,1
PROVIDER_NAVIGATION_AND_ADMIN__1,PROVIDER_NAVIGATION_AND_ADMIN__1,传统搜索随机1w,显著高于其余全部,749,10000,7.49,0.465,6.503,1
