key,类目,a,b,k_a,k_b,n_a,n_b,占比_a%,占比_b%,差_pp,低_pp,高_pp,显著,类型
0,医疗机构联系电话查询,传统搜索随机1w,健康管家随机1w,75,6,10000,10316,0.75,0.058,-0.692,-0.883,-0.526,True,共有
14,食物药物同食同服查询,传统搜索随机1w,健康管家随机1w,146,101,10000,10316,1.46,0.979,-0.481,-0.788,-0.179,True,共有
15,解答婴幼儿喂养与奶类营养问题,传统搜索随机1w,健康管家随机1w,103,194,10000,10316,1.03,1.881,0.851,0.523,1.184,True,共有
16,查询食物药物能否食用,传统搜索随机1w,健康管家随机1w,215,235,10000,10316,2.15,2.278,0.128,-0.278,0.534,False,共有
17,查询特定健康或用药情形下能否吃某物或做某事,传统搜索随机1w,健康管家随机1w,357,410,10000,10316,3.57,3.974,0.404,-0.121,0.929,False,共有
18,特定场景饮品饮用适宜性查询,传统搜索随机1w,健康管家随机1w,260,253,10000,10316,2.6,2.453,-0.147,-0.582,0.285,False,共有
19,药品用法与相互作用查询,传统搜索随机1w,健康管家随机1w,601,745,10000,10316,6.01,7.222,1.212,0.528,1.896,True,共有
20,医院及医生信息查询,传统搜索随机1w,健康管家随机1w,541,70,10000,10316,5.41,0.679,-4.731,-5.213,-4.269,True,共有
22,查询中医机构、医生与术语,传统搜索随机1w,健康管家随机1w,149,31,10000,10316,1.49,0.301,-1.189,-1.461,-0.937,True,共有
24,健康利弊查询,传统搜索随机1w,健康管家随机1w,98,97,10000,10316,0.98,0.94,-0.04,-0.311,0.23,False,共有
25,物品功效与作用查询,传统搜索随机1w,健康管家随机1w,100,110,10000,10316,1.0,1.066,0.066,-0.214,0.347,False,共有
26,中药与中成药信息查询,传统搜索随机1w,健康管家随机1w,500,405,10000,10316,5.0,3.926,-1.074,-1.645,-0.507,True,共有
28,肢体不适症状查询,传统搜索随机1w,健康管家随机1w,288,322,10000,10316,2.88,3.121,0.241,-0.229,0.712,False,共有
29,解读个人健康指标与用药疑问,传统搜索随机1w,健康管家随机1w,226,300,10000,10316,2.26,2.908,0.648,0.212,1.086,True,共有
3,功效作用与副作用查询,传统搜索随机1w,健康管家随机1w,486,479,10000,10316,4.86,4.643,-0.217,-0.804,0.369,False,共有
30,化验检查指标含义与异常原因查询,传统搜索随机1w,健康管家随机1w,271,322,10000,10316,2.71,3.121,0.411,-0.052,0.875,False,共有
31,查询心脑血管疾病诊疗信息,传统搜索随机1w,健康管家随机1w,275,317,10000,10316,2.75,3.073,0.323,-0.141,0.786,False,共有
32,判断身体症状或检查结果是否正常,传统搜索随机1w,健康管家随机1w,182,253,10000,10316,1.82,2.453,0.633,0.235,1.032,True,共有
33,查询身体不适症状原因,传统搜索随机1w,健康管家随机1w,293,446,10000,10316,2.93,4.323,1.393,0.881,1.909,True,共有
35,查询健康症状处理办法,传统搜索随机1w,健康管家随机1w,204,308,10000,10316,2.04,2.986,0.946,0.516,1.378,True,共有
36,症状原因查询#36,传统搜索随机1w,健康管家随机1w,380,405,10000,10316,3.8,3.926,0.126,-0.406,0.657,False,共有
37,症状原因查询#37,传统搜索随机1w,健康管家随机1w,283,278,10000,10316,2.83,2.695,-0.135,-0.588,0.316,False,共有
38,查询皮肤黏膜异常症状与处理建议,传统搜索随机1w,健康管家随机1w,571,612,10000,10316,5.71,5.933,0.223,-0.423,0.867,False,共有
39,呼吸道症状与用药建议查询,传统搜索随机1w,健康管家随机1w,390,505,10000,10316,3.9,4.895,0.995,0.432,1.56,True,共有
40,血压问题查询,传统搜索随机1w,健康管家随机1w,135,173,10000,10316,1.35,1.677,0.327,-0.01,0.665,False,共有
41,解答月经避孕与怀孕疑问,传统搜索随机1w,健康管家随机1w,229,267,10000,10316,2.29,2.588,0.298,-0.127,0.724,False,共有
42,查询食物营养与健康影响,传统搜索随机1w,健康管家随机1w,536,463,10000,10316,5.36,4.488,-0.872,-1.469,-0.277,True,共有
43,查询骨科伤病诊疗与康复信息,传统搜索随机1w,健康管家随机1w,443,412,10000,10316,4.43,3.994,-0.436,-0.991,0.116,False,共有
44,医生简介与出诊预约信息查询,传统搜索随机1w,健康管家随机1w,184,52,10000,10316,1.84,0.504,-1.336,-1.643,-1.045,True,共有
45,病症用药饮食查询,传统搜索随机1w,健康管家随机1w,276,301,10000,10316,2.76,2.918,0.158,-0.301,0.616,False,共有
46,血糖与糖尿病管理查询,传统搜索随机1w,健康管家随机1w,209,196,10000,10316,2.09,1.9,-0.19,-0.578,0.195,False,共有
47,查询疾病症状与诊疗信息,传统搜索随机1w,健康管家随机1w,645,731,10000,10316,6.45,7.086,0.636,-0.055,1.327,False,共有
6,医疗恢复与检查时间查询,传统搜索随机1w,健康管家随机1w,349,517,10000,10316,3.49,5.012,1.522,0.968,2.078,True,共有
