key,类目,搜索条数,搜索n,搜索占比%,助手条数,助手n,助手占比%,差_pp,低_pp,高_pp,显著,归属,另一边期望条数,另一边P(0),缺席判定,助手行占该类比例%
PROVIDER_NAVIGATION_AND_ADMIN,就医导航、机构核实与医疗行政事务,1093,10000,10.93,244,10316,2.365,-8.565,-9.249,-7.892,True,两界面都有,,,,18.25
MEDICAL_KNOWLEDGE_LOOKUP,查询医学名词、检查、疫苗或疾病定义,1481,10000,14.81,1223,10316,11.855,-2.955,-3.89,-2.02,True,两界面都有,,,,45.23
PRODUCT_INFO_LOOKUP,查询药品、药材、保健品或食物的基本信息与功效,1160,10000,11.6,999,10316,9.684,-1.916,-2.765,-1.068,True,两界面都有,,,,46.27
DIAGRAM_MEDIA_LOOKUP,获取结构图示、位置或流程视频,178,10000,1.78,119,10316,1.154,-0.626,-0.963,-0.297,True,两界面都有,,,,40.07
INTERACTION_VERDICT,判断药物、食物、酒类之间的相互作用,290,10000,2.9,268,10316,2.598,-0.302,-0.754,0.148,False,两界面都有,,,,48.03
EFFICACY_VERDICT,验证药物、偏方或疗法的有效性,414,10000,4.14,404,10316,3.916,-0.224,-0.767,0.317,False,两界面都有,,,,49.39
HOME_DEVICE_SELFTEST,家用检测器械的使用与结果判读,12,10000,0.12,3,10316,0.029,-0.091,-0.183,-0.015,True,两界面都有,,,,20.0
PROCEDURE_EXPERIENCE,了解诊疗过程的真实体验与实况,31,10000,0.31,27,10316,0.262,-0.048,-0.202,0.102,False,两界面都有,,,,46.55
HEALTH_VALUE_CALCULATION,计算健康相关数值,49,10000,0.49,50,10316,0.485,-0.005,-0.201,0.189,False,两界面都有,,,,50.51
ENTITY_COMPARISON,比较两个或多个实体的异同或优劣,217,10000,2.17,224,10316,2.171,0.001,-0.402,0.403,False,两界面都有,,,,50.79
ACUTE_EMERGENCY_TRIAGE,急性事件与意外暴露的分诊处理,59,10000,0.59,66,10316,0.64,0.05,-0.168,0.268,False,两界面都有,,,,52.8
REPRODUCTIVE_TIMELINE,推算怀孕、排卵、验孕或预产时间窗,38,10000,0.38,51,10316,0.494,0.114,-0.07,0.3,False,两界面都有,,,,57.3
CONTEXT_DEPENDENT_FOLLOW_UP,无指代追问与拍照实物识别,127,10000,1.27,194,10316,1.881,0.611,0.269,0.956,True,两界面都有,,,,60.44
RECOVERY_TIMELINE,查询术后、伤后或治疗后的恢复时间线,133,10000,1.33,218,10316,2.113,0.783,0.427,1.144,True,两界面都有,,,,62.11
DOSAGE_ADMINISTRATION,查询具体药物的用法、剂量与疗程,229,10000,2.29,322,10316,3.121,0.831,0.385,1.279,True,两界面都有,,,,58.44
PERMISSION_VERDICT,判断个人情形下能否做某事或吃某物,650,10000,6.5,786,10316,7.619,1.119,0.415,1.824,True,两界面都有,,,,54.74
SYMPTOM_CAUSE_LOOKUP,查询症状或体征的原因,1614,10000,16.14,1845,10316,17.885,1.745,0.711,2.777,True,两界面都有,,,,53.34
DIAGNOSIS_PROGNOSIS_VERDICT,判定疾病可能性、病情走向与预后,499,10000,4.99,770,10316,7.464,2.474,1.812,3.139,True,两界面都有,,,,60.68
TREATMENT_SEEKING,寻求症状或疾病的治疗方案与用药推荐,1038,10000,10.38,1331,10316,12.902,2.522,1.641,3.403,True,两界面都有,,,,56.18
OWN_CASE_VERDICT,判读个人测量值、检查结果或自身发现,688,10000,6.88,1172,10316,11.361,4.481,3.693,5.27,True,两界面都有,,,,63.01
