key,类目,a,b,k_a,k_b,n_a,n_b,占比_a%,占比_b%,差_pp,低_pp,高_pp,显著,类型
0,术语定义查询,2025搜索,2026搜索,311,257,9988,9995,3.114,2.571,-0.542,-1.006,-0.081,True,共有
11,查找漫画资源,2025搜索,2026搜索,422,631,9988,9995,4.225,6.313,2.088,1.47,2.709,True,共有
12,查询免费漫画在线观看入口,2025搜索,2026搜索,561,805,9988,9995,5.617,8.054,2.437,1.739,3.138,True,共有
13,漫画App官方下载入口查询,2025搜索,2026搜索,152,192,9988,9995,1.522,1.921,0.399,0.038,0.763,True,共有
14,查询事物图片,2025搜索,2026搜索,523,631,9988,9995,5.236,6.313,1.077,0.43,1.725,True,共有
15,图片搜索,2025搜索,2026搜索,1244,1253,9988,9995,12.455,12.536,0.081,-0.836,0.999,False,共有
16,早安问候图片查询,2025搜索,2026搜索,147,219,9988,9995,1.472,2.191,0.719,0.348,1.095,True,共有
17,按关键词查找图片,2025搜索,2026搜索,243,265,9988,9995,2.433,2.651,0.218,-0.219,0.657,False,共有
18,人口统计数据查询,2025搜索,2026搜索,221,178,9988,9995,2.213,1.781,-0.432,-0.823,-0.043,True,共有
19,再生成与调整回答,2025搜索,2026搜索,991,982,9988,9995,9.922,9.825,-0.097,-0.925,0.731,False,共有
2,术语含义查询,2025搜索,2026搜索,299,250,9988,9995,2.994,2.501,-0.492,-0.948,-0.039,True,共有
20,办公文档与演示文稿模板查询,2025搜索,2026搜索,539,444,9988,9995,5.396,4.442,-0.954,-1.556,-0.355,True,共有
22,安全标志与安全生产信息查询,2025搜索,2026搜索,250,195,9988,9995,2.503,1.951,-0.552,-0.964,-0.143,True,共有
23,生成角色扮演对话,2025搜索,2026搜索,54,80,9988,9995,0.541,0.8,0.26,0.033,0.492,True,共有
24,报刊电子版查询,2025搜索,2026搜索,96,129,9988,9995,0.961,1.291,0.329,0.036,0.626,True,共有
25,微信头像图片查询,2025搜索,2026搜索,199,228,9988,9995,1.992,2.281,0.289,-0.113,0.692,False,共有
27,情侣头像查询,2025搜索,2026搜索,28,29,9988,9995,0.28,0.29,0.01,-0.143,0.163,False,共有
28,男生头像查询,2025搜索,2026搜索,103,120,9988,9995,1.031,1.201,0.169,-0.123,0.464,False,共有
29,头像图片查询,2025搜索,2026搜索,235,226,9988,9995,2.353,2.261,-0.092,-0.51,0.326,False,共有
3,查询感谢老师话语模板,2025搜索,2026搜索,158,131,9988,9995,1.582,1.311,-0.271,-0.605,0.061,False,共有
30,女生头像图片查询,2025搜索,2026搜索,196,198,9988,9995,1.962,1.981,0.019,-0.369,0.406,False,共有
31,经典语录短句查询,2025搜索,2026搜索,162,96,9988,9995,1.622,0.96,-0.661,-0.98,-0.35,True,共有
32,七月及七一图片与祝福语查询,2025搜索,2026搜索,198,261,9988,9995,1.982,2.611,0.629,0.214,1.047,True,共有
33,调整生成结果,2025搜索,2026搜索,73,59,9988,9995,0.731,0.59,-0.141,-0.37,0.086,False,共有
34,思想汇报与心得体会范文查询,2025搜索,2026搜索,702,501,9988,9995,7.028,5.013,-2.016,-2.677,-1.358,True,共有
4,文案短句查询,2025搜索,2026搜索,1101,979,9988,9995,11.023,9.795,-1.228,-2.076,-0.382,True,共有
5,家长寄语评语写法查询,2025搜索,2026搜索,168,127,9988,9995,1.682,1.271,-0.411,-0.749,-0.077,True,共有
