key,类目,搜索条数,搜索n,搜索占比%,助手条数,助手n,助手占比%,差_pp,低_pp,高_pp,显著,归属,另一边期望条数,另一边P(0),缺席判定,助手行占该类比例%
15,图片搜索,2497,19983,12.496,62,1803,3.439,-9.057,-9.937,-8.01,True,两界面都有,,,,2.42
12,查询免费漫画在线观看入口,1366,19983,6.836,1,1803,0.055,-6.78,-7.142,-6.352,True,两界面都有,,,,0.07
14,查询事物图片,1154,19983,5.775,13,1803,0.721,-5.054,-5.501,-4.456,True,两界面都有,,,,1.11
34,思想汇报与心得体会范文查询,1203,19983,6.02,20,1803,1.109,-4.911,-5.427,-4.232,True,两界面都有,,,,1.64
11,查找漫画资源,1053,19983,5.269,8,1803,0.444,-4.826,-5.212,-4.301,True,两界面都有,,,,0.75
20,办公文档与演示文稿模板查询,983,19983,4.919,15,1803,0.832,-4.087,-4.537,-3.477,True,两界面都有,,,,1.5
19,再生成与调整回答,1973,19983,9.873,116,1803,6.434,-3.44,-4.564,-2.147,True,两界面都有,,,,5.55
6,查询故事内容,561,19983,2.807,5,1803,0.277,-2.53,-2.816,-2.099,True,两界面都有,,,,0.88
2,术语含义查询,549,19983,2.747,6,1803,0.333,-2.415,-2.711,-1.967,True,两界面都有,,,,1.08
32,七月及七一图片与祝福语查询,459,19983,2.297,1,1803,0.055,-2.241,-2.463,-1.916,True,两界面都有,,,,0.22
22,安全标志与安全生产信息查询,445,19983,2.227,1,1803,0.055,-2.171,-2.39,-1.848,True,两界面都有,,,,0.22
17,按关键词查找图片,508,19983,2.542,7,1803,0.388,-2.154,-2.457,-1.693,True,两界面都有,,,,1.36
29,头像图片查询,461,19983,2.307,4,1803,0.222,-2.085,-2.341,-1.685,True,两界面都有,,,,0.86
18,人口统计数据查询,399,19983,1.997,3,1803,0.166,-1.83,-2.061,-1.459,True,两界面都有,,,,0.75
13,漫画App官方下载入口查询,344,19983,1.721,0,1803,0.0,-1.721,-1.911,-1.448,True,仅搜索,31.04,0.0,真缺席,0.0
16,早安问候图片查询,366,19983,1.832,7,1803,0.388,-1.443,-1.723,-0.996,True,两界面都有,,,,1.88
0,术语定义查询,568,19983,2.842,29,1803,1.608,-1.234,-1.776,-0.507,True,两界面都有,,,,4.86
30,女生头像图片查询,394,19983,1.972,15,1803,0.832,-1.14,-1.524,-0.573,True,两界面都有,,,,3.67
24,报刊电子版查询,225,19983,1.126,0,1803,0.0,-1.126,-1.282,-0.873,True,仅搜索,20.3,0.0,真缺席,0.0
28,男生头像查询,223,19983,1.116,2,1803,0.111,-1.005,-1.18,-0.682,True,两界面都有,,,,0.89
25,微信头像图片查询,427,19983,2.137,22,1803,1.22,-0.917,-1.38,-0.267,True,两界面都有,,,,4.9
3,查询感谢老师话语模板,289,19983,1.446,14,1803,0.776,-0.67,-1.029,-0.124,True,两界面都有,,,,4.62
7,文书写法与模板查询,408,19983,2.042,25,1803,1.387,-0.655,-1.146,0.023,False,两界面都有,,,,5.77
8,获取爆笑笑话与脑筋急转弯合集,172,19983,0.861,11,1803,0.61,-0.251,-0.553,0.243,False,两界面都有,,,,6.01
31,经典语录短句查询,258,19983,1.291,30,1803,1.664,0.373,-0.15,1.09,False,两界面都有,,,,10.42
27,情侣头像查询,57,19983,0.285,14,1803,0.776,0.491,0.167,1.018,True,两界面都有,,,,19.72
5,家长寄语评语写法查询,295,19983,1.476,53,1803,2.94,1.463,0.756,2.363,True,两界面都有,,,,15.23
4,文案短句查询,2080,19983,10.409,349,1803,19.357,8.948,7.138,10.881,True,两界面都有,,,,14.37
33,调整生成结果,132,19983,0.661,320,1803,17.748,17.088,15.389,18.922,True,两界面都有,,,,70.8
23,生成角色扮演对话,134,19983,0.671,650,1803,36.051,35.38,33.193,37.627,True,两界面都有,,,,82.91
