key,类目,a,b,k_a,k_b,n_a,n_b,占比_a%,占比_b%,差_pp,低_pp,高_pp,显著,类型
COMPLETE_OR_INTERPRET_QUOTE__1,COMPLETE_OR_INTERPRET_QUOTE__1,2025搜索,2026搜索,119,70,9988,9995,1.191,0.7,-0.491,-0.765,-0.223,True,共有
COMPLETE_OR_INTERPRET_QUOTE__2,COMPLETE_OR_INTERPRET_QUOTE__2,2025搜索,2026搜索,72,59,9988,9995,0.721,0.59,-0.131,-0.359,0.095,False,共有
COMPOSE_OR_REVISE_TEXT_ON_DEMAND__1,COMPOSE_OR_REVISE_TEXT_ON_DEMAND__1,2025搜索,2026搜索,72,80,9988,9995,0.721,0.8,0.08,-0.164,0.324,False,共有
CONTEXT_DEPENDENT_REVISION_OR_FOLLOWUP__1,CONTEXT_DEPENDENT_REVISION_OR_FOLLOWUP__1,2025搜索,2026搜索,66,80,9988,9995,0.661,0.8,0.14,-0.098,0.38,False,共有
CONTEXT_DEPENDENT_REVISION_OR_FOLLOWUP__2,CONTEXT_DEPENDENT_REVISION_OR_FOLLOWUP__2,2025搜索,2026搜索,5,4,9988,9995,0.05,0.04,-0.01,-0.081,0.059,False,共有
CONTEXT_DEPENDENT_REVISION_OR_FOLLOWUP__3,CONTEXT_DEPENDENT_REVISION_OR_FOLLOWUP__3,2025搜索,2026搜索,122,108,9988,9995,1.221,1.081,-0.141,-0.44,0.156,False,共有
GENERATE_OR_EDIT_IMAGE__1,GENERATE_OR_EDIT_IMAGE__1,2025搜索,2026搜索,3,5,9988,9995,0.03,0.05,0.02,-0.045,0.09,False,共有
LEARN_HOW_TO_WRITE__1,LEARN_HOW_TO_WRITE__1,2025搜索,2026搜索,41,34,9988,9995,0.41,0.34,-0.07,-0.245,0.102,False,共有
LEARN_HOW_TO_WRITE__2,LEARN_HOW_TO_WRITE__2,2025搜索,2026搜索,88,75,9988,9995,0.881,0.75,-0.131,-0.384,0.121,False,共有
LEARN_HOW_TO_WRITE__3,LEARN_HOW_TO_WRITE__3,2025搜索,2026搜索,92,47,9988,9995,0.921,0.47,-0.451,-0.688,-0.222,True,共有
LEARN_HOW_TO_WRITE__4,LEARN_HOW_TO_WRITE__4,2025搜索,2026搜索,35,31,9988,9995,0.35,0.31,-0.04,-0.205,0.123,False,共有
LOOK_UP_DEFINITION__1,LOOK_UP_DEFINITION__1,2025搜索,2026搜索,518,422,9988,9995,5.186,4.222,-0.964,-1.553,-0.377,True,共有
LOOK_UP_DEFINITION__2,LOOK_UP_DEFINITION__2,2025搜索,2026搜索,893,775,9988,9995,8.941,7.754,-1.187,-1.955,-0.42,True,共有
LOOK_UP_NUMERIC_OR_OFFICIAL_FACT__1,LOOK_UP_NUMERIC_OR_OFFICIAL_FACT__1,2025搜索,2026搜索,65,55,9988,9995,0.651,0.55,-0.101,-0.319,0.116,False,共有
LOOK_UP_NUMERIC_OR_OFFICIAL_FACT__2,LOOK_UP_NUMERIC_OR_OFFICIAL_FACT__2,2025搜索,2026搜索,50,45,9988,9995,0.501,0.45,-0.05,-0.246,0.143,False,共有
LOOK_UP_NUMERIC_OR_OFFICIAL_FACT__3,LOOK_UP_NUMERIC_OR_OFFICIAL_FACT__3,2025搜索,2026搜索,96,75,9988,9995,0.961,0.75,-0.211,-0.47,0.046,False,共有
LOOK_UP_OFFICIAL_POLICY_OR_COMPLIANCE_TEXT__1,LOOK_UP_OFFICIAL_POLICY_OR_COMPLIANCE_TEXT__1,2025搜索,2026搜索,24,38,9988,9995,0.24,0.38,0.14,-0.016,0.302,False,共有
LOOK_UP_OFFICIAL_POLICY_OR_COMPLIANCE_TEXT__2,LOOK_UP_OFFICIAL_POLICY_OR_COMPLIANCE_TEXT__2,2025搜索,2026搜索,65,42,9988,9995,0.651,0.42,-0.231,-0.439,-0.028,True,共有
LOOK_UP_OFFICIAL_POLICY_OR_COMPLIANCE_TEXT__3,LOOK_UP_OFFICIAL_POLICY_OR_COMPLIANCE_TEXT__3,2025搜索,2026搜索,45,26,9988,9995,0.451,0.26,-0.19,-0.363,-0.025,True,共有
LOOK_UP_OFFICIAL_POLICY_OR_COMPLIANCE_TEXT__4,LOOK_UP_OFFICIAL_POLICY_OR_COMPLIANCE_TEXT__4,2025搜索,2026搜索,121,76,9988,9995,1.211,0.76,-0.451,-0.73,-0.178,True,共有
LOOK_UP_OFFICIAL_POLICY_OR_COMPLIANCE_TEXT__5,LOOK_UP_OFFICIAL_POLICY_OR_COMPLIANCE_TEXT__5,2025搜索,2026搜索,57,47,9988,9995,0.571,0.47,-0.1,-0.305,0.101,False,共有
NAVIGATE_TO_SITE__1,NAVIGATE_TO_SITE__1,2025搜索,2026搜索,10,9,9988,9995,0.1,0.09,-0.01,-0.104,0.083,False,共有
NAVIGATE_TO_SITE__2,NAVIGATE_TO_SITE__2,2025搜索,2026搜索,170,194,9988,9995,1.702,1.941,0.239,-0.133,0.612,False,共有
NAVIGATE_TO_SITE__3,NAVIGATE_TO_SITE__3,2025搜索,2026搜索,52,48,9988,9995,0.521,0.48,-0.04,-0.24,0.158,False,共有
NAVIGATE_TO_SITE__4,NAVIGATE_TO_SITE__4,2025搜索,2026搜索,91,127,9988,9995,0.911,1.271,0.36,0.071,0.652,True,共有
OBTAIN_ASSIGNED_WRITING_MATERIALS__1,OBTAIN_ASSIGNED_WRITING_MATERIALS__1,2025搜索,2026搜索,47,40,9988,9995,0.471,0.4,-0.07,-0.258,0.115,False,共有
OBTAIN_ASSIGNED_WRITING_MATERIALS__2,OBTAIN_ASSIGNED_WRITING_MATERIALS__2,2025搜索,2026搜索,70,67,9988,9995,0.701,0.67,-0.031,-0.263,0.201,False,共有
OBTAIN_ASSIGNED_WRITING_MATERIALS__3,OBTAIN_ASSIGNED_WRITING_MATERIALS__3,2025搜索,2026搜索,156,67,9988,9995,1.562,0.67,-0.892,-1.19,-0.603,True,共有
