key,类目,快照,方向,该快照条数,该快照n,该快照占比%,其余快照合并占比%,最弱一对的区间端点pp,对比了几个快照
NAVIGATE_TO_SITE__4,NAVIGATE_TO_SITE__4,2026搜索,显著高于其余全部,127,9995,1.271,0.772,0.071,3
OBTAIN_PERSONAL_DECOR_IMAGE__6,OBTAIN_PERSONAL_DECOR_IMAGE__6,助手随机1k,显著低于其余全部,1,953,0.105,2.28,-0.347,3
OBTAIN_OCCASION_GREETING_IMAGE__2,OBTAIN_OCCASION_GREETING_IMAGE__2,2026搜索,显著高于其余全部,188,9995,1.881,1.17,0.159,3
OBTAIN_READABLE_MANGA__1,OBTAIN_READABLE_MANGA__1,2026搜索,显著高于其余全部,763,9995,7.634,4.385,1.934,3
OBTAIN_READABLE_MANGA__1,OBTAIN_READABLE_MANGA__1,助手头部1k,显著低于其余全部,3,850,0.353,6.1,-0.04,3
NAVIGATE_TO_SITE__2,NAVIGATE_TO_SITE__2,助手头部1k,显著低于其余全部,0,850,0.0,1.767,-0.065,3
OBTAIN_READY_TO_POST_COPY__2,OBTAIN_READY_TO_POST_COPY__2,助手随机1k,显著低于其余全部,0,953,0.0,1.229,-0.507,3
OBTAIN_READY_TO_POST_COPY__5,OBTAIN_READY_TO_POST_COPY__5,2026搜索,显著低于其余全部,313,9995,3.132,4.342,-0.514,3
LOOK_UP_DEFINITION__1,LOOK_UP_DEFINITION__1,2025搜索,显著高于其余全部,518,9988,5.186,3.763,0.377,3
LOOK_UP_DEFINITION__1,LOOK_UP_DEFINITION__1,助手随机1k,显著低于其余全部,5,953,0.525,4.594,-0.453,3
OBTAIN_OCCASION_GREETING_IMAGE__3,OBTAIN_OCCASION_GREETING_IMAGE__3,2026搜索,显著高于其余全部,187,9995,1.871,1.069,0.297,3
OBTAIN_READABLE_MANGA__2,OBTAIN_READABLE_MANGA__2,2026搜索,显著高于其余全部,884,9995,8.844,5.394,1.753,3
LOOK_UP_DEFINITION__2,LOOK_UP_DEFINITION__2,2025搜索,显著高于其余全部,893,9988,8.941,6.993,0.42,3
LOOK_UP_DEFINITION__2,LOOK_UP_DEFINITION__2,助手头部1k,显著低于其余全部,15,850,1.765,8.134,-0.388,3
CONTEXT_DEPENDENT_REVISION_OR_FOLLOWUP__3,CONTEXT_DEPENDENT_REVISION_OR_FOLLOWUP__3,助手头部1k,显著高于其余全部,212,850,24.941,1.247,18.597,3
OBTAIN_READY_TO_POST_COPY__4,OBTAIN_READY_TO_POST_COPY__4,助手头部1k,显著高于其余全部,89,850,10.471,2.938,4.227,3
REQUEST_EXPLICIT_OR_SEXUAL_CONTENT__1,REQUEST_EXPLICIT_OR_SEXUAL_CONTENT__1,助手头部1k,显著高于其余全部,32,850,3.765,0.994,0.106,3
OBTAIN_READY_TO_POST_COPY__6,OBTAIN_READY_TO_POST_COPY__6,2026搜索,显著低于其余全部,115,9995,1.151,2.638,-0.384,3
OBTAIN_READY_TO_POST_COPY__6,OBTAIN_READY_TO_POST_COPY__6,助手头部1k,显著高于其余全部,83,850,9.765,1.638,3.117,3
OBTAIN_REFERENCE_IMAGE__3,OBTAIN_REFERENCE_IMAGE__3,助手头部1k,显著低于其余全部,7,850,0.824,5.412,-0.048,3
OBTAIN_DOCUMENT_TEMPLATE__3,OBTAIN_DOCUMENT_TEMPLATE__3,2025搜索,显著高于其余全部,144,9988,1.442,0.898,0.083,3
