key,类目,快照,该类该快照条数,可引条数,取法,query,pv_raw
OBTAIN_READY_TO_POST_COPY,获取现成可直接发布文案,2025搜索,1201,1200,流量最高,七月你好文案,58226.0
OBTAIN_READY_TO_POST_COPY,获取现成可直接发布文案,2025搜索,1201,1200,流量最高,7月最火文案短句,17334.0
OBTAIN_READY_TO_POST_COPY,获取现成可直接发布文案,2025搜索,1201,1200,流量最高,感谢老师辛苦付出的感谢话,10893.0
OBTAIN_READY_TO_POST_COPY,获取现成可直接发布文案,2025搜索,1201,1200,随机,收到礼物的惊喜和感动的句子,125.0
OBTAIN_READY_TO_POST_COPY,获取现成可直接发布文案,2025搜索,1201,1200,随机,早安心语正能量早安朋友圈,694.0
OBTAIN_READY_TO_POST_COPY,获取现成可直接发布文案,2025搜索,1201,1200,随机,毕业文案,1019.0
NAVIGATE_TO_SITE,进入指定网站或电子报刊页面,2025搜索,323,300,流量最高,联合早报,41296.0
NAVIGATE_TO_SITE,进入指定网站或电子报刊页面,2025搜索,323,300,流量最高,外网网站,11989.0
NAVIGATE_TO_SITE,进入指定网站或电子报刊页面,2025搜索,323,300,流量最高,百度文库,5571.0
NAVIGATE_TO_SITE,进入指定网站或电子报刊页面,2025搜索,323,300,随机,河南日报电子版,108.0
NAVIGATE_TO_SITE,进入指定网站或电子报刊页面,2025搜索,323,300,随机,欧美大片高清ppt,3493.0
NAVIGATE_TO_SITE,进入指定网站或电子报刊页面,2025搜索,323,300,随机,工程百宝箱,99.0
OBTAIN_PERSONAL_DECOR_IMAGE,获取个人装饰用图（头像/壁纸）,2025搜索,630,621,流量最高,头像,35093.0
OBTAIN_PERSONAL_DECOR_IMAGE,获取个人装饰用图（头像/壁纸）,2025搜索,630,621,流量最高,头像图片2025最新款,11153.0
OBTAIN_PERSONAL_DECOR_IMAGE,获取个人装饰用图（头像/壁纸）,2025搜索,630,621,流量最高,微信头像,9851.0
OBTAIN_PERSONAL_DECOR_IMAGE,获取个人装饰用图（头像/壁纸）,2025搜索,630,621,随机,男生微信头像,314.0
OBTAIN_PERSONAL_DECOR_IMAGE,获取个人装饰用图（头像/壁纸）,2025搜索,630,621,随机,奥特曼头像,131.0
OBTAIN_PERSONAL_DECOR_IMAGE,获取个人装饰用图（头像/壁纸）,2025搜索,630,621,随机,鞠婧祎头像,193.0
OBTAIN_OCCASION_GREETING_IMAGE,获取应景问候图片,2025搜索,334,334,流量最高,七一精美图片,18086.0
OBTAIN_OCCASION_GREETING_IMAGE,获取应景问候图片,2025搜索,334,334,流量最高,七一图片高清大图,11272.0
OBTAIN_OCCASION_GREETING_IMAGE,获取应景问候图片,2025搜索,334,334,流量最高,七月你好图片,10176.0
OBTAIN_OCCASION_GREETING_IMAGE,获取应景问候图片,2025搜索,334,334,随机,"家臣联欢庆中秋,一帆风顺吉星到",84.0
OBTAIN_OCCASION_GREETING_IMAGE,获取应景问候图片,2025搜索,334,334,随机,夏天早上好图片,106.0
OBTAIN_OCCASION_GREETING_IMAGE,获取应景问候图片,2025搜索,334,334,随机,7月的图片,374.0
OBTAIN_READABLE_MANGA,获取漫画免费阅读或下载入口,2025搜索,1137,700,流量最高,漫画,13636.0
OBTAIN_READABLE_MANGA,获取漫画免费阅读或下载入口,2025搜索,1137,700,流量最高,韩漫,12008.0
OBTAIN_READABLE_MANGA,获取漫画免费阅读或下载入口,2025搜索,1137,700,流量最高,进击的巨人,6832.0
OBTAIN_READABLE_MANGA,获取漫画免费阅读或下载入口,2025搜索,1137,700,随机,不小心救了江湖公敌漫画,107.0
