层级,快照,名次,key,条数,行占比%,流量占比%
自上而下 L1 意图,2025搜索,1,OBTAIN_REFERENCE_IMAGE,2317,23.197837404885863,18.000332830855683
自上而下 L1 意图,2025搜索,2,LOOK_UP_DEFINITION,1411,14.126952342811373,11.144404967904444
自上而下 L1 意图,2025搜索,3,OBTAIN_READY_TO_POST_COPY,1201,12.024429315178214,14.368437294505222
自上而下 L1 意图,2025搜索,4,OBTAIN_READABLE_MANGA,1137,11.383660392470965,13.069556801786302
自上而下 L1 意图,2025搜索,5,OBTAIN_PERSONAL_DECOR_IMAGE,630,6.307569082899479,9.663824678923245
自上而下 L1 意图,2025搜索,6,OBTAIN_DOCUMENT_TEMPLATE,571,5.7168602322787345,5.148376318599914
自上而下 L1 意图,2025搜索,7,OBTAIN_STORY_TEXT,389,3.894673608329996,3.289855283205129
自上而下 L1 意图,2025搜索,8,OBTAIN_OCCASION_GREETING_IMAGE,334,3.3440128153784543,5.9750247603537066
自上而下 L1 意图,2025搜索,9,NAVIGATE_TO_SITE,323,3.2338806567881457,6.218379049105478
自上而下 L1 意图,2025搜索,10,LOOK_UP_OFFICIAL_POLICY_OR_COMPLIANCE_TEXT,312,3.1237484981978376,2.0258089324692663
自上而下 L1 意图,2026搜索,1,OBTAIN_REFERENCE_IMAGE,2447,24.482241120560282,18.437817417684187
自上而下 L1 意图,2026搜索,2,OBTAIN_READABLE_MANGA,1647,16.47823911955978,17.73931531913406
自上而下 L1 意图,2026搜索,3,LOOK_UP_DEFINITION,1197,11.975987993996998,10.341010167511984
自上而下 L1 意图,2026搜索,4,OBTAIN_READY_TO_POST_COPY,981,9.814907453726864,9.342409200927577
自上而下 L1 意图,2026搜索,5,OBTAIN_PERSONAL_DECOR_IMAGE,668,6.683341670835418,9.455876334915747
自上而下 L1 意图,2026搜索,6,OBTAIN_OCCASION_GREETING_IMAGE,469,4.692346173086543,7.892758057406589
自上而下 L1 意图,2026搜索,7,OBTAIN_DOCUMENT_TEMPLATE,441,4.412206103051526,4.007142849090402
自上而下 L1 意图,2026搜索,8,OBTAIN_STORY_TEXT,422,4.222111055527764,3.549272243334862
自上而下 L1 意图,2026搜索,9,NAVIGATE_TO_SITE,378,3.7818909454727363,7.527329627379116
自上而下 L1 意图,2026搜索,10,LOOK_UP_OFFICIAL_POLICY_OR_COMPLIANCE_TEXT,229,2.291145572786393,1.4809349285996924
自上而下 L1 意图,助手头部1k,1,CONTEXT_DEPENDENT_REVISION_OR_FOLLOWUP,377,44.35294117647059,53.338846565966215
自上而下 L1 意图,助手头部1k,2,OBTAIN_READY_TO_POST_COPY,267,31.41176470588235,24.91082101339233
自上而下 L1 意图,助手头部1k,3,GENERATE_OR_EDIT_IMAGE,47,5.529411764705882,5.1493452861336255
自上而下 L1 意图,助手头部1k,4,OBTAIN_REFERENCE_IMAGE,42,4.9411764705882355,5.122163929815429
自上而下 L1 意图,助手头部1k,5,LOOK_UP_DEFINITION,32,3.764705882352941,3.732976232580057
自上而下 L1 意图,助手头部1k,6,REQUEST_EXPLICIT_OR_SEXUAL_CONTENT,32,3.764705882352941,2.5935631609713505
自上而下 L1 意图,助手头部1k,7,LEARN_HOW_TO_WRITE,13,1.5294117647058822,1.8812856886485827
自上而下 L1 意图,助手头部1k,8,OBTAIN_PERSONAL_DECOR_IMAGE,13,1.5294117647058822,1.4111216874689751
自上而下 L1 意图,助手头部1k,9,COMPOSE_OR_REVISE_TEXT_ON_DEMAND,6,0.7058823529411765,0.4477052743375463
自上而下 L1 意图,助手头部1k,10,VENT_SEEK_EMPATHY,6,0.7058823529411765,0.3723530973627788
自上而下 L1 意图,助手随机1k,1,CONTEXT_DEPENDENT_REVISION_OR_FOLLOWUP,245,25.70828961175236,24.643755238893547
自上而下 L1 意图,助手随机1k,2,VENT_SEEK_EMPATHY,224,23.504721930745017,19.53059513830679
