key,类目,搜索条数,搜索n,搜索占比%,助手条数,助手n,助手占比%,差_pp,低_pp,高_pp,显著,归属,另一边期望条数,另一边P(0),缺席判定,助手行占该类比例%
24,图片搜索,2497,19983,12.496,62,1803,3.439,-9.057,-9.937,-8.01,True,两界面都有,,,,2.42
3,查询特定主题图片,1979,19983,9.903,21,1803,1.165,-8.739,-9.321,-8.006,True,两界面都有,,,,1.05
18,查询免费漫画在线观看入口,1366,19983,6.836,1,1803,0.055,-6.78,-7.142,-6.352,True,两界面都有,,,,0.07
17,查找漫画资源,1053,19983,5.269,8,1803,0.444,-4.826,-5.212,-4.301,True,两界面都有,,,,0.75
20,再生成与调整回答,1973,19983,9.873,116,1803,6.434,-3.44,-4.564,-2.147,True,两界面都有,,,,5.55
11,术语含义查询,549,19983,2.747,6,1803,0.333,-2.415,-2.711,-1.967,True,两界面都有,,,,1.08
25,安全标志与安全生产信息查询,445,19983,2.227,1,1803,0.055,-2.171,-2.39,-1.848,True,两界面都有,,,,0.22
13,按关键词查找图片,508,19983,2.542,7,1803,0.388,-2.154,-2.457,-1.693,True,两界面都有,,,,1.36
15,头像图片查询,461,19983,2.307,4,1803,0.222,-2.085,-2.341,-1.685,True,两界面都有,,,,0.86
12,人口统计数据查询,399,19983,1.997,3,1803,0.166,-1.83,-2.061,-1.459,True,两界面都有,,,,0.75
19,漫画App官方下载入口查询,344,19983,1.721,0,1803,0.0,-1.721,-1.911,-1.448,True,仅搜索,31.04,0.0,真缺席,0.0
0,术语定义查询,568,19983,2.842,29,1803,1.608,-1.234,-1.776,-0.507,True,两界面都有,,,,4.86
16,女生头像图片查询,394,19983,1.972,15,1803,0.832,-1.14,-1.524,-0.573,True,两界面都有,,,,3.67
26,男生头像图片查询,223,19983,1.116,2,1803,0.111,-1.005,-1.18,-0.682,True,两界面都有,,,,0.89
5,微信头像图片查询,427,19983,2.137,22,1803,1.22,-0.917,-1.38,-0.267,True,两界面都有,,,,4.9
23,文书写法与模板查询,408,19983,2.042,25,1803,1.387,-0.655,-1.146,0.023,False,两界面都有,,,,5.77
22,获取爆笑笑话与脑筋急转弯合集,172,19983,0.861,11,1803,0.61,-0.251,-0.553,0.243,False,两界面都有,,,,6.01
14,情侣头像查询,57,19983,0.285,14,1803,0.776,0.491,0.167,1.018,True,两界面都有,,,,19.72
4,实用文书模板与心得体会范文查询,2543,19983,12.726,355,1803,19.689,6.964,5.132,8.916,True,两界面都有,,,,12.25
1,文字素材查询,3483,19983,17.43,451,1803,25.014,7.584,5.568,9.7,True,两界面都有,,,,11.46
21,角色扮演对话生成,134,19983,0.671,650,1803,36.051,35.38,33.193,37.627,True,两界面都有,,,,82.91
