key,类目,快照,方向,该快照条数,该快照n,该快照占比%,其余快照合并占比%,最弱一对的区间端点pp,对比了几个快照
OBTAIN_READY_TO_POST_COPY,获取现成可直接发布文案,2026搜索,显著低于其余全部,981,9995,9.815,13.621,-1.345,3
OBTAIN_READY_TO_POST_COPY,获取现成可直接发布文案,助手头部1k,显著高于其余全部,267,850,31.412,11.081,13.079,3
NAVIGATE_TO_SITE,进入指定网站或电子报刊页面,2026搜索,显著高于其余全部,378,9995,3.782,2.799,0.038,3
OBTAIN_PERSONAL_DECOR_IMAGE,获取个人装饰用图（头像/壁纸）,助手随机1k,显著低于其余全部,5,953,0.525,6.293,-0.062,3
OBTAIN_OCCASION_GREETING_IMAGE,获取应景问候图片,2026搜索,显著高于其余全部,469,9995,4.692,2.892,0.805,3
OBTAIN_READABLE_MANGA,获取漫画免费阅读或下载入口,2026搜索,显著高于其余全部,1647,9995,16.478,9.779,4.137,3
OBTAIN_REFERENCE_IMAGE,获取说明性/参考图片,2026搜索,显著高于其余全部,2447,9995,24.482,20.524,0.103,3
OBTAIN_STORY_TEXT,获取故事或典故全文/梗概,助手头部1k,显著低于其余全部,1,850,0.118,3.931,-0.376,3
LOOK_UP_DEFINITION,查询词语或概念的含义,2025搜索,显著高于其余全部,1411,9988,14.127,10.756,1.217,3
CONTEXT_DEPENDENT_REVISION_OR_FOLLOWUP,依赖前文的修改或追问,助手头部1k,显著高于其余全部,377,850,44.353,3.009,14.267,3
REQUEST_EXPLICIT_OR_SEXUAL_CONTENT,索取露骨或性化内容,助手头部1k,显著高于其余全部,32,850,3.765,0.994,0.106,3
OBTAIN_DOCUMENT_TEMPLATE,获取可套用文书模板或范文,2025搜索,显著高于其余全部,571,9988,5.717,3.848,0.697,3
LOOK_UP_OFFICIAL_POLICY_OR_COMPLIANCE_TEXT,查询官方政策法规或合规原文,2025搜索,显著高于其余全部,312,9988,3.124,2.017,0.383,3
LOOK_UP_OFFICIAL_POLICY_OR_COMPLIANCE_TEXT,查询官方政策法规或合规原文,助手头部1k,显著低于其余全部,0,850,0.0,2.627,-0.31,3
OBTAIN_ASSIGNED_WRITING_MATERIALS,获取单位或组织指定写作成稿,2025搜索,显著高于其余全部,273,9988,2.733,1.602,0.237,3
OBTAIN_ASSIGNED_WRITING_MATERIALS,获取单位或组织指定写作成稿,助手头部1k,显著低于其余全部,1,850,0.118,2.202,-0.546,3
COMPOSE_OR_REVISE_TEXT_ON_DEMAND,现场生成或改写文字内容,助手随机1k,显著高于其余全部,87,953,9.129,0.758,6.562,3
LOOK_UP_NUMERIC_OR_OFFICIAL_FACT,查询具体数字或年度主题,助手头部1k,显著低于其余全部,0,850,0.0,1.872,-0.065,3
COMPLETE_OR_INTERPRET_QUOTE,补全或解释给定句子,助手头部1k,显著低于其余全部,1,850,0.118,1.6,-0.591,3
VENT_SEEK_EMPATHY,倾诉并寻求情绪支持,助手随机1k,显著高于其余全部,224,953,23.505,0.24,20.088,3
