key,类目,快照,方向,该快照条数,该快照n,该快照占比%,其余快照合并占比%,最弱一对的区间端点pp,对比了几个快照
1,文字素材查询,助手头部1k,显著高于其余全部,294,850,34.588,17.386,12.679,3
4,实用文书模板与心得体会范文查询,助手头部1k,显著高于其余全部,298,850,35.059,12.419,17.731,3
4,实用文书模板与心得体会范文查询,助手随机1k,显著低于其余全部,57,953,5.981,13.637,-3.559,3
3,查询特定主题图片,2026搜索,显著高于其余全部,1111,9995,11.116,7.54,1.598,3
19,漫画App官方下载入口查询,2026搜索,显著高于其余全部,192,9995,1.921,1.289,0.038,3
24,图片搜索,助手随机1k,显著低于其余全部,21,953,2.204,12.183,-0.928,3
17,查找漫画资源,2026搜索,显著高于其余全部,631,9995,6.313,3.647,1.47,3
25,安全标志与安全生产信息查询,2025搜索,显著高于其余全部,250,9988,2.503,1.661,0.143,3
0,术语定义查询,2025搜索,显著高于其余全部,311,9988,3.114,2.424,0.081,3
14,情侣头像查询,助手头部1k,显著高于其余全部,11,850,1.294,0.287,0.147,3
11,术语含义查询,2025搜索,显著高于其余全部,299,9988,2.994,2.17,0.039,3
11,术语含义查询,助手随机1k,显著低于其余全部,0,953,0.0,2.664,-0.152,3
18,查询免费漫画在线观看入口,2026搜索,显著高于其余全部,805,9995,8.054,4.766,1.739,3
13,按关键词查找图片,助手头部1k,显著低于其余全部,0,850,0.0,2.46,-0.147,3
12,人口统计数据查询,2025搜索,显著高于其余全部,221,9988,2.213,1.534,0.043,3
21,角色扮演对话生成,2025搜索,显著低于其余全部,54,9988,0.541,6.187,-0.033,3
21,角色扮演对话生成,助手随机1k,显著高于其余全部,579,953,60.756,0.984,48.653,3
