key,类目,搜索条数,搜索n,搜索占比%,助手条数,助手n,助手占比%,差_pp,低_pp,高_pp,显著,归属,另一边期望条数,另一边P(0),缺席判定,助手行占该类比例%
OBTAIN_READABLE_MANGA__2,OBTAIN_READABLE_MANGA__2,1519,19983,7.601,1,1803,0.055,-7.546,-7.924,-7.104,True,两界面都有,,,,0.07
LOOK_UP_DEFINITION__2,LOOK_UP_DEFINITION__2,1668,19983,8.347,50,1803,2.773,-5.574,-6.344,-4.632,True,两界面都有,,,,2.91
OBTAIN_READABLE_MANGA__1,OBTAIN_READABLE_MANGA__1,1265,19983,6.33,15,1803,0.832,-5.498,-5.975,-4.869,True,两界面都有,,,,1.17
OBTAIN_REFERENCE_IMAGE__2,OBTAIN_REFERENCE_IMAGE__2,1113,19983,5.57,11,1803,0.61,-4.96,-5.383,-4.389,True,两界面都有,,,,0.98
OBTAIN_REFERENCE_IMAGE__4,OBTAIN_REFERENCE_IMAGE__4,1037,19983,5.189,7,1803,0.388,-4.801,-5.175,-4.293,True,两界面都有,,,,0.67
OBTAIN_REFERENCE_IMAGE__1,OBTAIN_REFERENCE_IMAGE__1,1500,19983,7.506,59,1803,3.272,-4.234,-5.051,-3.242,True,两界面都有,,,,3.78
OBTAIN_REFERENCE_IMAGE__3,OBTAIN_REFERENCE_IMAGE__3,1114,19983,5.575,26,1803,1.442,-4.133,-4.694,-3.401,True,两界面都有,,,,2.28
LOOK_UP_DEFINITION__1,LOOK_UP_DEFINITION__1,940,19983,4.704,22,1803,1.22,-3.484,-3.996,-2.801,True,两界面都有,,,,2.29
OBTAIN_PERSONAL_DECOR_IMAGE__6,OBTAIN_PERSONAL_DECOR_IMAGE__6,465,19983,2.327,11,1803,0.61,-1.717,-2.063,-1.198,True,两界面都有,,,,2.31
OBTAIN_OCCASION_GREETING_IMAGE__2,OBTAIN_OCCASION_GREETING_IMAGE__2,325,19983,1.626,1,1803,0.055,-1.571,-1.761,-1.264,True,两界面都有,,,,0.31
NAVIGATE_TO_SITE__2,NAVIGATE_TO_SITE__2,364,19983,1.822,6,1803,0.333,-1.489,-1.754,-1.059,True,两界面都有,,,,1.62
OBTAIN_DOCUMENT_TEMPLATE__2,OBTAIN_DOCUMENT_TEMPLATE__2,320,19983,1.601,3,1803,0.166,-1.435,-1.649,-1.073,True,两界面都有,,,,0.93
OBTAIN_STORY_TEXT__3,OBTAIN_STORY_TEXT__3,302,19983,1.511,2,1803,0.111,-1.4,-1.596,-1.067,True,两界面都有,,,,0.66
OBTAIN_OCCASION_GREETING_IMAGE__3,OBTAIN_OCCASION_GREETING_IMAGE__3,310,19983,1.551,3,1803,0.166,-1.385,-1.597,-1.025,True,两界面都有,,,,0.96
OBTAIN_STORY_TEXT__1,OBTAIN_STORY_TEXT__1,288,19983,1.441,2,1803,0.111,-1.33,-1.523,-0.999,True,两界面都有,,,,0.69
OBTAIN_DOCUMENT_TEMPLATE__3,OBTAIN_DOCUMENT_TEMPLATE__3,249,19983,1.246,1,1803,0.055,-1.191,-1.36,-0.895,True,两界面都有,,,,0.4
NAVIGATE_TO_SITE__4,NAVIGATE_TO_SITE__4,218,19983,1.091,0,1803,0.0,-1.091,-1.245,-0.839,True,仅搜索,19.67,0.0,真缺席,0.0
OBTAIN_PERSONAL_DECOR_IMAGE__4,OBTAIN_PERSONAL_DECOR_IMAGE__4,204,19983,1.021,0,1803,0.0,-1.021,-1.17,-0.772,True,仅搜索,18.41,0.0,真缺席,0.0
OBTAIN_DOCUMENT_TEMPLATE__4,OBTAIN_DOCUMENT_TEMPLATE__4,288,19983,1.441,8,1803,0.444,-0.998,-1.278,-0.541,True,两界面都有,,,,2.7
OBTAIN_PERSONAL_DECOR_IMAGE__5,OBTAIN_PERSONAL_DECOR_IMAGE__5,239,19983,1.196,4,1803,0.222,-0.974,-1.184,-0.599,True,两界面都有,,,,1.65
OBTAIN_READY_TO_POST_COPY__3,OBTAIN_READY_TO_POST_COPY__3,220,19983,1.101,3,1803,0.166,-0.935,-1.124,-0.585,True,两界面都有,,,,1.35
LOOK_UP_NUMERIC_OR_OFFICIAL_FACT__3,LOOK_UP_NUMERIC_OR_OFFICIAL_FACT__3,171,19983,0.856,0,1803,0.0,-0.856,-0.993,-0.612,True,仅搜索,15.43,0.0,真缺席,0.0
OBTAIN_ASSIGNED_WRITING_MATERIALS__3,OBTAIN_ASSIGNED_WRITING_MATERIALS__3,223,19983,1.116,6,1803,0.333,-0.783,-1.021,-0.369,True,两界面都有,,,,2.62
OBTAIN_PERSONAL_DECOR_IMAGE__3,OBTAIN_PERSONAL_DECOR_IMAGE__3,148,19983,0.741,0,1803,0.0,-0.741,-0.869,-0.501,True,仅搜索,13.35,0.0,真缺席,0.0
OBTAIN_DOCUMENT_TEMPLATE__1,OBTAIN_DOCUMENT_TEMPLATE__1,155,19983,0.776,1,1803,0.055,-0.72,-0.859,-0.439,True,两界面都有,,,,0.64
OBTAIN_READY_TO_POST_COPY__2,OBTAIN_READY_TO_POST_COPY__2,246,19983,1.231,10,1803,0.555,-0.676,-0.977,-0.191,True,两界面都有,,,,3.91
OBTAIN_OCCASION_GREETING_IMAGE__1,OBTAIN_OCCASION_GREETING_IMAGE__1,168,19983,0.841,3,1803,0.166,-0.674,-0.849,-0.332,True,两界面都有,,,,1.75
LEARN_HOW_TO_WRITE__2,LEARN_HOW_TO_WRITE__2,163,19983,0.816,3,1803,0.166,-0.649,-0.823,-0.307,True,两界面都有,,,,1.81
OBTAIN_PERSONAL_DECOR_IMAGE__2,OBTAIN_PERSONAL_DECOR_IMAGE__2,148,19983,0.741,2,1803,0.111,-0.63,-0.782,-0.317,True,两界面都有,,,,1.33
OBTAIN_STORY_TEXT__2,OBTAIN_STORY_TEXT__2,221,19983,1.106,9,1803,0.499,-0.607,-0.889,-0.14,True,两界面都有,,,,3.91
LOOK_UP_OFFICIAL_POLICY_OR_COMPLIANCE_TEXT__4,LOOK_UP_OFFICIAL_POLICY_OR_COMPLIANCE_TEXT__4,197,19983,0.986,7,1803,0.388,-0.598,-0.846,-0.167,True,两界面都有,,,,3.43
LOOK_UP_OFFICIAL_POLICY_OR_COMPLIANCE_TEXT__2,LOOK_UP_OFFICIAL_POLICY_OR_COMPLIANCE_TEXT__2,107,19983,0.535,0,1803,0.0,-0.535,-0.647,-0.304,True,仅搜索,9.65,0.0001,真缺席,0.0
LOOK_UP_NUMERIC_OR_OFFICIAL_FACT__2,LOOK_UP_NUMERIC_OR_OFFICIAL_FACT__2,95,19983,0.475,0,1803,0.0,-0.475,-0.581,-0.246,True,仅搜索,8.57,0.0002,真缺席,0.0
LEARN_HOW_TO_WRITE__3,LEARN_HOW_TO_WRITE__3,139,19983,0.696,4,1803,0.222,-0.474,-0.658,-0.111,True,两界面都有,,,,2.8
LOOK_UP_OFFICIAL_POLICY_OR_COMPLIANCE_TEXT__5,LOOK_UP_OFFICIAL_POLICY_OR_COMPLIANCE_TEXT__5,104,19983,0.52,1,1803,0.055,-0.465,-0.584,-0.191,True,两界面都有,,,,0.95
NAVIGATE_TO_SITE__3,NAVIGATE_TO_SITE__3,100,19983,0.5,1,1803,0.055,-0.445,-0.562,-0.172,True,两界面都有,,,,0.99
OBTAIN_ASSIGNED_WRITING_MATERIALS__1,OBTAIN_ASSIGNED_WRITING_MATERIALS__1,87,19983,0.435,0,1803,0.0,-0.435,-0.537,-0.207,True,仅搜索,7.85,0.0004,真缺席,0.0
COMPLETE_OR_INTERPRET_QUOTE__2,COMPLETE_OR_INTERPRET_QUOTE__2,131,19983,0.656,4,1803,0.222,-0.434,-0.616,-0.072,True,两界面都有,,,,2.96
OBTAIN_PERSONAL_DECOR_IMAGE__1,OBTAIN_PERSONAL_DECOR_IMAGE__1,94,19983,0.47,1,1803,0.055,-0.415,-0.529,-0.143,True,两界面都有,,,,1.05
LOOK_UP_OFFICIAL_POLICY_OR_COMPLIANCE_TEXT__3,LOOK_UP_OFFICIAL_POLICY_OR_COMPLIANCE_TEXT__3,71,19983,0.355,0,1803,0.0,-0.355,-0.448,-0.13,True,仅搜索,6.41,0.0016,真缺席,0.0
COMPLETE_OR_INTERPRET_QUOTE__1,COMPLETE_OR_INTERPRET_QUOTE__1,189,19983,0.946,12,1803,0.666,-0.28,-0.599,0.23,False,两界面都有,,,,5.97
LEARN_HOW_TO_WRITE__4,LEARN_HOW_TO_WRITE__4,66,19983,0.33,1,1803,0.055,-0.275,-0.375,-0.007,True,两界面都有,,,,1.49
LOOK_UP_NUMERIC_OR_OFFICIAL_FACT__1,LOOK_UP_NUMERIC_OR_OFFICIAL_FACT__1,120,19983,0.601,6,1803,0.333,-0.268,-0.483,0.136,False,两界面都有,,,,4.76
LOOK_UP_OFFICIAL_POLICY_OR_COMPLIANCE_TEXT__1,LOOK_UP_OFFICIAL_POLICY_OR_COMPLIANCE_TEXT__1,62,19983,0.31,1,1803,0.055,-0.255,-0.353,0.012,False,两界面都有,,,,1.59
REQUEST_RESTRICTED_OR_HARMFUL_CONTENT__1,REQUEST_RESTRICTED_OR_HARMFUL_CONTENT__1,106,19983,0.53,5,1803,0.277,-0.253,-0.447,0.128,False,两界面都有,,,,4.5
OBTAIN_ASSIGNED_WRITING_MATERIALS__2,OBTAIN_ASSIGNED_WRITING_MATERIALS__2,137,19983,0.686,9,1803,0.499,-0.186,-0.453,0.273,False,两界面都有,,,,6.16
NAVIGATE_TO_SITE__1,NAVIGATE_TO_SITE__1,19,19983,0.095,0,1803,0.0,-0.095,-0.148,0.12,False,仅搜索,1.71,0.1799,不可判定（样本量不足）,0.0
LEARN_HOW_TO_WRITE__1,LEARN_HOW_TO_WRITE__1,75,19983,0.375,11,1803,0.61,0.235,-0.051,0.72,False,两界面都有,,,,12.79
OBTAIN_READY_TO_POST_COPY__5,OBTAIN_READY_TO_POST_COPY__5,729,19983,3.648,96,1803,5.324,1.676,0.694,2.838,True,两界面都有,,,,11.64
REQUEST_EXPLICIT_OR_SEXUAL_CONTENT__1,REQUEST_EXPLICIT_OR_SEXUAL_CONTENT__1,188,19983,0.941,52,1803,2.884,1.943,1.25,2.83,True,两界面都有,,,,21.67
OBTAIN_READY_TO_POST_COPY__1,OBTAIN_READY_TO_POST_COPY__1,107,19983,0.535,46,1803,2.551,2.016,1.373,2.856,True,两界面都有,,,,30.07
OBTAIN_READY_TO_POST_COPY__4,OBTAIN_READY_TO_POST_COPY__4,578,19983,2.892,126,1803,6.988,4.096,2.982,5.386,True,两界面都有,,,,17.9
COMPOSE_OR_REVISE_TEXT_ON_DEMAND__1,COMPOSE_OR_REVISE_TEXT_ON_DEMAND__1,152,19983,0.761,93,1803,5.158,4.397,3.459,5.523,True,两界面都有,,,,37.96
CONTEXT_DEPENDENT_REVISION_OR_FOLLOWUP__2,CONTEXT_DEPENDENT_REVISION_OR_FOLLOWUP__2,9,19983,0.045,81,1803,4.493,4.447,3.583,5.504,True,两界面都有,,,,90.0
GENERATE_OR_EDIT_IMAGE__1,GENERATE_OR_EDIT_IMAGE__1,8,19983,0.04,82,1803,4.548,4.508,3.638,5.57,True,两界面都有,,,,91.11
OBTAIN_READY_TO_POST_COPY__6,OBTAIN_READY_TO_POST_COPY__6,302,19983,1.511,124,1803,6.877,5.366,4.273,6.638,True,两界面都有,,,,29.11
CONTEXT_DEPENDENT_REVISION_OR_FOLLOWUP__3,CONTEXT_DEPENDENT_REVISION_OR_FOLLOWUP__3,230,19983,1.151,243,1803,13.478,12.327,10.819,13.986,True,两界面都有,,,,51.37
VENT_SEEK_EMPATHY__1,VENT_SEEK_EMPATHY__1,44,19983,0.22,230,1803,12.757,12.536,11.073,14.157,True,两界面都有,,,,83.94
CONTEXT_DEPENDENT_REVISION_OR_FOLLOWUP__1,CONTEXT_DEPENDENT_REVISION_OR_FOLLOWUP__1,146,19983,0.731,298,1803,16.528,15.797,14.149,17.586,True,两界面都有,,,,67.12
