source,label,rank,query,pv_raw,tier
2025search,查询中药材/食材/茶饮的功效与作用,top_pv,荔枝的功效作用与主治,27253.0,user
2025search,查询中药材/食材/茶饮的功效与作用,top_pv,马齿苋的作用和功效,16334.0,user
2025search,查询中药材/食材/茶饮的功效与作用,top_pv,紫苏叶的功效与作用与主治,15233.0,user
2025search,查询中药材/食材/茶饮的功效与作用,top_pv,黄精药材有什么功效,12734.0,user
2025search,查询中药材/食材/茶饮的功效与作用,top_pv,火龙果的作用与功效,12551.0,user
2025search,查询中药材/食材/茶饮的功效与作用,top_pv,黄芪的功效与作用,12521.0,user
2025search,查询中药材/食材/茶饮的功效与作用,sample,附子的功效与作用主要治什么病,541.0,user
2025search,查询中药材/食材/茶饮的功效与作用,sample,虾青素的作用和功效,1562.0,user
2025search,查询中药材/食材/茶饮的功效与作用,sample,秋葵的作用与功效,550.0,user
2025search,查询中药材/食材/茶饮的功效与作用,sample,牛蒡根的功效与作用,1100.0,user
2025search,查询中药材/食材/茶饮的功效与作用,sample,喝豆浆的好处和坏处,495.0,user
2025search,查询中药材/食材/茶饮的功效与作用,sample,西洋参的功效与作用,463.0,user
2025search,查询疾病或医学术语的定义、病因与传染性,top_pv,hpv是什么东西,20147.0,user
2025search,查询疾病或医学术语的定义、病因与传染性,top_pv,"荨麻疹是什么原因引起的,怎么根治",8231.0,user
2025search,查询疾病或医学术语的定义、病因与传染性,top_pv,甘油三酯高是什么原因,6787.0,user
2025search,查询疾病或医学术语的定义、病因与传染性,top_pv,窦性心律是什么意思?,5423.0,user
2025search,查询疾病或医学术语的定义、病因与传染性,top_pv,五官是指哪五官,5307.0,user
2025search,查询疾病或医学术语的定义、病因与传染性,top_pv,"肝囊肿是什么病,需要治疗吗",4983.0,user
2025search,查询疾病或医学术语的定义、病因与传染性,sample,贫血是怎么造成的原因,1249.0,user
2025search,查询疾病或医学术语的定义、病因与传染性,sample,甲状腺乳头状癌是什么意思,405.0,user
2025search,查询疾病或医学术语的定义、病因与传染性,sample,癫痫病是怎么引起的,1170.0,user
2025search,查询疾病或医学术语的定义、病因与传染性,sample,心电图窦性心律是什么意思,776.0,user
2025search,查询疾病或医学术语的定义、病因与传染性,sample,痔疮是什么原因引起,965.0,user
2025search,查询疾病或医学术语的定义、病因与传染性,sample,腺肌症是什么病,1896.0,user
2025search,查询指标的正常值或参考范围,top_pv,血压正常是多少标准,19181.0,user
2025search,查询指标的正常值或参考范围,top_pv,血糖正常值范围 最新标准2025,15763.0,user
2025search,查询指标的正常值或参考范围,top_pv,血压正常值是多少范围,5989.0,user
2025search,查询指标的正常值或参考范围,top_pv,餐后2小时血糖正常值范围是多少,5417.0,user
2025search,查询指标的正常值或参考范围,top_pv,心率正常范围是多少,5083.0,user
2025search,查询指标的正常值或参考范围,top_pv,血氧饱和度正常值是多少,4955.0,user
2025search,查询指标的正常值或参考范围,sample,甘油三酯正常值范围是多少,484.0,user
2025search,查询指标的正常值或参考范围,sample,正常体温,435.0,user
2025search,查询指标的正常值或参考范围,sample,血压正常值范围 最新标准2025,2242.0,user
2025search,查询指标的正常值或参考范围,sample,饭后血糖值正常范围是多少,581.0,user
2025search,查询指标的正常值或参考范围,sample,空腹血糖多少正常,2903.0,user
2025search,查询指标的正常值或参考范围,sample,尿酸正常值多少,853.0,user
2025search,查询药品的功效与作用,top_pv,甲钴胺片的功效和作用,13890.0,user
2025search,查询药品的功效与作用,top_pv,六味地黄丸的作用和功效,12882.0,user
2025search,查询药品的功效与作用,top_pv,藿香正气水的功效与作用,9768.0,user
2025search,查询药品的功效与作用,top_pv,布洛芬缓释胶囊的功效与作用,9342.0,user
2025search,查询药品的功效与作用,top_pv,左氧氟沙星的作用与功效,8131.0,user
2025search,查询药品的功效与作用,top_pv,归脾丸的作用与功能主治,7805.0,user
2025search,查询药品的功效与作用,sample,阿莫西林胶囊的作用功效,4424.0,user
2025search,查询药品的功效与作用,sample,麦角硫因的作用和功效,1003.0,user
2025search,查询药品的功效与作用,sample,独脚金的功效与作用,801.0,user
2025search,查询药品的功效与作用,sample,立普妥的功效及副作用,469.0,user
2025search,查询药品的功效与作用,sample,安神补心丸的功效与作用,410.0,user
2025search,查询药品的功效与作用,sample,奥美拉唑肠溶胶囊的功效,546.0,user
2025search,查询疾病的症状与早期征兆,top_pv,中暑的症状表现,10812.0,user
2025search,查询疾病的症状与早期征兆,top_pv,艾滋病初期有哪些症状,9818.0,user
2025search,查询疾病的症状与早期征兆,top_pv,甲状腺的症状有哪些表现,9810.0,user
2025search,查询疾病的症状与早期征兆,top_pv,抑郁症的症状有哪些表现,9081.0,user
2025search,查询疾病的症状与早期征兆,top_pv,糖尿病的症状有哪些表现,9007.0,user
2025search,查询疾病的症状与早期征兆,top_pv,甲亢有哪些症状和表现,8174.0,user
2025search,查询疾病的症状与早期征兆,sample,胃肠炎的症状是哪些,427.0,user
