key,类目,快照,方向,该快照条数,该快照n,该快照占比%,其余快照合并占比%,最弱一对的区间端点pp,对比了几个快照
HOSPITAL_SELECTION__1,HOSPITAL_SELECTION__1,健康搜索周榜,显著高于其余全部,55,2236,2.46,0.0,0.689,1
HOSPITAL_SELECTION__1,HOSPITAL_SELECTION__1,健康AI管家周榜,显著低于其余全部,0,225,0.0,2.46,-0.689,1
CARE_SERVICE_ACCESS__1,CARE_SERVICE_ACCESS__1,健康搜索周榜,显著高于其余全部,85,2236,3.801,0.0,1.976,1
CARE_SERVICE_ACCESS__1,CARE_SERVICE_ACCESS__1,健康AI管家周榜,显著低于其余全部,0,225,0.0,3.801,-1.976,1
PROVIDER_NAVIGATION__1,PROVIDER_NAVIGATION__1,健康搜索周榜,显著高于其余全部,196,2236,8.766,0.0,6.757,1
PROVIDER_NAVIGATION__1,PROVIDER_NAVIGATION__1,健康AI管家周榜,显著低于其余全部,0,225,0.0,8.766,-6.757,1
DRUG_INFO_LOOKUP__1,DRUG_INFO_LOOKUP__1,健康搜索周榜,显著高于其余全部,199,2236,8.9,4.889,0.194,1
DRUG_INFO_LOOKUP__1,DRUG_INFO_LOOKUP__1,健康AI管家周榜,显著低于其余全部,11,225,4.889,8.9,-0.194,1
NON_HEALTH_QUERY__1,NON_HEALTH_QUERY__1,健康搜索周榜,显著高于其余全部,215,2236,9.615,4.0,2.0,1
NON_HEALTH_QUERY__1,NON_HEALTH_QUERY__1,健康AI管家周榜,显著低于其余全部,9,225,4.0,9.615,-2.0,1
COST_INQUIRY__1,COST_INQUIRY__1,健康搜索周榜,显著高于其余全部,49,2236,2.191,0.0,0.431,1
COST_INQUIRY__1,COST_INQUIRY__1,健康AI管家周榜,显著低于其余全部,0,225,0.0,2.191,-0.431,1
TREATMENT_SEEKING__1,TREATMENT_SEEKING__1,健康搜索周榜,显著高于其余全部,143,2236,6.395,2.222,1.149,1
TREATMENT_SEEKING__1,TREATMENT_SEEKING__1,健康AI管家周榜,显著低于其余全部,5,225,2.222,6.395,-1.149,1
MEDICAL_TERM_INTERPRETATION__1,MEDICAL_TERM_INTERPRETATION__1,健康搜索周榜,显著低于其余全部,201,2236,8.989,13.778,-0.692,1
MEDICAL_TERM_INTERPRETATION__1,MEDICAL_TERM_INTERPRETATION__1,健康AI管家周榜,显著高于其余全部,31,225,13.778,8.989,0.692,1
FOOD_HERB_EFFICACY_LOOKUP__1,FOOD_HERB_EFFICACY_LOOKUP__1,健康搜索周榜,显著高于其余全部,76,2236,3.399,0.0,1.59,1
FOOD_HERB_EFFICACY_LOOKUP__1,FOOD_HERB_EFFICACY_LOOKUP__1,健康AI管家周榜,显著低于其余全部,0,225,0.0,3.399,-1.59,1
DISEASE_SYMPTOM_LIST__1,DISEASE_SYMPTOM_LIST__1,健康搜索周榜,显著高于其余全部,209,2236,9.347,2.222,4.034,1
DISEASE_SYMPTOM_LIST__1,DISEASE_SYMPTOM_LIST__1,健康AI管家周榜,显著低于其余全部,5,225,2.222,9.347,-4.034,1
SYMPTOM_CAUSE_SELF_CHECK__3,SYMPTOM_CAUSE_SELF_CHECK__3,健康搜索周榜,显著低于其余全部,69,2236,3.086,32.444,-23.525,1
SYMPTOM_CAUSE_SELF_CHECK__3,SYMPTOM_CAUSE_SELF_CHECK__3,健康AI管家周榜,显著高于其余全部,73,225,32.444,3.086,23.525,1
FOOD_HERB_EFFICACY_LOOKUP__2,FOOD_HERB_EFFICACY_LOOKUP__2,健康搜索周榜,显著高于其余全部,253,2236,11.315,0.0,9.224,1
FOOD_HERB_EFFICACY_LOOKUP__2,FOOD_HERB_EFFICACY_LOOKUP__2,健康AI管家周榜,显著低于其余全部,0,225,0.0,11.315,-9.224,1
SYMPTOM_CAUSE_SELF_CHECK__2,SYMPTOM_CAUSE_SELF_CHECK__2,健康搜索周榜,显著低于其余全部,26,2236,1.163,28.0,-21.351,1
SYMPTOM_CAUSE_SELF_CHECK__2,SYMPTOM_CAUSE_SELF_CHECK__2,健康AI管家周榜,显著高于其余全部,63,225,28.0,1.163,21.351,1
PROVIDER_LEGITIMACY_CHECK__1,PROVIDER_LEGITIMACY_CHECK__1,健康搜索周榜,显著高于其余全部,56,2236,2.504,0.0,0.731,1
PROVIDER_LEGITIMACY_CHECK__1,PROVIDER_LEGITIMACY_CHECK__1,健康AI管家周榜,显著低于其余全部,0,225,0.0,2.504,-0.731,1
