key,类目,a,b,k_a,k_b,n_a,n_b,占比_a%,占比_b%,差_pp,低_pp,高_pp,显著,类型
ACUTE_INCIDENT_ACTION,请求急性事件即时处置,健康搜索周榜,健康AI管家周榜,14,0,2236,225,0.626,0.0,-0.626,-1.048,1.071,False,a独有
CARE_SERVICE_ACCESS,接通在线咨询与预约服务,健康搜索周榜,健康AI管家周榜,85,0,2236,225,3.801,0.0,-3.801,-4.677,-1.976,True,a独有
CLAIM_FACTCHECK,核验健康说法与养生观点,健康搜索周榜,健康AI管家周榜,57,4,2236,225,2.549,1.778,-0.771,-2.084,1.993,False,共有
COST_INQUIRY,查询医疗费用与购买渠道,健康搜索周榜,健康AI管家周榜,49,0,2236,225,2.191,0.0,-2.191,-2.885,-0.431,True,a独有
DIET_PERMISSION_LOOKUP,查询疾病饮食宜忌与许可,健康搜索周榜,健康AI管家周榜,30,1,2236,225,1.342,0.444,-0.897,-1.572,1.172,False,共有
DISEASE_SYMPTOM_LIST,查询具名疾病的症状与前兆,健康搜索周榜,健康AI管家周榜,209,5,2236,225,9.347,2.222,-7.125,-8.926,-4.034,True,共有
DRUG_INFO_LOOKUP,查询药品或药方信息,健康搜索周榜,健康AI管家周榜,199,11,2236,225,8.9,4.889,-4.011,-6.488,-0.194,True,共有
FOOD_HERB_EFFICACY_LOOKUP,查询食材、药材与保健品的功效,健康搜索周榜,健康AI管家周榜,329,0,2236,225,14.714,0.0,-14.714,-16.243,-12.523,True,a独有
HOSPITAL_SELECTION,比较选择就诊医院与排名,健康搜索周榜,健康AI管家周榜,55,0,2236,225,2.46,0.0,-2.46,-3.188,-0.689,True,a独有
IMAGE_LOOKUP,查找医学对比图片,健康搜索周榜,健康AI管家周榜,24,0,2236,225,1.073,0.0,-1.073,-1.592,0.642,False,a独有
MEDICAL_TERM_INTERPRETATION,解读医学名词、检查报告与指标,健康搜索周榜,健康AI管家周榜,201,31,2236,225,8.989,13.778,4.789,0.692,10.024,True,共有
NON_HEALTH_QUERY,非健康内容查询,健康搜索周榜,健康AI管家周榜,215,9,2236,225,9.615,4.0,-5.615,-7.898,-2.0,True,共有
NORMALITY_REFERENCE_CHECK,判断自身数值或生理现象是否正常,健康搜索周榜,健康AI管家周榜,57,1,2236,225,2.549,0.444,-2.105,-2.93,0.005,False,共有
PROGNOSIS_INQUIRY,询问疾病转归与恢复预期,健康搜索周榜,健康AI管家周榜,49,3,2236,225,2.191,1.333,-0.858,-1.978,1.71,False,共有
PROVIDER_LEGITIMACY_CHECK,核验医疗机构资质与口碑,健康搜索周榜,健康AI管家周榜,56,0,2236,225,2.504,0.0,-2.504,-3.238,-0.731,True,a独有
PROVIDER_NAVIGATION,定位特定机构、品牌或医生,健康搜索周榜,健康AI管家周榜,196,0,2236,225,8.766,0.0,-8.766,-10.01,-6.757,True,a独有
QUICK_REMEDY_SEEKING,寻求速效偏方与根治土法,健康搜索周榜,健康AI管家周榜,31,3,2236,225,1.386,1.333,-0.053,-1.103,2.493,False,共有
SYMPTOM_CAUSE_SELF_CHECK,由自身症状反查原因或可能疾病,健康搜索周榜,健康AI管家周榜,216,151,2236,225,9.66,67.111,57.451,50.94,63.372,True,共有
TRANSMISSION_INQUIRY,查询疾病传染与感染可能,健康搜索周榜,健康AI管家周榜,21,1,2236,225,0.939,0.444,-0.495,-1.108,1.561,False,共有
TREATMENT_SEEKING,寻求规范治疗与用药方案,健康搜索周榜,健康AI管家周榜,143,5,2236,225,6.395,2.222,-4.173,-5.847,-1.149,True,共有
