key,类目,搜索条数,搜索n,搜索占比%,助手条数,助手n,助手占比%,差_pp,低_pp,高_pp,显著,归属,另一边期望条数,另一边P(0),缺席判定,助手行占该类比例%
16,功效与作用查询,300,2236,13.417,0,225,0.0,-13.417,-14.892,-11.263,True,仅搜索,30.19,0.0,真缺席,0.0
15,查询医院正规性与基本信息,229,2236,10.242,0,225,0.0,-10.242,-11.567,-8.184,True,仅搜索,23.04,0.0,真缺席,0.0
9,查询疾病症状,174,2236,7.782,4,225,1.778,-6.004,-7.61,-3.108,True,两界面都有,,,,2.25
6,查询女性生殖健康与怀孕问题,200,2236,8.945,8,225,3.556,-5.389,-7.537,-1.904,True,两界面都有,,,,3.85
2,药品信息查询,207,2236,9.258,11,225,4.889,-4.369,-6.856,-0.545,True,两界面都有,,,,5.05
14,在线医疗咨询查询,74,2236,3.309,0,225,0.0,-3.309,-4.135,-1.504,True,仅搜索,7.45,0.0005,真缺席,0.0
12,疾病症状与用药信息查询,260,2236,11.628,19,225,8.444,-3.183,-6.466,1.363,False,两界面都有,,,,6.81
17,查询物品功效作用,52,2236,2.326,0,225,0.0,-2.326,-3.037,-0.56,True,仅搜索,5.23,0.005,真缺席,0.0
7,查询健康医疗养生信息,59,2236,2.639,2,225,0.889,-1.75,-2.739,0.618,False,两界面都有,,,,3.28
3,医疗资源查询与预约,86,2236,3.846,5,225,2.222,-1.624,-3.168,1.339,False,两界面都有,,,,5.49
13,查询助听器价格、品牌与门店信息,44,2236,1.968,4,225,1.778,-0.19,-1.461,2.559,False,两界面都有,,,,8.33
8,查询健康指标正常值与调理方法,119,2236,5.322,14,225,6.222,0.9,-1.777,4.942,False,两界面都有,,,,10.53
11,饮食宜忌与食疗建议查询,154,2236,6.887,18,225,8.0,1.113,-1.979,5.513,False,两界面都有,,,,10.47
0,心血管疾病症状与防治查询,75,2236,3.354,11,225,4.889,1.535,-0.758,5.248,False,两界面都有,,,,12.79
5,身体疼痛与不适查询,125,2236,5.59,39,225,17.333,11.743,7.237,17.296,True,两界面都有,,,,23.78
18,健康症状原因与就诊指引查询,78,2236,3.488,90,225,40.0,36.512,30.273,43.065,True,两界面都有,,,,53.57
