key,类目,a,b,k_a,k_b,n_a,n_b,占比_a%,占比_b%,差_pp,低_pp,高_pp,显著,类型
0,心血管疾病症状与防治查询,健康搜索周榜,健康AI管家周榜,75,11,2236,225,3.354,4.889,1.535,-0.758,5.248,False,共有
11,饮食宜忌与食疗建议查询,健康搜索周榜,健康AI管家周榜,154,18,2236,225,6.887,8.0,1.113,-1.979,5.513,False,共有
12,疾病症状与用药信息查询,健康搜索周榜,健康AI管家周榜,260,19,2236,225,11.628,8.444,-3.183,-6.466,1.363,False,共有
13,查询助听器价格、品牌与门店信息,健康搜索周榜,健康AI管家周榜,44,4,2236,225,1.968,1.778,-0.19,-1.461,2.559,False,共有
14,在线医疗咨询查询,健康搜索周榜,健康AI管家周榜,74,0,2236,225,3.309,0.0,-3.309,-4.135,-1.504,True,a独有
15,查询医院正规性与基本信息,健康搜索周榜,健康AI管家周榜,229,0,2236,225,10.242,0.0,-10.242,-11.567,-8.184,True,a独有
16,功效与作用查询,健康搜索周榜,健康AI管家周榜,300,0,2236,225,13.417,0.0,-13.417,-14.892,-11.263,True,a独有
17,查询物品功效作用,健康搜索周榜,健康AI管家周榜,52,0,2236,225,2.326,0.0,-2.326,-3.037,-0.56,True,a独有
18,健康症状原因与就诊指引查询,健康搜索周榜,健康AI管家周榜,78,90,2236,225,3.488,40.0,36.512,30.273,43.065,True,共有
2,药品信息查询,健康搜索周榜,健康AI管家周榜,207,11,2236,225,9.258,4.889,-4.369,-6.856,-0.545,True,共有
3,医疗资源查询与预约,健康搜索周榜,健康AI管家周榜,86,5,2236,225,3.846,2.222,-1.624,-3.168,1.339,False,共有
5,身体疼痛与不适查询,健康搜索周榜,健康AI管家周榜,125,39,2236,225,5.59,17.333,11.743,7.237,17.296,True,共有
6,查询女性生殖健康与怀孕问题,健康搜索周榜,健康AI管家周榜,200,8,2236,225,8.945,3.556,-5.389,-7.537,-1.904,True,共有
7,查询健康医疗养生信息,健康搜索周榜,健康AI管家周榜,59,2,2236,225,2.639,0.889,-1.75,-2.739,0.618,False,共有
8,查询健康指标正常值与调理方法,健康搜索周榜,健康AI管家周榜,119,14,2236,225,5.322,6.222,0.9,-1.777,4.942,False,共有
9,查询疾病症状,健康搜索周榜,健康AI管家周榜,174,4,2236,225,7.782,1.778,-6.004,-7.61,-3.108,True,共有
