层级,快照,名次,key,条数,行占比%,流量占比%
自上而下 L1 意图,健康搜索周榜,1,FOOD_HERB_EFFICACY_LOOKUP,329,14.713774597495528,13.151415807754777
自上而下 L1 意图,健康搜索周榜,2,SYMPTOM_CAUSE_SELF_CHECK,216,9.66010733452594,10.012056841959852
自上而下 L1 意图,健康搜索周榜,3,NON_HEALTH_QUERY,215,9.615384615384615,8.807516241180197
自上而下 L1 意图,健康搜索周榜,4,DISEASE_SYMPTOM_LIST,209,9.347048300536672,6.9225960848408015
自上而下 L1 意图,健康搜索周榜,5,MEDICAL_TERM_INTERPRETATION,201,8.989266547406082,6.583283157975447
自上而下 L1 意图,健康搜索周榜,6,DRUG_INFO_LOOKUP,199,8.899821109123435,6.8866792498083536
自上而下 L1 意图,健康搜索周榜,7,PROVIDER_NAVIGATION,196,8.765652951699463,8.640290272272708
自上而下 L1 意图,健康搜索周榜,8,TREATMENT_SEEKING,143,6.395348837209302,6.284135110864318
自上而下 L1 意图,健康搜索周榜,9,CARE_SERVICE_ACCESS,85,3.8014311270125223,4.834544475382367
自上而下 L1 意图,健康搜索周榜,10,CLAIM_FACTCHECK,57,2.5491949910554563,1.4706918115348286
自上而下 L1 意图,健康AI管家周榜,1,SYMPTOM_CAUSE_SELF_CHECK,151,67.11111111111111,69.3733199690191
自上而下 L1 意图,健康AI管家周榜,2,MEDICAL_TERM_INTERPRETATION,31,13.777777777777779,12.674552371406445
自上而下 L1 意图,健康AI管家周榜,3,DRUG_INFO_LOOKUP,11,4.888888888888889,2.8826768873297186
自上而下 L1 意图,健康AI管家周榜,4,NON_HEALTH_QUERY,9,4.0,7.50504009294273
自上而下 L1 意图,健康AI管家周榜,5,DISEASE_SYMPTOM_LIST,5,2.2222222222222223,4.574525035309126
自上而下 L1 意图,健康AI管家周榜,6,TREATMENT_SEEKING,5,2.2222222222222223,0.9445191124880404
自上而下 L1 意图,健康AI管家周榜,7,CLAIM_FACTCHECK,4,1.7777777777777777,0.36704405667684176
自上而下 L1 意图,健康AI管家周榜,8,PROGNOSIS_INQUIRY,3,1.3333333333333333,0.24104173310856986
自上而下 L1 意图,健康AI管家周榜,9,QUICK_REMEDY_SEEKING,3,1.3333333333333333,1.2315481343113581
自上而下 L1 意图,健康AI管家周榜,10,DIET_PERMISSION_LOOKUP,1,0.4444444444444444,0.06962162285297736
自上而下 L2 子意图,健康搜索周榜,1,FOOD_HERB_EFFICACY_LOOKUP__2,253,11.31484794275492,9.800355519061405
自上而下 L2 子意图,健康搜索周榜,2,NON_HEALTH_QUERY__1,215,9.615384615384615,8.807516241180197
自上而下 L2 子意图,健康搜索周榜,3,DISEASE_SYMPTOM_LIST__1,209,9.347048300536672,6.9225960848408015
自上而下 L2 子意图,健康搜索周榜,4,MEDICAL_TERM_INTERPRETATION__1,201,8.989266547406082,6.583283157975447
自上而下 L2 子意图,健康搜索周榜,5,DRUG_INFO_LOOKUP__1,199,8.899821109123435,6.8866792498083536
自上而下 L2 子意图,健康搜索周榜,6,PROVIDER_NAVIGATION__1,196,8.765652951699463,8.640290272272708
自上而下 L2 子意图,健康搜索周榜,7,TREATMENT_SEEKING__1,143,6.395348837209302,6.284135110864318
自上而下 L2 子意图,健康搜索周榜,8,SYMPTOM_CAUSE_SELF_CHECK__1,121,5.411449016100179,5.786185948807456
自上而下 L2 子意图,健康搜索周榜,9,CARE_SERVICE_ACCESS__1,85,3.8014311270125223,4.834544475382367
自上而下 L2 子意图,健康搜索周榜,10,FOOD_HERB_EFFICACY_LOOKUP__1,76,3.3989266547406083,3.351060288693373
自上而下 L2 子意图,健康AI管家周榜,1,SYMPTOM_CAUSE_SELF_CHECK__3,73,32.44444444444444,36.128354366941544
自上而下 L2 子意图,健康AI管家周榜,2,SYMPTOM_CAUSE_SELF_CHECK__2,63,28.0,28.32631896669552
自上而下 L2 子意图,健康AI管家周榜,3,MEDICAL_TERM_INTERPRETATION__1,31,13.777777777777779,12.674552371406445
自上而下 L2 子意图,健康AI管家周榜,4,SYMPTOM_CAUSE_SELF_CHECK__1,15,6.666666666666667,4.918646635382022
自上而下 L2 子意图,健康AI管家周榜,5,DRUG_INFO_LOOKUP__1,11,4.888888888888889,2.8826768873297186
自上而下 L2 子意图,健康AI管家周榜,6,NON_HEALTH_QUERY__1,9,4.0,7.50504009294273
自上而下 L2 子意图,健康AI管家周榜,7,DISEASE_SYMPTOM_LIST__1,5,2.2222222222222223,4.574525035309126
自上而下 L2 子意图,健康AI管家周榜,8,TREATMENT_SEEKING__1,5,2.2222222222222223,0.9445191124880404
