key,类目,a,b,k_a,k_b,n_a,n_b,占比_a%,占比_b%,差_pp,低_pp,高_pp,显著,类型
ACCESS_SPECIFIC_EPISODE__1,ACCESS_SPECIFIC_EPISODE__1,2025搜索,2026搜索,84,111,9998,9999,0.84,1.11,0.27,-0.003,0.547,False,共有
ACCESS_SPECIFIC_EPISODE__2,ACCESS_SPECIFIC_EPISODE__2,2025搜索,2026搜索,59,132,9998,9999,0.59,1.32,0.73,0.463,1.007,True,共有
ACCESS_SPECIFIC_EPISODE__3,ACCESS_SPECIFIC_EPISODE__3,2025搜索,2026搜索,59,2,9998,9999,0.59,0.02,-0.57,-0.741,-0.428,True,共有
ACCESS_WATCH__1,ACCESS_WATCH__1,2025搜索,2026搜索,977,918,9998,9999,9.772,9.181,-0.591,-1.403,0.221,False,共有
ACCESS_WATCH__2,ACCESS_WATCH__2,2025搜索,2026搜索,2024,1620,9998,9999,20.244,16.202,-4.042,-5.111,-2.973,True,共有
ACCESS_WATCH__3,ACCESS_WATCH__3,2025搜索,2026搜索,818,824,9998,9999,8.182,8.241,0.059,-0.702,0.821,False,共有
ADULT_RESTRICTED_ACCESS__1,ADULT_RESTRICTED_ACCESS__1,2025搜索,2026搜索,102,90,9998,9999,1.02,0.9,-0.12,-0.394,0.152,False,共有
APP_INSTALL_SUPPORT__1,APP_INSTALL_SUPPORT__1,2025搜索,2026搜索,134,86,9998,9999,1.34,0.86,-0.48,-0.774,-0.191,True,共有
APP_INSTALL_SUPPORT__2,APP_INSTALL_SUPPORT__2,2025搜索,2026搜索,36,33,9998,9999,0.36,0.33,-0.03,-0.198,0.136,False,共有
BARE_TITLE_LOOKUP__1,BARE_TITLE_LOOKUP__1,2025搜索,2026搜索,877,786,9998,9999,8.772,7.861,-0.911,-1.677,-0.145,True,共有
BARE_TITLE_LOOKUP__2,BARE_TITLE_LOOKUP__2,2025搜索,2026搜索,865,883,9998,9999,8.652,8.831,0.179,-0.604,0.963,False,共有
BARE_TITLE_LOOKUP__3,BARE_TITLE_LOOKUP__3,2025搜索,2026搜索,640,630,9998,9999,6.401,6.301,-0.101,-0.777,0.576,False,共有
BARE_TITLE_LOOKUP__4,BARE_TITLE_LOOKUP__4,2025搜索,2026搜索,345,702,9998,9999,3.451,7.021,3.57,2.957,4.189,True,共有
BARE_TITLE_LOOKUP__5,BARE_TITLE_LOOKUP__5,2025搜索,2026搜索,249,417,9998,9999,2.49,4.17,1.68,1.185,2.181,True,共有
BARE_TITLE_LOOKUP__6,BARE_TITLE_LOOKUP__6,2025搜索,2026搜索,1264,997,9998,9999,12.643,9.971,-2.672,-3.549,-1.795,True,共有
BROADCAST_FACTS__1,BROADCAST_FACTS__1,2025搜索,2026搜索,112,95,9998,9999,1.12,0.95,-0.17,-0.454,0.112,False,共有
CHANNEL_RESOURCE_ACCESS__1,CHANNEL_RESOURCE_ACCESS__1,2025搜索,2026搜索,0,11,9998,9999,0.0,0.11,0.11,0.048,0.197,True,b独有
CHANNEL_RESOURCE_ACCESS__2,CHANNEL_RESOURCE_ACCESS__2,2025搜索,2026搜索,3,155,9998,9999,0.03,1.55,1.52,1.289,1.782,True,共有
CHANNEL_RESOURCE_ACCESS__3,CHANNEL_RESOURCE_ACCESS__3,2025搜索,2026搜索,8,131,9998,9999,0.08,1.31,1.23,1.011,1.476,True,共有
CLIP_QUOTE_DERIVATIVE__1,CLIP_QUOTE_DERIVATIVE__1,2025搜索,2026搜索,138,92,9998,9999,1.38,0.92,-0.46,-0.76,-0.165,True,共有
CLIP_QUOTE_DERIVATIVE__2,CLIP_QUOTE_DERIVATIVE__2,2025搜索,2026搜索,45,30,9998,9999,0.45,0.3,-0.15,-0.326,0.021,False,共有
CLIP_QUOTE_DERIVATIVE__3,CLIP_QUOTE_DERIVATIVE__3,2025搜索,2026搜索,3,1,9998,9999,0.03,0.01,-0.02,-0.079,0.031,False,共有
IDENTIFY_TITLE_FROM_FRAGMENT__1,IDENTIFY_TITLE_FROM_FRAGMENT__1,2025搜索,2026搜索,19,22,9998,9999,0.19,0.22,0.03,-0.1,0.162,False,共有
LIVE_TV_SCHEDULE__1,LIVE_TV_SCHEDULE__1,2025搜索,2026搜索,112,298,9998,9999,1.12,2.98,1.86,1.472,2.259,True,共有
LIVE_TV_SCHEDULE__2,LIVE_TV_SCHEDULE__2,2025搜索,2026搜索,52,98,9998,9999,0.52,0.98,0.46,0.222,0.706,True,共有
LORE_QA_DISCUSSION__1,LORE_QA_DISCUSSION__1,2025搜索,2026搜索,22,17,9998,9999,0.22,0.17,-0.05,-0.18,0.076,False,共有
LORE_QA_DISCUSSION__2,LORE_QA_DISCUSSION__2,2025搜索,2026搜索,11,13,9998,9999,0.11,0.13,0.02,-0.082,0.124,False,共有
PERSON_TO_WORKS__1,PERSON_TO_WORKS__1,2025搜索,2026搜索,74,70,9998,9999,0.74,0.7,-0.04,-0.278,0.197,False,共有
PLATFORM_ACCOUNT_SUPPORT__1,PLATFORM_ACCOUNT_SUPPORT__1,2025搜索,2026搜索,40,18,9998,9999,0.4,0.18,-0.22,-0.379,-0.071,True,共有
PLOT_SYNOPSIS_ENDING__1,PLOT_SYNOPSIS_ENDING__1,2025搜索,2026搜索,108,76,9998,9999,1.08,0.76,-0.32,-0.59,-0.055,True,共有
SITE_PORTAL_NAV__1,SITE_PORTAL_NAV__1,2025搜索,2026搜索,254,248,9998,9999,2.541,2.48,-0.06,-0.495,0.375,False,共有
SITE_PORTAL_NAV__2,SITE_PORTAL_NAV__2,2025搜索,2026搜索,48,52,9998,9999,0.48,0.52,0.04,-0.159,0.24,False,共有
SITE_PORTAL_NAV__3,SITE_PORTAL_NAV__3,2025搜索,2026搜索,222,200,9998,9999,2.22,2.0,-0.22,-0.621,0.179,False,共有
UNCENSORED_VERSION__1,UNCENSORED_VERSION__1,2025搜索,2026搜索,15,14,9998,9999,0.15,0.14,-0.01,-0.123,0.102,False,共有
WORK_CAST_LOOKUP__1,WORK_CAST_LOOKUP__1,2025搜索,2026搜索,27,5,9998,9999,0.27,0.05,-0.22,-0.346,-0.112,True,共有
WORK_CAST_LOOKUP__2,WORK_CAST_LOOKUP__2,2025搜索,2026搜索,152,122,9998,9999,1.52,1.22,-0.3,-0.626,0.023,False,共有
ACCESS_SPECIFIC_EPISODE__1,ACCESS_SPECIFIC_EPISODE__1,2025搜索,助手头部1k,84,5,9998,955,0.84,0.524,-0.317,-0.676,0.398,False,共有
ACCESS_SPECIFIC_EPISODE__2,ACCESS_SPECIFIC_EPISODE__2,2025搜索,助手头部1k,59,2,9998,955,0.59,0.209,-0.381,-0.609,0.186,False,共有
ACCESS_SPECIFIC_EPISODE__3,ACCESS_SPECIFIC_EPISODE__3,2025搜索,助手头部1k,59,0,9998,955,0.59,0.0,-0.59,-0.76,-0.168,True,a独有
ACCESS_WATCH__1,ACCESS_WATCH__1,2025搜索,助手头部1k,977,41,9998,955,9.772,4.293,-5.479,-6.742,-3.895,True,共有
ACCESS_WATCH__2,ACCESS_WATCH__2,2025搜索,助手头部1k,2024,101,9998,955,20.244,10.576,-9.668,-11.633,-7.419,True,共有
ACCESS_WATCH__3,ACCESS_WATCH__3,2025搜索,助手头部1k,818,22,9998,955,8.182,2.304,-5.878,-6.832,-4.606,True,共有
ADULT_RESTRICTED_ACCESS__1,ADULT_RESTRICTED_ACCESS__1,2025搜索,助手头部1k,102,13,9998,955,1.02,1.361,0.341,-0.263,1.311,False,共有
APP_INSTALL_SUPPORT__1,APP_INSTALL_SUPPORT__1,2025搜索,助手头部1k,134,9,9998,955,1.34,0.942,-0.398,-0.906,0.466,False,共有
APP_INSTALL_SUPPORT__2,APP_INSTALL_SUPPORT__2,2025搜索,助手头部1k,36,3,9998,955,0.36,0.314,-0.046,-0.295,0.568,False,共有
BARE_TITLE_LOOKUP__1,BARE_TITLE_LOOKUP__1,2025搜索,助手头部1k,877,38,9998,955,8.772,3.979,-4.793,-6.002,-3.26,True,共有
BARE_TITLE_LOOKUP__2,BARE_TITLE_LOOKUP__2,2025搜索,助手头部1k,865,81,9998,955,8.652,8.482,-0.17,-1.872,1.84,False,共有
BARE_TITLE_LOOKUP__3,BARE_TITLE_LOOKUP__3,2025搜索,助手头部1k,640,51,9998,955,6.401,5.34,-1.061,-2.411,0.617,False,共有
BARE_TITLE_LOOKUP__4,BARE_TITLE_LOOKUP__4,2025搜索,助手头部1k,345,79,9998,955,3.451,8.272,4.822,3.193,6.77,True,共有
BARE_TITLE_LOOKUP__5,BARE_TITLE_LOOKUP__5,2025搜索,助手头部1k,249,42,9998,955,2.49,4.398,1.907,0.734,3.428,True,共有
BARE_TITLE_LOOKUP__6,BARE_TITLE_LOOKUP__6,2025搜索,助手头部1k,1264,114,9998,955,12.643,11.937,-0.705,-2.724,1.595,False,共有
BROADCAST_FACTS__1,BROADCAST_FACTS__1,2025搜索,助手头部1k,112,15,9998,955,1.12,1.571,0.45,-0.206,1.473,False,共有
CHANNEL_RESOURCE_ACCESS__2,CHANNEL_RESOURCE_ACCESS__2,2025搜索,助手头部1k,3,11,9998,955,0.03,1.152,1.122,0.611,2.021,True,共有
CHANNEL_RESOURCE_ACCESS__3,CHANNEL_RESOURCE_ACCESS__3,2025搜索,助手头部1k,8,8,9998,955,0.08,0.838,0.758,0.338,1.565,True,共有
CLIP_QUOTE_DERIVATIVE__1,CLIP_QUOTE_DERIVATIVE__1,2025搜索,助手头部1k,138,41,9998,955,1.38,4.293,2.913,1.773,4.407,True,共有
