key,类目,搜索条数,搜索n,搜索占比%,助手条数,助手n,助手占比%,差_pp,低_pp,高_pp,显著,归属,另一边期望条数,另一边P(0),缺席判定,助手行占该类比例%
3,免费电视剧全集在线观看查询,3313,19997,16.567,88,1937,4.543,-12.024,-13.014,-10.884,True,两界面都有,,,,2.59
7,影视文学动漫作品名称查询,2774,19997,13.872,142,1937,7.331,-6.541,-7.724,-5.208,True,两界面都有,,,,4.87
10,免费影视在线观看查询,1766,19997,8.831,51,1937,2.633,-6.198,-6.941,-5.299,True,两界面都有,,,,2.81
0,在线观看动漫全集,1324,19997,6.621,35,1937,1.807,-4.814,-5.43,-4.041,True,两界面都有,,,,2.58
4,影视剧免费在线观看查询,467,19997,2.335,10,1937,0.516,-1.819,-2.141,-1.343,True,两界面都有,,,,2.1
13,CCTV5在线直播观看查询,457,19997,2.285,15,1937,0.774,-1.511,-1.885,-0.974,True,两界面都有,,,,3.18
2,查询《逆爱》电视剧在线观看资源,363,19997,1.815,6,1937,0.31,-1.506,-1.762,-1.101,True,两界面都有,,,,1.63
5,日韩泰剧在线观看,872,19997,4.361,64,1937,3.304,-1.057,-1.823,-0.122,True,两界面都有,,,,6.84
6,影视视频资源查询,2393,19997,11.967,213,1937,10.996,-0.97,-2.364,0.566,False,两界面都有,,,,8.17
16,查询影视节目观看入口,581,19997,2.905,42,1937,2.168,-0.737,-1.347,0.045,False,两界面都有,,,,6.74
14,电视节目表查询,146,19997,0.73,5,1937,0.258,-0.472,-0.667,-0.11,True,两界面都有,,,,3.31
11,电视剧与短剧查询推荐,1089,19997,5.446,97,1937,5.008,-0.438,-1.381,0.669,False,两界面都有,,,,8.18
9,电影资源查询,1252,19997,6.261,123,1937,6.35,0.089,-0.97,1.309,False,两界面都有,,,,8.95
18,短剧免费观看查询,148,19997,0.74,29,1937,1.497,0.757,0.286,1.411,True,两界面都有,,,,16.38
8,视频平台官方应用下载与官网入口查询,423,19997,2.115,66,1937,3.407,1.292,0.542,2.216,True,两界面都有,,,,13.5
1,动漫资源与剧情查询,1330,19997,6.651,162,1937,8.363,1.712,0.507,3.072,True,两界面都有,,,,10.86
19,影视剧演员表查询,278,19997,1.39,62,1937,3.201,1.811,1.094,2.705,True,两界面都有,,,,18.24
17,视频内容查询与生成,655,19997,3.275,238,1937,12.287,9.012,7.6,10.567,True,两界面都有,,,,26.65
12,影视动漫剧情信息查询,366,19997,1.83,489,1937,25.245,23.415,21.521,25.405,True,两界面都有,,,,57.19
