key,类目,快照,方向,该快照条数,该快照n,该快照占比%,其余快照合并占比%,最弱一对的区间端点pp,对比了几个快照
12,影视剧免费在线观看查询,2025搜索,显著高于其余全部,324,9998,3.241,1.282,1.396,3
1,查询《逆爱》电视剧在线观看资源,2025搜索,显著高于其余全部,341,9998,3.411,0.235,2.403,3
13,免费电视剧全集在线观看查询,2025搜索,显著高于其余全部,1838,9998,18.384,13.095,2.603,3
13,免费电视剧全集在线观看查询,助手随机1k,显著低于其余全部,13,982,1.324,16.17,-4.73,3
9,影视文学动漫作品名称查询,2025搜索,显著高于其余全部,1506,9998,15.063,11.813,1.424,3
8,影视视频资源查询,助手随机1k,显著低于其余全部,82,982,8.35,12.047,-1.616,3
15,视频平台官方应用下载与官网入口查询,助手随机1k,显著高于其余全部,43,982,4.379,2.129,0.349,3
11,动漫资源与剧情查询,助手随机1k,显著高于其余全部,102,982,10.387,6.634,1.645,3
5,电视频道直播与节目表查询,2026搜索,显著高于其余全部,413,9999,4.13,1.76,1.76,3
14,免费影视完整版在线观看查询,助手随机1k,显著低于其余全部,13,982,1.324,8.61,-1.242,3
2,视频内容查询与生成,2026搜索,显著低于其余全部,285,9999,2.85,5.094,-0.357,3
4,影视动漫剧情与演员表查询,2026搜索,显著低于其余全部,349,9999,3.49,8.571,-0.4,3
4,影视动漫剧情与演员表查询,助手随机1k,显著高于其余全部,401,982,40.835,4.634,18.098,3
16,日韩泰剧在线观看,助手随机1k,显著低于其余全部,9,982,0.916,4.424,-0.317,3
