key,类目,快照,方向,该快照条数,该快照n,该快照占比%,其余快照合并占比%,最弱一对的区间端点pp,对比了几个快照
BARE_TITLE_LOOKUP,裸片名或仅带实体类型词的作品查询,助手随机1k,显著低于其余全部,203,982,20.672,43.242,-17.663,3
ACCESS_WATCH,获取作品的在线播放入口,2025搜索,显著高于其余全部,3819,9998,38.198,30.06,3.245,3
ACCESS_WATCH,获取作品的在线播放入口,助手随机1k,显著低于其余全部,62,982,6.314,35.056,-8.033,3
SITE_PORTAL_NAV,导航到指定影视站点或平台,助手随机1k,显著低于其余全部,12,982,1.222,5.126,-2.479,3
LIVE_TV_SCHEDULE,收看电视频道直播或查询节目表,2026搜索,显著高于其余全部,396,9999,3.96,1.542,1.838,3
WORK_CAST_LOOKUP,查询作品演员表与角色信息,2026搜索,显著低于其余全部,127,9999,1.27,2.011,-0.095,3
WORK_CAST_LOOKUP,查询作品演员表与角色信息,助手头部1k,显著高于其余全部,40,955,4.188,1.559,0.49,3
ACCESS_SPECIFIC_EPISODE,直达指定集数的播放页,助手头部1k,显著低于其余全部,7,955,0.733,2.217,-0.077,3
PLOT_SYNOPSIS_ENDING,查询剧情梗概或结局剧透,2026搜索,显著低于其余全部,76,9999,0.76,1.625,-0.055,3
PLOT_SYNOPSIS_ENDING,查询剧情梗概或结局剧透,助手头部1k,显著高于其余全部,60,955,6.283,1.001,1.811,3
CLIP_QUOTE_DERIVATIVE,获取片段、台词或混剪等衍生内容,2026搜索,显著低于其余全部,123,9999,1.23,3.402,-0.289,3
BROADCAST_FACTS,核实播出信息与集数,助手随机1k,显著高于其余全部,43,982,4.379,1.06,1.31,3
LORE_QA_DISCUSSION,剧情设定讨论与同人假设问答,助手随机1k,显著高于其余全部,355,982,36.151,0.415,30.457,3
PLATFORM_ACCOUNT_SUPPORT,处理平台账号或客服问题,助手随机1k,显著高于其余全部,29,982,2.953,0.282,1.652,3
CHANNEL_RESOURCE_ACCESS,获取作品的网盘或资源下载渠道,2025搜索,显著低于其余全部,11,9998,0.11,2.714,-0.294,3
