key,类目,快照,该类该快照条数,可引条数,取法,query,pv_raw
BARE_TITLE_LOOKUP,裸片名或仅带实体类型词的作品查询,2025搜索,4240,4163,流量最高,以法之名,365053.0
BARE_TITLE_LOOKUP,裸片名或仅带实体类型词的作品查询,2025搜索,4240,4163,流量最高,逆爱,303652.0
BARE_TITLE_LOOKUP,裸片名或仅带实体类型词的作品查询,2025搜索,4240,4163,流量最高,书卷一梦,109233.0
BARE_TITLE_LOOKUP,裸片名或仅带实体类型词的作品查询,2025搜索,4240,4163,随机,追风者,1472.0
BARE_TITLE_LOOKUP,裸片名或仅带实体类型词的作品查询,2025搜索,4240,4163,随机,海底小纵队,1694.0
BARE_TITLE_LOOKUP,裸片名或仅带实体类型词的作品查询,2025搜索,4240,4163,随机,偷窥无罪,1107.0
ACCESS_WATCH,获取作品的在线播放入口,2025搜索,3819,3665,流量最高,以法之名张译电视剧在线观看免费高清,358177.0
ACCESS_WATCH,获取作品的在线播放入口,2025搜索,3819,3665,流量最高,书卷一梦电视剧免费观看完整版,288415.0
ACCESS_WATCH,获取作品的在线播放入口,2025搜索,3819,3665,流量最高,桃花映江山电视剧免费观看,172507.0
ACCESS_WATCH,获取作品的在线播放入口,2025搜索,3819,3665,随机,藏海传在线观看,2808.0
ACCESS_WATCH,获取作品的在线播放入口,2025搜索,3819,3665,随机,归路电视剧免费版在线观看全集,2292.0
ACCESS_WATCH,获取作品的在线播放入口,2025搜索,3819,3665,随机,上游电视剧免费观看全集完整版,393.0
SITE_PORTAL_NAV,导航到指定影视站点或平台,2025搜索,524,447,流量最高,抖音,78641.0
SITE_PORTAL_NAV,导航到指定影视站点或平台,2025搜索,524,447,流量最高,哔哩哔哩,36452.0
SITE_PORTAL_NAV,导航到指定影视站点或平台,2025搜索,524,447,流量最高,人人视频,24531.0
SITE_PORTAL_NAV,导航到指定影视站点或平台,2025搜索,524,447,随机,bibi,449.0
SITE_PORTAL_NAV,导航到指定影视站点或平台,2025搜索,524,447,随机,豆角网,1256.0
SITE_PORTAL_NAV,导航到指定影视站点或平台,2025搜索,524,447,随机,蘑菇视频nba,2334.0
LIVE_TV_SCHEDULE,收看电视频道直播或查询节目表,2025搜索,164,164,流量最高,cctv5在线直播,36814.0
LIVE_TV_SCHEDULE,收看电视频道直播或查询节目表,2025搜索,164,164,流量最高,cctv5节目表,26960.0
LIVE_TV_SCHEDULE,收看电视频道直播或查询节目表,2025搜索,164,164,流量最高,新闻联播,13393.0
LIVE_TV_SCHEDULE,收看电视频道直播或查询节目表,2025搜索,164,164,随机,网球直播在线直播观看,744.0
LIVE_TV_SCHEDULE,收看电视频道直播或查询节目表,2025搜索,164,164,随机,cctv5今天节目表,834.0
LIVE_TV_SCHEDULE,收看电视频道直播或查询节目表,2025搜索,164,164,随机,中央电视台,1660.0
WORK_CAST_LOOKUP,查询作品演员表与角色信息,2025搜索,179,177,流量最高,以法之名演员表名单和角色介绍,26373.0
WORK_CAST_LOOKUP,查询作品演员表与角色信息,2025搜索,179,177,流量最高,以法之名演员表,7961.0
WORK_CAST_LOOKUP,查询作品演员表与角色信息,2025搜索,179,177,流量最高,智取威虎山演员表,7577.0
WORK_CAST_LOOKUP,查询作品演员表与角色信息,2025搜索,179,177,随机,亲爱的你演员表全部介绍,388.0
WORK_CAST_LOOKUP,查询作品演员表与角色信息,2025搜索,179,177,随机,家有儿女演员表,402.0
WORK_CAST_LOOKUP,查询作品演员表与角色信息,2025搜索,179,177,随机,康熙王朝演员表,445.0
APP_INSTALL_SUPPORT,下载或安装影视App与排障,2025搜索,170,143,流量最高,快手,21774.0
APP_INSTALL_SUPPORT,下载或安装影视App与排障,2025搜索,170,143,流量最高,快播,11697.0
APP_INSTALL_SUPPORT,下载或安装影视App与排障,2025搜索,170,143,流量最高,快手极速版,7798.0
APP_INSTALL_SUPPORT,下载或安装影视App与排障,2025搜索,170,143,随机,快喵加速器NPV,400.0
APP_INSTALL_SUPPORT,下载或安装影视App与排障,2025搜索,170,143,随机,抖音视频如何下载保存,523.0
APP_INSTALL_SUPPORT,下载或安装影视App与排障,2025搜索,170,143,随机,哗哩哗哩正版安装,399.0
ACCESS_SPECIFIC_EPISODE,直达指定集数的播放页,2025搜索,202,186,流量最高,逆爱第八集,18853.0
ACCESS_SPECIFIC_EPISODE,直达指定集数的播放页,2025搜索,202,186,流量最高,逆爱第7集,15649.0
ACCESS_SPECIFIC_EPISODE,直达指定集数的播放页,2025搜索,202,186,流量最高,逆爱第8集免费观看,12229.0
ACCESS_SPECIFIC_EPISODE,直达指定集数的播放页,2025搜索,202,186,随机,火影忍者疾风传1-720免费观看全集,1856.0
ACCESS_SPECIFIC_EPISODE,直达指定集数的播放页,2025搜索,202,186,随机,斯巴达克斯第四季全集在线观看国语高清,530.0
ACCESS_SPECIFIC_EPISODE,直达指定集数的播放页,2025搜索,202,186,随机,逆爱第7集在线观看,718.0
PLOT_SYNOPSIS_ENDING,查询剧情梗概或结局剧透,2025搜索,108,108,流量最高,以法之名剧情介绍第四十二集,13369.0
PLOT_SYNOPSIS_ENDING,查询剧情梗概或结局剧透,2025搜索,108,108,流量最高,以法为名剧情分集介绍,12082.0
PLOT_SYNOPSIS_ENDING,查询剧情梗概或结局剧透,2025搜索,108,108,流量最高,以法之名剧情,8523.0
PLOT_SYNOPSIS_ENDING,查询剧情梗概或结局剧透,2025搜索,108,108,随机,上海一家人大结局,584.0
PLOT_SYNOPSIS_ENDING,查询剧情梗概或结局剧透,2025搜索,108,108,随机,桃花映江山分集剧情,430.0
PLOT_SYNOPSIS_ENDING,查询剧情梗概或结局剧透,2025搜索,108,108,随机,玫瑰的故事剧情介绍,440.0
CLIP_QUOTE_DERIVATIVE,获取片段、台词或混剪等衍生内容,2025搜索,186,149,流量最高,八段锦视频完整版,8636.0
CLIP_QUOTE_DERIVATIVE,获取片段、台词或混剪等衍生内容,2025搜索,186,149,流量最高,f1狂飙飞车,7834.0
CLIP_QUOTE_DERIVATIVE,获取片段、台词或混剪等衍生内容,2025搜索,186,149,流量最高,美女和老板努力生产豆浆的视频,7747.0
CLIP_QUOTE_DERIVATIVE,获取片段、台词或混剪等衍生内容,2025搜索,186,149,随机,广场舞视频2025年流行版,2169.0
CLIP_QUOTE_DERIVATIVE,获取片段、台词或混剪等衍生内容,2025搜索,186,149,随机,男生和男生一起努力生孩子视频真实,392.0
CLIP_QUOTE_DERIVATIVE,获取片段、台词或混剪等衍生内容,2025搜索,186,149,随机,房奴试爱电视剧开头原声,897.0
BROADCAST_FACTS,核实播出信息与集数,2025搜索,112,112,流量最高,逆爱在哪个平台播,9795.0
BROADCAST_FACTS,核实播出信息与集数,2025搜索,112,112,流量最高,以法之名在哪个平台播出,8663.0
BROADCAST_FACTS,核实播出信息与集数,2025搜索,112,112,流量最高,以法之名多少集,5590.0
BROADCAST_FACTS,核实播出信息与集数,2025搜索,112,112,随机,以法之名每天更新时间,729.0
BROADCAST_FACTS,核实播出信息与集数,2025搜索,112,112,随机,豺狼的日子第二季什么时候上映,458.0
BROADCAST_FACTS,核实播出信息与集数,2025搜索,112,112,随机,逆爱在哪个平台播出,572.0
ADULT_RESTRICTED_ACCESS,获取成人或限制级内容,2025搜索,102,87,流量最高,美女跳舞抖动球球,8162.0
ADULT_RESTRICTED_ACCESS,获取成人或限制级内容,2025搜索,102,87,流量最高,jmcomic.2.0.mic1.6.9,8145.0
ADULT_RESTRICTED_ACCESS,获取成人或限制级内容,2025搜索,102,87,流量最高,打屁股,7612.0
ADULT_RESTRICTED_ACCESS,获取成人或限制级内容,2025搜索,102,87,随机,黄花大闺女第一次搞笑片段,448.0
ADULT_RESTRICTED_ACCESS,获取成人或限制级内容,2025搜索,102,87,随机,蛋仔派对逃出惊魂夜视频,654.0
ADULT_RESTRICTED_ACCESS,获取成人或限制级内容,2025搜索,102,87,随机,吴半饱吃饭视频,567.0
PERSON_TO_WORKS,按演职人员反查作品列表,2025搜索,74,72,流量最高,李爱庆投资了哪些影视作品,7189.0
PERSON_TO_WORKS,按演职人员反查作品列表,2025搜索,74,72,流量最高,杨紫演的电视剧全部,3221.0
PERSON_TO_WORKS,按演职人员反查作品列表,2025搜索,74,72,流量最高,刘宇宁主演的电视剧,1963.0
