key,类目,搜索条数,搜索n,搜索占比%,助手条数,助手n,助手占比%,差_pp,低_pp,高_pp,显著,归属,另一边期望条数,另一边P(0),缺席判定,助手行占该类比例%
ACCESS_WATCH__2,ACCESS_WATCH__2,3644,19997,18.223,120,1937,6.195,-12.028,-13.155,-10.75,True,两界面都有,,,,3.19
ACCESS_WATCH__3,ACCESS_WATCH__3,1642,19997,8.211,38,1937,1.962,-6.249,-6.906,-5.439,True,两界面都有,,,,2.26
ACCESS_WATCH__1,ACCESS_WATCH__1,1895,19997,9.476,68,1937,3.511,-5.966,-6.807,-4.967,True,两界面都有,,,,3.46
BARE_TITLE_LOOKUP__1,BARE_TITLE_LOOKUP__1,1663,19997,8.316,70,1937,3.614,-4.702,-5.542,-3.702,True,两界面都有,,,,4.04
BARE_TITLE_LOOKUP__6,BARE_TITLE_LOOKUP__6,2261,19997,11.307,168,1937,8.673,-2.633,-3.889,-1.229,True,两界面都有,,,,6.92
BARE_TITLE_LOOKUP__2,BARE_TITLE_LOOKUP__2,1748,19997,8.741,126,1937,6.505,-2.236,-3.327,-0.989,True,两界面都有,,,,6.72
BARE_TITLE_LOOKUP__3,BARE_TITLE_LOOKUP__3,1270,19997,6.351,84,1937,4.337,-2.014,-2.905,-0.96,True,两界面都有,,,,6.2
LIVE_TV_SCHEDULE__1,LIVE_TV_SCHEDULE__1,410,19997,2.05,15,1937,0.774,-1.276,-1.643,-0.743,True,两界面都有,,,,3.53
SITE_PORTAL_NAV__3,SITE_PORTAL_NAV__3,422,19997,2.11,22,1937,1.136,-0.975,-1.412,-0.366,True,两界面都有,,,,4.95
SITE_PORTAL_NAV__1,SITE_PORTAL_NAV__1,502,19997,2.51,35,1937,1.807,-0.703,-1.257,0.023,False,两界面都有,,,,6.52
BARE_TITLE_LOOKUP__5,BARE_TITLE_LOOKUP__5,666,19997,3.33,54,1937,2.788,-0.543,-1.237,0.323,False,两界面都有,,,,7.5
ACCESS_SPECIFIC_EPISODE__2,ACCESS_SPECIFIC_EPISODE__2,191,19997,0.955,8,1937,0.413,-0.542,-0.792,-0.123,True,两界面都有,,,,4.02
LIVE_TV_SCHEDULE__2,LIVE_TV_SCHEDULE__2,150,19997,0.75,5,1937,0.258,-0.492,-0.688,-0.13,True,两界面都有,,,,3.23
ACCESS_SPECIFIC_EPISODE__3,ACCESS_SPECIFIC_EPISODE__3,61,19997,0.305,0,1937,0.0,-0.305,-0.392,-0.096,True,仅搜索,5.91,0.0027,真缺席,0.0
CHANNEL_RESOURCE_ACCESS__3,CHANNEL_RESOURCE_ACCESS__3,139,19997,0.695,8,1937,0.413,-0.282,-0.521,0.132,False,两界面都有,,,,5.44
SITE_PORTAL_NAV__2,SITE_PORTAL_NAV__2,100,19997,0.5,5,1937,0.258,-0.242,-0.425,0.114,False,两界面都有,,,,4.76
APP_INSTALL_SUPPORT__1,APP_INSTALL_SUPPORT__1,220,19997,1.1,17,1937,0.878,-0.223,-0.586,0.318,False,两界面都有,,,,7.17
APP_INSTALL_SUPPORT__2,APP_INSTALL_SUPPORT__2,69,19997,0.345,4,1937,0.207,-0.139,-0.294,0.193,False,两界面都有,,,,5.48
ACCESS_SPECIFIC_EPISODE__1,ACCESS_SPECIFIC_EPISODE__1,195,19997,0.975,17,1937,0.878,-0.098,-0.457,0.441,False,两界面都有,,,,8.02
UNCENSORED_VERSION__1,UNCENSORED_VERSION__1,29,19997,0.145,1,1937,0.052,-0.093,-0.17,0.151,False,两界面都有,,,,3.33
CHANNEL_RESOURCE_ACCESS__1,CHANNEL_RESOURCE_ACCESS__1,11,19997,0.055,0,1937,0.0,-0.055,-0.098,0.144,False,仅搜索,1.07,0.3445,不可判定（样本量不足）,0.0
WORK_CAST_LOOKUP__1,WORK_CAST_LOOKUP__1,32,19997,0.16,4,1937,0.207,0.046,-0.096,0.373,False,两界面都有,,,,11.11
CLIP_QUOTE_DERIVATIVE__2,CLIP_QUOTE_DERIVATIVE__2,75,19997,0.375,9,1937,0.465,0.09,-0.15,0.512,False,两界面都有,,,,10.71
ADULT_RESTRICTED_ACCESS__1,ADULT_RESTRICTED_ACCESS__1,192,19997,0.96,22,1937,1.136,0.176,-0.235,0.767,False,两界面都有,,,,10.28
CHANNEL_RESOURCE_ACCESS__2,CHANNEL_RESOURCE_ACCESS__2,158,19997,0.79,19,1937,0.981,0.191,-0.185,0.749,False,两界面都有,,,,10.73
BARE_TITLE_LOOKUP__4,BARE_TITLE_LOOKUP__4,1047,19997,5.236,106,1937,5.472,0.237,-0.744,1.381,False,两界面都有,,,,9.19
PERSON_TO_WORKS__1,PERSON_TO_WORKS__1,144,19997,0.72,26,1937,1.342,0.622,0.179,1.249,True,两界面都有,,,,15.29
PLATFORM_ACCOUNT_SUPPORT__1,PLATFORM_ACCOUNT_SUPPORT__1,58,19997,0.29,30,1937,1.549,1.259,0.789,1.916,True,两界面都有,,,,34.09
WORK_CAST_LOOKUP__2,WORK_CAST_LOOKUP__2,274,19997,1.37,57,1937,2.943,1.572,0.886,2.437,True,两界面都有,,,,17.22
BROADCAST_FACTS__1,BROADCAST_FACTS__1,207,19997,1.035,58,1937,2.994,1.959,1.272,2.826,True,两界面都有,,,,21.89
CLIP_QUOTE_DERIVATIVE__1,CLIP_QUOTE_DERIVATIVE__1,230,19997,1.15,76,1937,3.924,2.773,1.98,3.743,True,两界面都有,,,,24.84
IDENTIFY_TITLE_FROM_FRAGMENT__1,IDENTIFY_TITLE_FROM_FRAGMENT__1,41,19997,0.205,65,1937,3.356,3.151,2.433,4.051,True,两界面都有,,,,61.32
PLOT_SYNOPSIS_ENDING__1,PLOT_SYNOPSIS_ENDING__1,184,19997,0.92,86,1937,4.44,3.52,2.677,4.538,True,两界面都有,,,,31.85
CLIP_QUOTE_DERIVATIVE__3,CLIP_QUOTE_DERIVATIVE__3,4,19997,0.02,135,1937,6.97,6.95,5.898,8.171,True,两界面都有,,,,97.12
LORE_QA_DISCUSSION__1,LORE_QA_DISCUSSION__1,39,19997,0.195,183,1937,9.448,9.253,8.027,10.638,True,两界面都有,,,,82.43
LORE_QA_DISCUSSION__2,LORE_QA_DISCUSSION__2,24,19997,0.12,196,1937,10.119,9.999,8.732,11.422,True,两界面都有,,,,89.09
