key,类目,搜索条数,搜索n,搜索占比%,助手条数,助手n,助手占比%,差_pp,低_pp,高_pp,显著,归属,另一边期望条数,另一边P(0),缺席判定,助手行占该类比例%
ACCESS_WATCH,获取作品的在线播放入口,7181,19997,35.91,226,1937,11.668,-24.243,-25.753,-22.598,True,两界面都有,,,,3.05
BARE_TITLE_LOOKUP,裸片名或仅带实体类型词的作品查询,8655,19997,43.281,608,1937,31.389,-11.893,-14.034,-9.682,True,两界面都有,,,,6.56
SITE_PORTAL_NAV,导航到指定影视站点或平台,1024,19997,5.121,62,1937,3.201,-1.92,-2.684,-0.99,True,两界面都有,,,,5.71
LIVE_TV_SCHEDULE,收看电视频道直播或查询节目表,560,19997,2.8,20,1937,1.033,-1.768,-2.202,-1.169,True,两界面都有,,,,3.45
ACCESS_SPECIFIC_EPISODE,直达指定集数的播放页,447,19997,2.235,25,1937,1.291,-0.945,-1.412,-0.306,True,两界面都有,,,,5.3
APP_INSTALL_SUPPORT,下载或安装影视App与排障,289,19997,1.445,21,1937,1.084,-0.361,-0.774,0.228,False,两界面都有,,,,6.77
CHANNEL_RESOURCE_ACCESS,获取作品的网盘或资源下载渠道,308,19997,1.54,27,1937,1.394,-0.146,-0.616,0.501,False,两界面都有,,,,8.06
UNCENSORED_VERSION,获取未删减或未遮挡版本,29,19997,0.145,1,1937,0.052,-0.093,-0.17,0.151,False,两界面都有,,,,3.33
ADULT_RESTRICTED_ACCESS,获取成人或限制级内容,192,19997,0.96,22,1937,1.136,0.176,-0.235,0.767,False,两界面都有,,,,10.28
PERSON_TO_WORKS,按演职人员反查作品列表,144,19997,0.72,26,1937,1.342,0.622,0.179,1.249,True,两界面都有,,,,15.29
PLATFORM_ACCOUNT_SUPPORT,处理平台账号或客服问题,58,19997,0.29,30,1937,1.549,1.259,0.789,1.916,True,两界面都有,,,,34.09
WORK_CAST_LOOKUP,查询作品演员表与角色信息,306,19997,1.53,61,1937,3.149,1.619,0.906,2.509,True,两界面都有,,,,16.62
BROADCAST_FACTS,核实播出信息与集数,207,19997,1.035,58,1937,2.994,1.959,1.272,2.826,True,两界面都有,,,,21.89
IDENTIFY_TITLE_FROM_FRAGMENT,凭情节片段反查片名,41,19997,0.205,65,1937,3.356,3.151,2.433,4.051,True,两界面都有,,,,61.32
PLOT_SYNOPSIS_ENDING,查询剧情梗概或结局剧透,184,19997,0.92,86,1937,4.44,3.52,2.677,4.538,True,两界面都有,,,,31.85
CLIP_QUOTE_DERIVATIVE,获取片段、台词或混剪等衍生内容,309,19997,1.545,220,1937,11.358,9.813,8.463,11.311,True,两界面都有,,,,41.59
LORE_QA_DISCUSSION,剧情设定讨论与同人假设问答,63,19997,0.315,379,1937,19.566,19.251,17.543,21.079,True,两界面都有,,,,85.75
