外层,a,b,n_a,n_b,内层TVD,同源噪声上界,超出噪声,a主导内层,a主导占比%,b主导内层,b主导占比%,主导是否相同
裸片名或仅带实体类型词的作品查询,2025搜索,2026搜索,4240,4415,0.1259,0.034,True,影视文学动漫作品名称查询,34.69,影视文学动漫作品名称查询,27.59,True
裸片名或仅带实体类型词的作品查询,2025搜索,助手头部1k,4240,405,0.2362,0.0836,True,影视文学动漫作品名称查询,34.69,影视视频资源查询（合并后目标）,28.15,False
裸片名或仅带实体类型词的作品查询,2025搜索,助手随机1k,4240,203,0.2357,0.1144,True,影视文学动漫作品名称查询,34.69,影视视频资源查询（合并后目标）,23.65,False
裸片名或仅带实体类型词的作品查询,2026搜索,助手头部1k,4415,405,0.1599,0.087,True,影视文学动漫作品名称查询,27.59,影视视频资源查询（合并后目标）,28.15,False
裸片名或仅带实体类型词的作品查询,2026搜索,助手随机1k,4415,203,0.2424,0.12,True,影视文学动漫作品名称查询,27.59,影视视频资源查询（合并后目标）,23.65,False
裸片名或仅带实体类型词的作品查询,助手头部1k,助手随机1k,405,203,0.1887,0.1467,True,影视视频资源查询（合并后目标）,28.15,影视视频资源查询（合并后目标）,23.65,True
获取作品的在线播放入口,2025搜索,2026搜索,3819,3362,0.1522,0.038,True,免费电视剧全集在线观看查询,44.93,免费电视剧全集在线观看查询,37.39,True
获取作品的在线播放入口,2025搜索,助手头部1k,3819,164,0.2863,0.1237,True,免费电视剧全集在线观看查询,44.93,免费电视剧全集在线观看查询,39.63,True
获取作品的在线播放入口,2025搜索,助手随机1k,3819,62,0.4069,0.2045,True,免费电视剧全集在线观看查询,44.93,免费影视在线观看查询,17.74,False
获取作品的在线播放入口,2026搜索,助手头部1k,3362,164,0.1905,0.1333,True,免费电视剧全集在线观看查询,37.39,免费电视剧全集在线观看查询,39.63,True
获取作品的在线播放入口,2026搜索,助手随机1k,3362,62,0.3934,0.2142,True,免费电视剧全集在线观看查询,37.39,免费影视在线观看查询,17.74,False
获取作品的在线播放入口,助手头部1k,助手随机1k,164,62,0.4249,0.2624,True,免费电视剧全集在线观看查询,39.63,免费影视在线观看查询,17.74,False
导航到指定影视站点或平台,2025搜索,2026搜索,524,500,0.0385,0.1076,False,电影资源查询（合并后目标）,24.43,电影资源查询（合并后目标）,24.6,True
导航到指定影视站点或平台,2025搜索,助手头部1k,524,50,0.2695,0.2536,True,电影资源查询（合并后目标）,24.43,视频内容查询与生成,22.0,False
导航到指定影视站点或平台,2026搜索,助手头部1k,500,50,0.26,0.2523,True,电影资源查询（合并后目标）,24.6,视频内容查询与生成,22.0,False
收看电视频道直播或查询节目表,2025搜索,2026搜索,164,396,0.1106,0.0913,True,CCTV5直播观看（合并后目标）,59.15,CCTV5直播观看（合并后目标）,70.2,True
查询作品演员表与角色信息,2025搜索,2026搜索,179,127,0.1453,0.0929,True,影视剧演员表查询,83.24,影视剧演员表查询,92.13,True
查询作品演员表与角色信息,2025搜索,助手头部1k,179,40,0.1426,0.1301,True,影视剧演员表查询,83.24,影视剧演员表查询,97.5,True
查询作品演员表与角色信息,2026搜索,助手头部1k,127,40,0.0787,0.0866,False,影视剧演员表查询,92.13,影视剧演员表查询,97.5,True
下载或安装影视App与排障,2025搜索,2026搜索,170,119,0.1336,0.1765,False,视频平台官方应用下载与官网入口查询,57.65,视频平台官方应用下载与官网入口查询,51.26,True
直达指定集数的播放页,2025搜索,2026搜索,202,245,0.3919,0.1689,True,查询《逆爱》电视剧在线观看资源（合并后目标）,31.19,免费电视剧全集在线观看查询,37.14,False
查询剧情梗概或结局剧透,2025搜索,2026搜索,108,76,0.3387,0.1518,True,影视动漫剧情信息查询,63.89,影视动漫剧情信息查询,85.53,True
查询剧情梗概或结局剧透,2025搜索,助手头部1k,108,60,0.3444,0.1556,True,影视动漫剧情信息查询,63.89,影视动漫剧情信息查询,95.0,True
查询剧情梗概或结局剧透,2026搜索,助手头部1k,76,60,0.1114,0.1149,False,影视动漫剧情信息查询,85.53,影视动漫剧情信息查询,95.0,True
获取片段、台词或混剪等衍生内容,2025搜索,2026搜索,186,123,0.2107,0.1788,True,视频内容查询与生成,60.22,视频内容查询与生成,47.15,True
获取片段、台词或混剪等衍生内容,2025搜索,助手头部1k,186,98,0.2539,0.1751,True,视频内容查询与生成,60.22,视频内容查询与生成,83.67,True
获取片段、台词或混剪等衍生内容,2025搜索,助手随机1k,186,122,0.2698,0.1697,True,视频内容查询与生成,60.22,视频内容查询与生成,77.05,True
获取片段、台词或混剪等衍生内容,2026搜索,助手头部1k,123,98,0.3673,0.1908,True,视频内容查询与生成,47.15,视频内容查询与生成,83.67,True
获取片段、台词或混剪等衍生内容,2026搜索,助手随机1k,123,122,0.4138,0.1937,True,视频内容查询与生成,47.15,视频内容查询与生成,77.05,True
获取片段、台词或混剪等衍生内容,助手头部1k,助手随机1k,98,122,0.1639,0.1446,True,视频内容查询与生成,83.67,视频内容查询与生成,77.05,True
核实播出信息与集数,2025搜索,2026搜索,112,95,0.386,0.2122,True,影视动漫剧情信息查询,45.54,影视动漫剧情信息查询,44.21,True
核实播出信息与集数,2025搜索,助手随机1k,112,43,0.3696,0.2766,True,影视动漫剧情信息查询,45.54,影视动漫剧情信息查询,51.16,True
核实播出信息与集数,2026搜索,助手随机1k,95,43,0.3469,0.2985,True,影视动漫剧情信息查询,44.21,影视动漫剧情信息查询,51.16,True
获取成人或限制级内容,2025搜索,2026搜索,102,90,0.1824,0.2379,False,视频内容查询与生成,48.04,视频内容查询与生成,47.78,True
按演职人员反查作品列表,2025搜索,2026搜索,74,70,0.0749,0.1919,False,电视剧与短剧查询推荐,55.41,电视剧与短剧查询推荐,60.0,True
剧情设定讨论与同人假设问答,2025搜索,2026搜索,33,30,0.3909,0.3729,True,影视动漫剧情信息查询,39.39,影视动漫剧情信息查询,56.67,True
剧情设定讨论与同人假设问答,2025搜索,助手随机1k,33,355,0.3637,0.2546,True,影视动漫剧情信息查询,39.39,影视动漫剧情信息查询,64.23,True
剧情设定讨论与同人假设问答,2026搜索,助手随机1k,30,355,0.1887,0.2471,False,影视动漫剧情信息查询,56.67,影视动漫剧情信息查询,64.23,True
