source,label,rank,query,pv_raw,tier
2025search,裸片名或仅带实体类型词的作品查询,top_pv,以法之名,365053.0,user
2025search,裸片名或仅带实体类型词的作品查询,top_pv,逆爱,303652.0,user
2025search,裸片名或仅带实体类型词的作品查询,top_pv,书卷一梦,109233.0,user
2025search,裸片名或仅带实体类型词的作品查询,top_pv,锦绣芳华,83124.0,user
2025search,裸片名或仅带实体类型词的作品查询,top_pv,桃花映江山,57265.0,user
2025search,裸片名或仅带实体类型词的作品查询,top_pv,囧次元,44448.0,user
2025search,裸片名或仅带实体类型词的作品查询,sample,黑帮大佬365,421.0,user
2025search,裸片名或仅带实体类型词的作品查询,sample,jojo,2263.0,user
2025search,裸片名或仅带实体类型词的作品查询,sample,仁心俱乐部,387.0,user
2025search,裸片名或仅带实体类型词的作品查询,sample,嫉妒,912.0,user
2025search,裸片名或仅带实体类型词的作品查询,sample,无心法师,1397.0,user
2025search,裸片名或仅带实体类型词的作品查询,sample,斯巴达300勇士,477.0,user
2025search,获取作品的在线播放入口,top_pv,以法之名张译电视剧在线观看免费高清,358177.0,user
2025search,获取作品的在线播放入口,top_pv,书卷一梦电视剧免费观看完整版,288415.0,user
2025search,获取作品的在线播放入口,top_pv,桃花映江山电视剧免费观看,172507.0,user
2025search,获取作品的在线播放入口,top_pv,锦绣芳华电视剧在线观看免费高清版全集,140370.0,user
2025search,获取作品的在线播放入口,top_pv,逆爱2025全集免费观看,111656.0,user
2025search,获取作品的在线播放入口,top_pv,以法之名在线观看完整版免费,87155.0,user
2025search,获取作品的在线播放入口,sample,玫瑰之战电视剧免费全集在线观看,718.0,user
2025search,获取作品的在线播放入口,sample,xl司令在线观看免费高清全集,1673.0,user
2025search,获取作品的在线播放入口,sample,情圣电影在线高清完整版,366.0,user
2025search,获取作品的在线播放入口,sample,念无双电视剧免费观看完整版高清,1967.0,user
2025search,获取作品的在线播放入口,sample,仙武传在线观看全集免费高清,1007.0,user
2025search,获取作品的在线播放入口,sample,以法之名在线观看,13952.0,user
2025search,导航到指定影视站点或平台,top_pv,抖音,78641.0,user
2025search,导航到指定影视站点或平台,top_pv,哔哩哔哩,36452.0,user
2025search,导航到指定影视站点或平台,top_pv,人人视频,24531.0,user
2025search,导航到指定影视站点或平台,top_pv,bilibili,21132.0,user
2025search,导航到指定影视站点或平台,top_pv,youtube,19115.0,user
2025search,导航到指定影视站点或平台,top_pv,星辰影院,14797.0,user
2025search,导航到指定影视站点或平台,sample,茶杯狐cupfox官网入口,1156.0,user
2025search,导航到指定影视站点或平台,sample,茶杯狐 cupfox - 努力让找电影变得简单沈腾,1487.0,user
2025search,导航到指定影视站点或平台,sample,快手官网,860.0,user
2025search,导航到指定影视站点或平台,sample,抖音充值抖币官网入口,653.0,user
2025search,导航到指定影视站点或平台,sample,哔哩哔哩bilibili官网入口,1052.0,user
2025search,导航到指定影视站点或平台,sample,YouTube,6754.0,user
2025search,收看电视频道直播或查询节目表,top_pv,cctv5在线直播,36814.0,user
2025search,收看电视频道直播或查询节目表,top_pv,cctv5节目表,26960.0,user
2025search,收看电视频道直播或查询节目表,top_pv,新闻联播,13393.0,user
2025search,收看电视频道直播或查询节目表,top_pv,cctv5,13206.0,user
2025search,收看电视频道直播或查询节目表,top_pv,CCTV5,8297.0,user
2025search,收看电视频道直播或查询节目表,top_pv,中央五台cctv5在线直播,6379.0,user
2025search,收看电视频道直播或查询节目表,sample,cctv1在线直播,3565.0,user
2025search,收看电视频道直播或查询节目表,sample,中央电视台13新闻直播,1336.0,user
2025search,收看电视频道直播或查询节目表,sample,中央5 今天现场直播,508.0,user
2025search,收看电视频道直播或查询节目表,sample,yy直播,486.0,user
2025search,收看电视频道直播或查询节目表,sample,中央一台cctv1在线直播,956.0,user
2025search,收看电视频道直播或查询节目表,sample,央视13套在线直播,474.0,user
2025search,查询作品演员表与角色信息,top_pv,以法之名演员表名单和角色介绍,26373.0,user
2025search,查询作品演员表与角色信息,top_pv,以法之名演员表,7961.0,user
2025search,查询作品演员表与角色信息,top_pv,智取威虎山演员表,7577.0,user
2025search,查询作品演员表与角色信息,top_pv,淬火年代演员表,7342.0,user
2025search,查询作品演员表与角色信息,top_pv,长安的荔枝演员表,6822.0,user
2025search,查询作品演员表与角色信息,top_pv,书卷一梦演员表,6737.0,user
2025search,查询作品演员表与角色信息,sample,人生之路演员表,817.0,user
2025search,查询作品演员表与角色信息,sample,楼外楼演员表,408.0,user
2025search,查询作品演员表与角色信息,sample,誓盟电视剧演员表全部,762.0,user
2025search,查询作品演员表与角色信息,sample,火红年华全部演员表,815.0,user
2025search,查询作品演员表与角色信息,sample,情满四合院演员表,453.0,user
2025search,查询作品演员表与角色信息,sample,1996版杨思敏1-5集主演是谁,529.0,user
2025search,下载或安装影视App与排障,top_pv,快手,21774.0,user
2025search,下载或安装影视App与排障,top_pv,快播,11697.0,user
2025search,下载或安装影视App与排障,top_pv,囧次元动漫app正版下载,9182.0,user
2025search,下载或安装影视App与排障,top_pv,快手极速版,7798.0,user
2025search,下载或安装影视App与排障,top_pv,抖音极速版,7724.0,user
2025search,下载或安装影视App与排障,top_pv,抖音下载,7290.0,user
2025search,下载或安装影视App与排障,sample,抖音极速版赚钱领现金下载安装,403.0,user
2025search,下载或安装影视App与排障,sample,免费看电视剧软件,654.0,user
2025search,下载或安装影视App与排障,sample,靠比较好的短视频软件大全免费下载,558.0,user
2025search,下载或安装影视App与排障,sample,快手下载,4753.0,user
2025search,下载或安装影视App与排障,sample,腾讯视频下载,624.0,user
2025search,下载或安装影视App与排障,sample,下载抖音安装 免费下载,947.0,user
2025search,直达指定集数的播放页,top_pv,逆爱第八集,18853.0,user
2025search,直达指定集数的播放页,top_pv,逆爱第7集,15649.0,user
2025search,直达指定集数的播放页,top_pv,金瓶梅电视剧第5集电视剧在线观看下载,15464.0,user
2025search,直达指定集数的播放页,top_pv,逆爱第8集免费观看,12229.0,user
2025search,直达指定集数的播放页,top_pv,逆爱第八集在线观看,8391.0,user
2025search,直达指定集数的播放页,top_pv,逆爱第七集,8203.0,user
2025search,直达指定集数的播放页,sample,将界2第3集截了一段视频51秒,833.0,user
2025search,直达指定集数的播放页,sample,甄嬛传1-76全集免费完整版,2873.0,user
2025search,直达指定集数的播放页,sample,逆爱第8集在线观看,1782.0,user
2025search,直达指定集数的播放页,sample,《逆爱》第八集在线观看,593.0,user
2025search,直达指定集数的播放页,sample,偶像女友动漫1~6集在线看,399.0,user
2025search,直达指定集数的播放页,sample,姑娘第8集在线观看免费播放,492.0,user
2025search,查询剧情梗概或结局剧透,top_pv,以法之名剧情介绍第四十二集,13369.0,user
2025search,查询剧情梗概或结局剧透,top_pv,以法为名剧情分集介绍,12082.0,user
2025search,查询剧情梗概或结局剧透,top_pv,以法之名剧情,8523.0,user
2025search,查询剧情梗概或结局剧透,top_pv,以法之名剧情介绍,5688.0,user
2025search,查询剧情梗概或结局剧透,top_pv,以法之名简介,5203.0,user
2025search,查询剧情梗概或结局剧透,top_pv,书卷一梦剧情介绍,5076.0,user
2025search,查询剧情梗概或结局剧透,sample,潜渊剧情分集介绍,986.0,user
2025search,查询剧情梗概或结局剧透,sample,上海一家人剧情简介,386.0,user
