source,label,rank,query,pv_raw,tier
2025search,12,top_pv,以法之名,365053.0,user
2025search,12,top_pv,以法之名张译电视剧在线观看免费高清,358177.0,user
2025search,12,top_pv,以法之名在线观看完整版免费,87155.0,user
2025search,12,top_pv,以法之名全集,73977.0,user
2025search,12,top_pv,以法之名电视剧免费观看全集完整版,63057.0,user
2025search,12,top_pv,以法之名电视剧在线观看,32688.0,user
2025search,12,sample,以法之名1-45集全免费观看爱奇艺,486.0,user
2025search,12,sample,以法之名是根据真实事件吗,471.0,user
2025search,12,sample,以法之名电视剧在线观看免费版高清,8927.0,user
2025search,12,sample,以法之名电视连续剧,2684.0,user
2025search,12,sample,刑侦12国语免费观看,582.0,user
2025search,12,sample,张译新剧以法之名在线观看,2753.0,user
2025search,1,top_pv,逆爱,303652.0,user
2025search,1,top_pv,逆爱2025全集免费观看,111656.0,user
2025search,1,top_pv,逆爱台剧双男主电视剧免费观看全集高清,72019.0,user
2025search,1,top_pv,逆爱电视剧在线观看免费,46847.0,user
2025search,1,top_pv,逆爱双男主电视剧免费观看全集,38255.0,user
2025search,1,top_pv,《逆爱》网剧在线观看,33051.0,user
2025search,1,sample,逆爱几点更新,875.0,user
2025search,1,sample,逆袭之爱情敌电视剧双男主在线观看,2020.0,user
2025search,1,sample,《逆爱》免费观看,11076.0,user
2025search,1,sample,爱壹帆,633.0,user
2025search,1,sample,逆爱全集免费观看完整版,743.0,user
2025search,1,sample,逆爱2025全集免费观看完整版高清,545.0,user
2025search,13,top_pv,书卷一梦电视剧免费观看完整版,288415.0,user
2025search,13,top_pv,桃花映江山电视剧免费观看,172507.0,user
2025search,13,top_pv,锦绣芳华电视剧在线观看免费高清版全集,140370.0,user
2025search,13,top_pv,临江仙电视剧免费观看完整版,80005.0,user
2025search,13,top_pv,桃花映江山电视剧免费观看完整版,68879.0,user
2025search,13,top_pv,藏海传电视剧在线观看免费版全集,50977.0,user
2025search,13,sample,爸爸当家第四季免费观看完整版高清,1348.0,user
2025search,13,sample,平凡的荣耀电视剧免费全集在线观看,408.0,user
2025search,13,sample,我是刑警电视剧全集免费观看,6553.0,user
