label,a,b,k_a,k_b,n_a,n_b,share_a,share_b,diff_pp,lo_pp,hi_pp,kind,sig,why
13,2025search,2026search,1838,1475,9998,9999,0.18383676735347068,0.1475147514751475,-3.6322015878323177,-4.661518620284576,-2.602515935880411,stable,True,时间（搜索内部，2025→2026）
1,2025search,2026search,341,22,9998,9999,0.03410682136427286,0.0022002200220022,-3.1906601342270657,-3.572092119606042,-2.8340505920803403,stable,True,时间（搜索内部，2025→2026）
9,2025search,2026search,1506,1268,9998,9999,0.15063012602520504,0.1268126812681268,-2.3817444757078228,-3.3396210175535908,-1.4239927275785675,stable,True,时间（搜索内部，2025→2026）
12,2025search,2026search,324,143,9998,9999,0.032406481296259254,0.014301430143014302,-1.810505115324495,-2.2343961487505197,-1.3956120315405978,stable,True,时间（搜索内部，2025→2026）
4,2025search,2026search,443,349,9998,9999,0.04430886177235447,0.0349034903490349,-0.940537142331957,-1.4832330052706095,-0.40017823963197136,stable,True,时间（搜索内部，2025→2026）
2,2025search,2026search,370,285,9998,9999,0.03700740148029606,0.028502850285028504,-0.8504551195267558,-1.3462888172074348,-0.35734205197019836,stable,True,时间（搜索内部，2025→2026）
15,2025search,2026search,239,184,9998,9999,0.023904780956191238,0.0184018401840184,-0.5502940772172837,-0.952216649190945,-0.15137317786553006,stable,True,时间（搜索内部，2025→2026）
14,2025search,2026search,903,863,9998,9999,0.09031806361272254,0.08630863086308631,-0.40094327496362353,-1.1880898445889303,0.38595988443725726,stable,False,时间（搜索内部，2025→2026）
8,2025search,2026search,1196,1197,9998,9999,0.119623924784957,0.11971197119711971,0.008804641216271503,-0.8912184413878852,0.9088264039829183,stable,False,时间（搜索内部，2025→2026）
17,2025search,2026search,289,292,9998,9999,0.028905781156231245,0.029202920292029203,0.029713913579795803,-0.4371314199334511,0.49666556211156027,stable,False,时间（搜索内部，2025→2026）
11,2025search,2026search,650,680,9998,9999,0.0650130026005201,0.06800680068006801,0.2993798079547902,-0.39182114461385287,0.990905875401665,stable,False,时间（搜索内部，2025→2026）
6,2025search,2026search,642,682,9998,9999,0.0642128425685137,0.06820682068206821,0.3993978113554508,-0.2902904540024033,1.0895247047598084,stable,False,时间（搜索内部，2025→2026）
7,2025search,2026search,518,734,9998,9999,0.05181036207241448,0.0734073407340734,2.159697866165892,1.4894452103419324,2.8326137406250798,stable,True,时间（搜索内部，2025→2026）
5,2025search,2026search,190,413,9998,9999,0.01900380076015203,0.041304130413041304,2.2300329652889275,1.7597845490775195,2.7083831979040323,stable,True,时间（搜索内部，2025→2026）
10,2025search,2026search,340,749,9998,9999,0.03400680136027205,0.0749074907490749,4.090068938880285,3.4660928484589943,4.720614854002424,stable,True,时间（搜索内部，2025→2026）
16,2025search,2026search,209,663,9998,9999,0.020904180836167234,0.0663066306630663,4.540244982689907,3.981955374720165,5.109024661500264,stable,True,时间（搜索内部，2025→2026）
13,2026search,assistant_top,1475,75,9999,955,0.1475147514751475,0.07853403141361257,-6.898072006153494,-8.595294079773888,-4.898418613527901,stable,True,界面（同为头部流量）
6,2026search,assistant_top,682,20,9999,955,0.06820682068206821,0.020942408376963352,-4.726441230510486,-5.6211627242238285,-3.5103095832336417,stable,True,界面（同为头部流量）
14,2026search,assistant_top,863,38,9999,955,0.08630863086308631,0.039790575916230364,-4.651805494685594,-5.859401875525011,-3.120193194245298,stable,True,界面（同为头部流量）
9,2026search,assistant_top,1268,79,9999,955,0.1268126812681268,0.08272251308900523,-4.409016817912158,-6.127916562236009,-2.3870134681422557,stable,True,界面（同为头部流量）
5,2026search,assistant_top,413,10,9999,955,0.041304130413041304,0.010471204188481676,-3.083292622455963,-3.71124294307386,-2.1371636910560396,stable,True,界面（同为头部流量）
12,2026search,assistant_top,143,4,9999,955,0.014301430143014302,0.004188481675392671,-1.0112948467621632,-1.3704603073402517,-0.32376125369755326,stable,True,界面（同为头部流量）
16,2026search,assistant_top,663,55,9999,955,0.0663066306630663,0.05759162303664921,-0.8715007626417088,-2.273408683896036,0.8564532706350085,stable,False,界面（同为头部流量）
11,2026search,assistant_top,680,60,9999,955,0.06800680068006801,0.06282722513089005,-0.5179575549177959,-1.9805356892542492,1.267923646301355,stable,False,界面（同为头部流量）
17,2026search,assistant_top,292,24,9999,955,0.029202920292029203,0.025130890052356022,-0.4072030239673181,-1.2968893151699645,0.83189134994602,stable,False,界面（同为头部流量）
10,2026search,assistant_top,749,68,9999,955,0.0749074907490749,0.0712041884816754,-0.3703302267399511,-1.929089413685006,1.5060408508075507,stable,False,界面（同为头部流量）
7,2026search,assistant_top,734,70,9999,955,0.0734073407340734,0.07329842931937172,-0.010891141470167898,-1.5892646086114186,1.88432305440422,stable,False,界面（同为头部流量）
1,2026search,assistant_top,22,3,9999,955,0.0022002200220022,0.0031413612565445027,0.09411412345423026,-0.14189142212622957,0.704065824211429,stable,False,界面（同为头部流量）
15,2026search,assistant_top,184,23,9999,955,0.0184018401840184,0.024083769633507852,0.5681929449489451,-0.27859696964156955,1.7730825195461404,stable,False,界面（同为头部流量）
8,2026search,assistant_top,1197,131,9999,955,0.11971197119711971,0.13717277486910995,1.7460803671990237,-0.39244153212371347,4.155448592795674,stable,False,界面（同为头部流量）
2,2026search,assistant_top,285,116,9999,955,0.028502850285028504,0.12146596858638743,9.296311830135892,7.34406766045415,11.542476167367116,stable,True,界面（同为头部流量）
4,2026search,assistant_top,349,179,9999,955,0.0349034903490349,0.187434554973822,15.25310646247871,12.874751920362318,17.874125736645006,stable,True,界面（同为头部流量）
13,assistant_top,assistant_random,75,13,955,982,0.07853403141361257,0.013238289205702648,-6.529574220790992,-8.487901465617512,-4.729726106753881,stable,True,深度（助手头部→长尾）
8,assistant_top,assistant_random,131,82,955,982,0.13717277486910995,0.0835030549898167,-5.366971987929325,-8.175940187081965,-2.583568920099822,stable,True,深度（助手头部→长尾）
16,assistant_top,assistant_random,55,9,955,982,0.05759162303664921,0.009164969450101833,-4.842665358654738,-6.56073444748457,-3.3009744761360795,stable,True,深度（助手头部→长尾）
10,assistant_top,assistant_random,68,29,955,982,0.0712041884816754,0.029531568228105907,-4.1672620253569495,-6.1826239881349965,-2.237640767712329,stable,True,深度（助手头部→长尾）
14,assistant_top,assistant_random,38,13,955,982,0.039790575916230364,0.013238289205702648,-2.6552286710527713,-4.19175008756081,-1.2415601506802791,stable,True,深度（助手头部→长尾）
7,assistant_top,assistant_random,70,53,955,982,0.07329842931937172,0.0539714867617108,-1.9326942557660924,-4.146922807296215,0.2483003348592253,stable,False,深度（助手头部→长尾）
9,assistant_top,assistant_random,79,63,955,982,0.08272251308900523,0.06415478615071284,-1.8567726938292395,-4.213887699404265,0.47349924920003783,stable,False,深度（助手头部→长尾）
17,assistant_top,assistant_random,24,18,955,982,0.025130890052356022,0.018329938900203666,-0.6800951152152356,-2.053872804915013,0.6479854687611222,stable,False,深度（助手头部→长尾）
6,assistant_top,assistant_random,20,15,955,982,0.020942408376963352,0.015274949083503055,-0.5667459293460297,-1.8357365166428128,0.655896190011727,stable,False,深度（助手头部→长尾）
5,assistant_top,assistant_random,10,10,955,982,0.010471204188481676,0.010183299389002037,-0.028790479947963903,-1.0145709492295822,0.942589651821586,stable,False,深度（助手头部→长尾）
1,assistant_top,assistant_random,3,3,955,982,0.0031413612565445027,0.003054989816700611,-0.00863714398438918,-0.6466707716987361,0.6156000940688032,stable,False,深度（助手头部→长尾）
12,assistant_top,assistant_random,4,6,955,982,0.004188481675392671,0.006109979633401222,0.19214979580085512,-0.5399202153859652,0.9520943331342389,stable,False,深度（助手头部→长尾）
2,assistant_top,assistant_random,116,122,955,982,0.12146596858638743,0.12423625254582485,0.2770283959437417,-2.6603284458535703,3.2060895899093653,stable,False,深度（助手头部→长尾）
15,assistant_top,assistant_random,23,43,955,982,0.024083769633507852,0.04378818737270876,1.9704417739200908,0.34941992672378636,3.6409203540129416,stable,True,深度（助手头部→长尾）
11,assistant_top,assistant_random,60,102,955,982,0.06282722513089005,0.10386965376782077,4.104242863693072,1.645261610001803,6.582816207489484,stable,True,深度（助手头部→长尾）
4,assistant_top,assistant_random,179,401,955,982,0.187434554973822,0.40835030549898166,22.091575052515967,18.097797476920427,25.98383540466591,stable,True,深度（助手头部→长尾）
13,2026search,assistant_random,1475,13,9999,982,0.1475147514751475,0.013238289205702648,-13.427646226944487,-14.32377636078502,-12.276339240947742,stable,True,界面+深度（不可单独归因）
14,2026search,assistant_random,863,13,9999,982,0.08630863086308631,0.013238289205702648,-7.307034165738366,-8.09555811383379,-6.2361103315336,stable,True,界面+深度（不可单独归因）
9,2026search,assistant_random,1268,63,9999,982,0.1268126812681268,0.06415478615071284,-6.2657895117413975,-7.788554244778421,-4.441818616527355,stable,True,界面+深度（不可单独归因）
16,2026search,assistant_random,663,9,9999,982,0.0663066306630663,0.009164969450101833,-5.714166121296447,-6.379418449145508,-4.771781186994742,stable,True,界面+深度（不可单独归因）
6,2026search,assistant_random,682,15,9999,982,0.06820682068206821,0.015274949083503055,-5.293187159856515,-6.080973478591156,-4.205265491003043,stable,True,界面+深度（不可单独归因）
10,2026search,assistant_random,749,29,9999,982,0.0749074907490749,0.029531568228105907,-4.5375922520969,-5.574042176753221,-3.1859188370174,stable,True,界面+深度（不可单独归因）
8,2026search,assistant_random,1197,82,9999,982,0.11971197119711971,0.0835030549898167,-3.6208916207303017,-5.322509657354527,-1.6248170807021554,stable,True,界面+深度（不可单独归因）
5,2026search,assistant_random,413,10,9999,982,0.041304130413041304,0.010183299389002037,-3.1120831024039264,-3.7301340197125334,-2.1876148699408584,stable,True,界面+深度（不可单独归因）
7,2026search,assistant_random,734,53,9999,982,0.0734073407340734,0.0539714867617108,-1.9435853972362602,-3.2980145979093294,-0.27356089680822365,stable,True,界面+深度（不可单独归因）
17,2026search,assistant_random,292,18,9999,982,0.029202920292029203,0.018329938900203666,-1.0872981391825538,-1.8429220911960975,0.004175004960012274,stable,False,界面+深度（不可单独归因）
12,2026search,assistant_random,143,6,9999,982,0.014301430143014302,0.006109979633401222,-0.8191450509613081,-1.2349458338301744,-0.07202919441815867,stable,True,界面+深度（不可单独归因）
1,2026search,assistant_random,22,3,9999,982,0.0022002200220022,0.003054989816700611,0.08547697946984108,-0.14554217403091235,0.6790235473767087,stable,False,界面+深度（不可单独归因）
15,2026search,assistant_random,184,43,9999,982,0.0184018401840184,0.04378818737270876,2.538634718869036,1.3914381460227778,4.026435969618715,stable,True,界面+深度（不可单独归因）
11,2026search,assistant_random,680,102,9999,982,0.06800680068006801,0.10386965376782077,3.586285308775276,1.7573136081653051,5.705745466936789,stable,True,界面+深度（不可单独归因）
2,2026search,assistant_random,285,122,9999,982,0.028502850285028504,0.12423625254582485,9.573340226079635,7.624800928045074,11.805410249560058,stable,True,界面+深度（不可单独归因）
4,2026search,assistant_random,349,401,9999,982,0.0349034903490349,0.40835030549898166,37.344681514994676,34.28845495342706,40.46768068706719,stable,True,界面+深度（不可单独归因）
