label,a,b,k_a,k_b,n_a,n_b,share_a,share_b,diff_pp,lo_pp,hi_pp,kind,sig,why
免费电视剧全集在线观看查询,2025search,2026search,1838,1475,9998,9999,0.18383676735347068,0.1475147514751475,-3.6322015878323177,-4.661518620284576,-2.602515935880411,stable,True,时间（搜索内部，2025→2026）
查询《逆爱》电视剧在线观看资源（合并后目标）,2025search,2026search,341,22,9998,9999,0.03410682136427286,0.0022002200220022,-3.1906601342270657,-3.572092119606042,-2.8340505920803403,stable,True,时间（搜索内部，2025→2026）
影视文学动漫作品名称查询,2025search,2026search,1506,1268,9998,9999,0.15063012602520504,0.1268126812681268,-2.3817444757078228,-3.3396210175535908,-1.4239927275785675,stable,True,时间（搜索内部，2025→2026）
影视剧免费在线观看查询,2025search,2026search,324,143,9998,9999,0.032406481296259254,0.014301430143014302,-1.810505115324495,-2.2343961487505197,-1.3956120315405978,stable,True,时间（搜索内部，2025→2026）
视频内容查询与生成,2025search,2026search,370,285,9998,9999,0.03700740148029606,0.028502850285028504,-0.8504551195267558,-1.3462888172074348,-0.35734205197019836,stable,True,时间（搜索内部，2025→2026）
视频平台官方应用下载与官网入口查询,2025search,2026search,239,184,9998,9999,0.023904780956191238,0.0184018401840184,-0.5502940772172837,-0.952216649190945,-0.15137317786553006,stable,True,时间（搜索内部，2025→2026）
短剧免费观看查询,2025search,2026search,96,52,9998,9999,0.009601920384076815,0.005200520052005201,-0.4401400332071615,-0.6843797080915602,-0.20350658366999488,stable,True,时间（搜索内部，2025→2026）
免费影视在线观看查询,2025search,2026search,903,863,9998,9999,0.09031806361272254,0.08630863086308631,-0.40094327496362353,-1.1880898445889303,0.38595988443725726,stable,False,时间（搜索内部，2025→2026）
影视剧演员表查询,2025search,2026search,157,121,9998,9999,0.015703140628125625,0.0121012101210121,-0.36019305071135244,-0.6883696510123548,-0.035170965591174545,stable,True,时间（搜索内部，2025→2026）
影视动漫剧情信息查询,2025search,2026search,190,176,9998,9999,0.01900380076015203,0.0176017601760176,-0.14020405841344286,-0.5139896373598059,0.23267760201543816,stable,False,时间（搜索内部，2025→2026）
影视视频资源查询（合并后目标）,2025search,2026search,1196,1197,9998,9999,0.119623924784957,0.11971197119711971,0.008804641216271503,-0.8912184413878852,0.9088264039829183,stable,False,时间（搜索内部，2025→2026）
查询影视节目观看入口,2025search,2026search,289,292,9998,9999,0.028905781156231245,0.029202920292029203,0.029713913579795803,-0.4371314199334511,0.49666556211156027,stable,False,时间（搜索内部，2025→2026）
动漫资源与剧情查询,2025search,2026search,650,680,9998,9999,0.0650130026005201,0.06800680068006801,0.2993798079547902,-0.39182114461385287,0.990905875401665,stable,False,时间（搜索内部，2025→2026）
在线观看动漫全集（合并后目标）,2025search,2026search,642,682,9998,9999,0.0642128425685137,0.06820682068206821,0.3993978113554508,-0.2902904540024033,1.0895247047598084,stable,False,时间（搜索内部，2025→2026）
电视节目表查询,2025search,2026search,53,93,9998,9999,0.005301060212042409,0.0093009300930093,0.3999869880966892,0.16461154328878944,0.6423517978635268,stable,True,时间（搜索内部，2025→2026）
CCTV5直播观看（合并后目标）,2025search,2026search,137,320,9998,9999,0.013702740548109622,0.032003200320032,1.8300459771922382,1.419745925401941,2.2496864629163884,stable,True,时间（搜索内部，2025→2026）
电影资源查询（合并后目标）,2025search,2026search,518,734,9998,9999,0.05181036207241448,0.0734073407340734,2.159697866165892,1.4894452103419324,2.8326137406250798,stable,True,时间（搜索内部，2025→2026）
电视剧与短剧查询推荐,2025search,2026search,340,749,9998,9999,0.03400680136027205,0.0749074907490749,4.090068938880285,3.4660928484589943,4.720614854002424,stable,True,时间（搜索内部，2025→2026）
日韩泰剧在线观看,2025search,2026search,209,663,9998,9999,0.020904180836167234,0.0663066306630663,4.540244982689907,3.981955374720165,5.109024661500264,stable,True,时间（搜索内部，2025→2026）
免费电视剧全集在线观看查询,2026search,assistant_top,1475,75,9999,955,0.1475147514751475,0.07853403141361257,-6.898072006153494,-8.595294079773888,-4.898418613527901,stable,True,界面（同为头部流量）
在线观看动漫全集（合并后目标）,2026search,assistant_top,682,20,9999,955,0.06820682068206821,0.020942408376963352,-4.726441230510486,-5.6211627242238285,-3.5103095832336417,stable,True,界面（同为头部流量）
免费影视在线观看查询,2026search,assistant_top,863,38,9999,955,0.08630863086308631,0.039790575916230364,-4.651805494685594,-5.859401875525011,-3.120193194245298,stable,True,界面（同为头部流量）
影视文学动漫作品名称查询,2026search,assistant_top,1268,79,9999,955,0.1268126812681268,0.08272251308900523,-4.409016817912158,-6.127916562236009,-2.3870134681422557,stable,True,界面（同为头部流量）
CCTV5直播观看（合并后目标）,2026search,assistant_top,320,8,9999,955,0.032003200320032,0.008376963350785341,-2.3626236969246666,-2.912432471434378,-1.4921535397539145,stable,True,界面（同为头部流量）
影视剧免费在线观看查询,2026search,assistant_top,143,4,9999,955,0.014301430143014302,0.004188481675392671,-1.0112948467621632,-1.3704603073402517,-0.32376125369755326,stable,True,界面（同为头部流量）
日韩泰剧在线观看,2026search,assistant_top,663,55,9999,955,0.0663066306630663,0.05759162303664921,-0.8715007626417088,-2.273408683896036,0.8564532706350085,stable,False,界面（同为头部流量）
电视节目表查询,2026search,assistant_top,93,2,9999,955,0.0093009300930093,0.0020942408376963353,-0.7206689255312966,-0.9781924432446555,-0.14404367696666584,stable,True,界面（同为头部流量）
动漫资源与剧情查询,2026search,assistant_top,680,60,9999,955,0.06800680068006801,0.06282722513089005,-0.5179575549177959,-1.9805356892542492,1.267923646301355,stable,False,界面（同为头部流量）
查询影视节目观看入口,2026search,assistant_top,292,24,9999,955,0.029202920292029203,0.025130890052356022,-0.4072030239673181,-1.2968893151699645,0.83189134994602,stable,False,界面（同为头部流量）
电视剧与短剧查询推荐,2026search,assistant_top,749,68,9999,955,0.0749074907490749,0.0712041884816754,-0.3703302267399511,-1.929089413685006,1.5060408508075507,stable,False,界面（同为头部流量）
电影资源查询（合并后目标）,2026search,assistant_top,734,70,9999,955,0.0734073407340734,0.07329842931937172,-0.010891141470167898,-1.5892646086114186,1.88432305440422,stable,False,界面（同为头部流量）
查询《逆爱》电视剧在线观看资源（合并后目标）,2026search,assistant_top,22,3,9999,955,0.0022002200220022,0.0031413612565445027,0.09411412345423026,-0.14189142212622957,0.704065824211429,stable,False,界面（同为头部流量）
