label,a,b,k_a,k_b,n_a,n_b,share_a,share_b,diff_pp,lo_pp,hi_pp,kind,sig,why
获取作品的在线播放入口,2025search,2026search,3819,3362,9998,9999,0.3819763952790558,0.33623362336233625,-4.574277191671955,-5.901262854825464,-3.2450232132793015,stable,True,时间（搜索内部，2025→2026）
获取片段、台词或混剪等衍生内容,2025search,2026search,186,123,9998,9999,0.01860372074414883,0.012301230123012302,-0.6302490621136528,-0.9764608271537394,-0.28896587555344605,stable,True,时间（搜索内部，2025→2026）
查询作品演员表与角色信息,2025search,2026search,179,127,9998,9999,0.01790358071614323,0.012701270127012701,-0.5202310589130529,-0.8644414494292103,-0.18012566662670998,stable,True,时间（搜索内部，2025→2026）
下载或安装影视App与排障,2025search,2026search,170,119,9998,9999,0.017003400680136026,0.011901190119011902,-0.5102210561124124,-0.8451464190437727,-0.17958557241152298,stable,True,时间（搜索内部，2025→2026）
查询剧情梗概或结局剧透,2025search,2026search,108,76,9998,9999,0.010802160432086417,0.007600760076007601,-0.32014003560788157,-0.5895803892160767,-0.055073013562870934,stable,True,时间（搜索内部，2025→2026）
导航到指定影视站点或平台,2025search,2026search,524,500,9998,9999,0.052410482096419284,0.05000500050005,-0.24054815963692813,-0.852611561086217,0.37110195422391495,stable,False,时间（搜索内部，2025→2026）
处理平台账号或客服问题,2025search,2026search,40,18,9998,9999,0.004000800160032006,0.0018001800180018,-0.22006201420302066,-0.3787139909377494,-0.07121162443908712,stable,True,时间（搜索内部，2025→2026）
核实播出信息与集数,2025search,2026search,112,95,9998,9999,0.011202240448089618,0.009500950095009501,-0.17012903530801166,-0.45416669536582144,0.11186167779465311,stable,False,时间（搜索内部，2025→2026）
获取成人或限制级内容,2025search,2026search,102,90,9998,9999,0.010202040408081616,0.009000900090009001,-0.12011403180726149,-0.3937660943263028,0.15197252328900762,stable,False,时间（搜索内部，2025→2026）
按演职人员反查作品列表,2025search,2026search,74,70,9998,9999,0.007401480296059212,0.0070007000700070005,-0.040078022605221156,-0.27780606834039334,0.19694260144583328,stable,False,时间（搜索内部，2025→2026）
剧情设定讨论与同人假设问答,2025search,2026search,33,30,9998,9999,0.0033006601320264054,0.003000300030003,-0.030036010202340528,-0.19057757339104595,0.12929083746481412,stable,False,时间（搜索内部，2025→2026）
获取未删减或未遮挡版本,2025search,2026search,15,14,9998,9999,0.0015003000600120023,0.0014001400140014,-0.01001600460106022,-0.12264292000393921,0.10176228931642016,stable,False,时间（搜索内部，2025→2026）
凭情节片段反查片名,2025search,2026search,19,22,9998,9999,0.001900380076015203,0.0022002200220022,0.029983994598699715,-0.10016864772121795,0.161962348387716,stable,False,时间（搜索内部，2025→2026）
直达指定集数的播放页,2025search,2026search,202,245,9998,9999,0.02020404080816163,0.024502450245024503,0.42984094368628717,0.019634068818036136,0.8422361759319087,stable,True,时间（搜索内部，2025→2026）
裸片名或仅带实体类型词的作品查询,2025search,2026search,4240,4415,9998,9999,0.4240848169633927,0.44154415441544154,1.7459337452048862,0.3724971393440061,3.118438963635771,stable,True,时间（搜索内部，2025→2026）
