source,label,n,distinct,hhi_strings,top1_pv_share,top5_pv_share
2025search,裸名人物身份识别,6913,6913,0.00014465499783017501,0.12176497516986623,0.2219658830226216
2025search,性化类目浏览或非具体人物浏览,105,105,0.009523809523809526,0.2619725539577001,0.5228944265766235
2025search,人事任免事件查询,114,114,0.008771929824561403,0.2304951849289469,0.46478358024985894
2025search,人物近期事件状态查询,121,121,0.008264462809917356,0.1512942305782662,0.40404984939260535
2025search,人物档案调阅,1076,1076,0.0009293680297397769,0.02568449581182054,0.10127092090512949
2025search,垂类外非人物查询,553,553,0.001808318264014467,0.05125471159871675,0.13149452378948154
2025search,人物相关说法核实,35,35,0.028571428571428567,0.43144214346712223,0.6360482493595221
2025search,公共职务现任者查询,305,305,0.003278688524590164,0.052611567030748554,0.15832809013176657
2025search,私人家世与感情关系查询,168,168,0.00595238095238095,0.11249301438762203,0.27962173593837314
2025search,群体名单枚举,209,209,0.004784688995215311,0.05824653729488725,0.18419763914775428
2025search,粉丝打榜投票入口,11,11,0.09090909090909091,0.44378588627523613,0.8288571957769958
2025search,跳转人物站外主页,31,31,0.03225806451612903,0.20062664743621625,0.5178296115780574
2025search,作品本体获取,25,25,0.04,0.2082983369729548,0.5602777311159639
2025search,人物单项属性查询,155,155,0.006451612903225807,0.05070253281567757,0.13958217785172858
2025search,人物肖像图片获取,77,77,0.012987012987012984,0.06859488509006455,0.25072240676226737
2025search,黑料绯闻炒作查询,11,11,0.09090909090909091,0.37108606190731797,0.7033458579352299
2025search,作品角色反查人物,58,58,0.017241379310344827,0.06131912243061804,0.24444598242092877
2025search,人物相关梗与说法解释,16,16,0.0625,0.14397080776248133,0.4849892187759164
2026search,裸名人物身份识别,4952,4952,0.00020193861066235868,0.03833500058194729,0.10746283628890393
2026search,群体名单枚举,254,254,0.003937007874015748,0.3170881287350805,0.48865602095811383
2026search,人物档案调阅,2981,2981,0.0003354579000335459,0.039105962013670184,0.07317357912614209
2026search,垂类外非人物查询,358,358,0.0027932960893854754,0.13885853436655812,0.21322742224465682
2026search,性化类目浏览或非具体人物浏览,94,94,0.010638297872340424,0.28491176804000345,0.4987089541899159
2026search,人物单项属性查询,194,194,0.005154639175257733,0.12074448529411765,0.24806985294117648
2026search,粉丝打榜投票入口,135,135,0.007407407407407407,0.10161113145367996,0.22562302108686752
2026search,公共职务现任者查询,190,190,0.005263157894736841,0.06397827940894929,0.19222200950275856
2026search,作品本体获取,14,14,0.07142857142857142,0.4453306746427385,0.7706879361914257
2026search,人事任免事件查询,39,39,0.02564102564102563,0.22935945470139488,0.4645871890940279
2026search,跳转人物站外主页,89,89,0.011235955056179773,0.06400085003896012,0.2563044556208826
2026search,人物近期事件状态查询,66,66,0.015151515151515154,0.08804094324954653,0.31627364602228564
2026search,艺人平台热度数值查询,247,247,0.004048582995951415,0.01581878846690683,0.07160992728674545
2026search,私人家世与感情关系查询,97,97,0.010309278350515465,0.05511297207645668,0.20310503276326164
2026search,人物肖像图片获取,215,215,0.004651162790697674,0.01770935615093281,0.08780158507504558
2026search,人物相关说法核实,8,8,0.125,0.47107882701103043,0.8401937046004843
2026search,作品角色反查人物,34,34,0.029411764705882353,0.09630212431156569,0.3044846577498033
2026search,人物相关梗与说法解释,13,13,0.07692307692307694,0.16477122454377147,0.5286961121396455
2026search,黑料绯闻炒作查询,2,2,0.5,0.5645412130637636,1.0
assistant_top,群体名单枚举,22,22,0.045454545454545456,0.1334091339776388,0.49024066704566976
assistant_top,人物近期事件状态查询,79,78,0.012978689312610165,0.04464689904934358,0.17304210049796281
assistant_top,垂类外非人物查询,84,82,0.012755102040816323,0.09605942339166562,0.2956901254773595
assistant_top,裸名人物身份识别,486,462,0.0022608342224254437,0.06859835543459379,0.17362759858706353
assistant_top,作品角色反查人物,15,15,0.06666666666666667,0.14109772423025438,0.5164658634538153
assistant_top,人物单项属性查询,28,25,0.04591836734693877,0.18406045052751638,0.4566581123467351
assistant_top,公共职务现任者查询,12,12,0.08333333333333334,0.18457169900615242,0.5825840037860862
assistant_top,人物档案调阅,48,48,0.020833333333333336,0.1468471062482004,0.39835876763604955
assistant_top,粉丝打榜投票入口,1,1,1.0,1.0,1.0
assistant_top,人物相关梗与说法解释,12,12,0.08333333333333334,0.2404136148211978,0.6031882809133996
assistant_top,人物肖像图片获取,7,4,0.38775510204081637,0.36892685531233316,0.9351308061932728
assistant_top,黑料绯闻炒作查询,11,11,0.09090909090909091,0.1830574488802337,0.5939629990262902
assistant_top,私人家世与感情关系查询,47,45,0.023087369850611127,0.07059046177138532,0.26703255109765334
assistant_top,人事任免事件查询,6,6,0.16666666666666669,0.5039439088518843,0.9224364592462752
assistant_top,人物相关说法核实,11,11,0.09090909090909091,0.19267734553775742,0.6384439359267735
assistant_top,性化类目浏览或非具体人物浏览,17,17,0.058823529411764705,0.3206560922855083,0.6658255227108868
assistant_top,艺人平台热度数值查询,1,1,1.0,1.0,1.0
assistant_top,作品本体获取,1,1,1.0,1.0,1.0
assistant_top,跳转人物站外主页,1,1,1.0,1.0,1.0
assistant_random,裸名人物身份识别,107,107,0.009345794392523366,0.2627737226277372,0.5255474452554744
assistant_random,群体名单枚举,107,107,0.009345794392523366,0.025641025641025644,0.09401709401709402
assistant_random,垂类外非人物查询,180,180,0.005555555555555556,0.03571428571428572,0.09693877551020409
assistant_random,公共职务现任者查询,34,34,0.029411764705882353,0.05555555555555555,0.19444444444444445
assistant_random,私人家世与感情关系查询,69,69,0.014492753623188403,0.027397260273972615,0.12328767123287677
assistant_random,人事任免事件查询,61,61,0.01639344262295082,0.05797101449275365,0.17391304347826095
assistant_random,人物肖像图片获取,16,16,0.0625,0.0625,0.3125
assistant_random,作品角色反查人物,30,30,0.03333333333333333,0.06451612903225806,0.1935483870967742
assistant_random,人物单项属性查询,79,79,0.012658227848101273,0.08045977011494257,0.14942528735632193
assistant_random,人物近期事件状态查询,85,85,0.011764705882352943,0.08653846153846156,0.20192307692307698
assistant_random,人物档案调阅,51,51,0.019607843137254905,0.09523809523809523,0.2698412698412698
assistant_random,人物相关说法核实,111,111,0.009009009009009007,0.03448275862068967,0.08620689655172419
assistant_random,人物相关梗与说法解释,7,7,0.14285714285714285,0.14285714285714285,0.7142857142857143
assistant_random,性化类目浏览或非具体人物浏览,6,6,0.16666666666666669,0.16666666666666666,0.8333333333333334
assistant_random,黑料绯闻炒作查询,4,4,0.25,0.25,1.0
assistant_random,作品本体获取,2,2,0.5,0.5,1.0
assistant_random,艺人平台热度数值查询,1,1,1.0,1.0,1.0
