label,a,b,k_a,k_b,n_a,n_b,share_a,share_b,diff_pp,lo_pp,hi_pp,kind,sig,why
裸名人物身份识别,2025search,2026search,6913,4952,9983,9982,0.6924772112591405,0.49609296734121416,-19.638424391792636,-20.967787712149505,-18.298797481718513,stable,True,时间（搜索内部，2025→2026）
垂类外非人物查询,2025search,2026search,553,358,9983,9982,0.05539417008915156,0.03586455620116209,-1.9529613887989468,-2.5341929572089104,-1.375729052572945,stable,True,时间（搜索内部，2025→2026）
公共职务现任者查询,2025search,2026search,305,190,9983,9982,0.030551938295101673,0.019034261671007816,-1.1517676624093858,-1.5869233399210068,-0.7218512310985877,stable,True,时间（搜索内部，2025→2026）
人事任免事件查询,2025search,2026search,114,39,9983,9982,0.011419413002103576,0.0039070326587858145,-0.7512380343317762,-1.002170357593394,-0.51313742633096,stable,True,时间（搜索内部，2025→2026）
私人家世与感情关系查询,2025search,2026search,168,97,9983,9982,0.016828608634678954,0.00971749148467241,-0.7111117150006544,-1.0338710809021205,-0.3949575540162091,stable,True,时间（搜索内部，2025→2026）
人物近期事件状态查询,2025search,2026search,121,66,9983,9982,0.012120605028548533,0.006611901422560609,-0.5508703605987925,-0.8242890825350544,-0.2848996911814744,stable,True,时间（搜索内部，2025→2026）
人物相关说法核实,2025search,2026search,35,8,9983,9982,0.003505960132224782,0.0008014425966740132,-0.2704517535550769,-0.41264117365099795,-0.1449354951807885,stable,True,时间（搜索内部，2025→2026）
作品角色反查人物,2025search,2026search,58,34,9983,9982,0.005809876790543925,0.0034061310358645563,-0.24037457546793686,-0.4353492662427968,-0.05211188365036455,stable,True,时间（搜索内部，2025→2026）
作品本体获取,2025search,2026search,25,14,9983,9982,0.002504257237303416,0.001402524544179523,-0.11017326931238927,-0.24199378301434848,0.014536192542135727,stable,False,时间（搜索内部，2025→2026）
性化类目浏览或非具体人物浏览,2025search,2026search,105,94,9983,9982,0.010517880396674346,0.009416950510919656,-0.11009298857546906,-0.38887610442567083,0.1673164467026411,stable,False,时间（搜索内部，2025→2026）
