bucket,n,label,share
留存(两年都在),4493,裸名人物身份识别,0.7774
留存(两年都在),4493,人物档案调阅,0.1026
留存(两年都在),4493,垂类外非人物查询,0.0423
留存(两年都在),4493,公共职务现任者查询,0.0191
留存(两年都在),4493,性化类目浏览或非具体人物浏览,0.0142
留存(两年都在),4493,群体名单枚举,0.0142
留存(两年都在),4493,人物单项属性查询,0.0114
留存(两年都在),4493,私人家世与感情关系查询,0.0049
留存(两年都在),4493,作品角色反查人物,0.004
留存(两年都在),4493,人物肖像图片获取,0.0033
留存(两年都在),4493,粉丝打榜投票入口,0.0022
留存(两年都在),4493,跳转人物站外主页,0.0013
留存(两年都在),4493,人物近期事件状态查询,0.0009
留存(两年都在),4493,作品本体获取,0.0007
留存(两年都在),4493,人物相关梗与说法解释,0.0007
留存(两年都在),4493,人事任免事件查询,0.0004
留存(两年都在),4493,黑料绯闻炒作查询,0.0002
掉榜(只在2025),5490,裸名人物身份识别,0.623
掉榜(只在2025),5490,人物档案调阅,0.112
掉榜(只在2025),5490,垂类外非人物查询,0.0661
掉榜(只在2025),5490,公共职务现任者查询,0.0399
掉榜(只在2025),5490,私人家世与感情关系查询,0.0266
掉榜(只在2025),5490,群体名单枚举,0.0264
掉榜(只在2025),5490,人物近期事件状态查询,0.0213
掉榜(只在2025),5490,人事任免事件查询,0.0204
掉榜(只在2025),5490,人物单项属性查询,0.0189
掉榜(只在2025),5490,人物肖像图片获取,0.0113
掉榜(只在2025),5490,性化类目浏览或非具体人物浏览,0.0075
掉榜(只在2025),5490,作品角色反查人物,0.0073
掉榜(只在2025),5490,人物相关说法核实,0.0064
掉榜(只在2025),5490,跳转人物站外主页,0.0046
掉榜(只在2025),5490,作品本体获取,0.004
掉榜(只在2025),5490,人物相关梗与说法解释,0.0024
掉榜(只在2025),5490,黑料绯闻炒作查询,0.0018
掉榜(只在2025),5490,粉丝打榜投票入口,0.0002
新进(只在2026),5489,人物档案调阅,0.4591
新进(只在2026),5489,裸名人物身份识别,0.2658
新进(只在2026),5489,艺人平台热度数值查询,0.045
新进(只在2026),5489,人物肖像图片获取,0.0364
新进(只在2026),5489,群体名单枚举,0.0346
新进(只在2026),5489,垂类外非人物查询,0.0306
新进(只在2026),5489,人物单项属性查询,0.0261
新进(只在2026),5489,粉丝打榜投票入口,0.0228
新进(只在2026),5489,公共职务现任者查询,0.0189
新进(只在2026),5489,跳转人物站外主页,0.0151
新进(只在2026),5489,私人家世与感情关系查询,0.0137
新进(只在2026),5489,人物近期事件状态查询,0.0113
新进(只在2026),5489,人事任免事件查询,0.0067
新进(只在2026),5489,性化类目浏览或非具体人物浏览,0.0055
新进(只在2026),5489,作品角色反查人物,0.0029
新进(只在2026),5489,作品本体获取,0.002
新进(只在2026),5489,人物相关梗与说法解释,0.0018
新进(只在2026),5489,人物相关说法核实,0.0015
新进(只在2026),5489,黑料绯闻炒作查询,0.0002
