label,a,b,k_a,k_b,n_a,n_b,share_a,share_b,diff_pp,lo_pp,hi_pp,kind,sig,why
专名信息查询,2025search,2026search,1210,744,9983,9982,0.12120605028548533,0.07453416149068323,-4.667188879480209,-5.490483846780089,-3.846066795865695,stable,True,时间（搜索内部，2025→2026）
名称含义查询,2025search,2026search,491,294,9983,9982,0.049183612140639085,0.029453015427769985,-1.97305967128691,-2.5150945937494473,-1.4360259999826386,stable,True,时间（搜索内部，2025→2026）
省级党委书记任免查询,2025search,2026search,94,1,9983,9982,0.009416007212260843,0.00010018032458425165,-0.9315826887676592,-1.1409677693254658,-0.7538529024959078,stable,True,时间（搜索内部，2025→2026）
党委书记及常委任职查询,2025search,2026search,153,66,9983,9982,0.015326054292296904,0.006611901422560609,-0.8714152869736296,-1.167497505178947,-0.5854119810390839,stable,True,时间（搜索内部，2025→2026）
查询人物背景与个人生活,2025search,2026search,145,69,9983,9982,0.014524691976359812,0.0069124423963133645,-0.7612249580046447,-1.053572565095016,-0.47785516229727887,stable,True,时间（搜索内部，2025→2026）
人物角色资料查询,2025search,2026search,316,247,9983,9982,0.031653811479515175,0.024744540172310158,-0.6909271307205016,-1.1527524956474045,-0.231767699460453,stable,True,时间（搜索内部，2025→2026）
查询含“马”字人物信息,2025search,2026search,104,50,9983,9982,0.01041771010718221,0.005009016229212583,-0.5408693877969627,-0.7908140574650051,-0.2999317935434682,stable,True,时间（搜索内部，2025→2026）
人名信息查询,2025search,2026search,214,163,9983,9982,0.02143644195131724,0.01632939290723302,-0.5107049044084221,-0.8915640737101694,-0.1330191551581913,stable,True,时间（搜索内部，2025→2026）
查询鹿晗关晓彤近况与感情动态,2025search,2026search,56,6,9983,9982,0.005609536211559652,0.0006010819475055099,-0.5008454264054142,-0.6707198080597143,-0.35387702392500614,stable,True,时间（搜索内部，2025→2026）
人物及机构基本信息查询,2025search,2026search,81,43,9983,9982,0.008113793448863068,0.004307753957122821,-0.3806039491740246,-0.605645583301991,-0.16344907750799947,stable,True,时间（搜索内部，2025→2026）
查询对象身份,2025search,2026search,92,59,9983,9982,0.009215666633276571,0.005910639150470847,-0.33050274828057236,-0.5764927037923211,-0.09006719570372498,stable,True,时间（搜索内部，2025→2026）
官员职务及履历查询,2025search,2026search,80,48,9983,9982,0.00801362315937093,0.004808655580044079,-0.3204967579326852,-0.5482379795873763,-0.09915521252674601,stable,True,时间（搜索内部，2025→2026）
查询人物配偶及亲属关系,2025search,2026search,67,38,9983,9982,0.006711409395973154,0.003806852334201563,-0.2904557061771591,-0.49813569473423047,-0.08988429508138157,stable,True,时间（搜索内部，2025→2026）
查询女性人物资料,2025search,2026search,54,28,9983,9982,0.005409195632575378,0.002805049088359046,-0.26041465442163314,-0.44587682998736466,-0.08314685549222717,stable,True,时间（搜索内部，2025→2026）
查询人物图片,2025search,2026search,90,64,9983,9982,0.009015326054292297,0.006411540773392106,-0.2603785280900191,-0.5080792785704891,-0.016952745771229173,stable,True,时间（搜索内部，2025→2026）
查询人物身份与归属信息,2025search,2026search,52,31,9983,9982,0.005208855053591105,0.003105590062111801,-0.21032649914793036,-0.39602388026631646,-0.03113455404988466,stable,True,时间（搜索内部，2025→2026）
查询明星娱乐八卦动态,2025search,2026search,116,98,9983,9982,0.01161975358108785,0.009817671809256662,-0.1802081771831188,-0.46932856046237054,0.10682769739553612,stable,False,时间（搜索内部，2025→2026）
列举特定对象的重要成果与相关条目,2025search,2026search,18,8,9983,9982,0.0018030652108584593,0.0008014425966740132,-0.10016226141844461,-0.21193147076988542,0.002106705141258149,stable,False,时间（搜索内部，2025→2026）
查询女性人物及角色信息,2025search,2026search,63,56,9983,9982,0.006310728238004608,0.005610098176718092,-0.07006300612865156,-0.287663083542557,0.14604508948368963,stable,False,时间（搜索内部，2025→2026）
美女图片查询,2025search,2026search,56,51,9983,9982,0.005609536211559652,0.005109196553796835,-0.05003396577628171,-0.2566807159883805,0.15542680343873508,stable,False,时间（搜索内部，2025→2026）
查询个人背景与任职信息,2025search,2026search,25,21,9983,9982,0.002504257237303416,0.0021037868162692847,-0.040047042103413116,-0.1795220024153643,0.09724155233599253,stable,False,时间（搜索内部，2025→2026）
查询部长级官员任职信息,2025search,2026search,38,36,9983,9982,0.003806471000701192,0.0036064916850330597,-0.019997931566813256,-0.1931619355731266,0.15248226520339603,stable,False,时间（搜索内部，2025→2026）
领导班子成员名单查询,2025search,2026search,44,43,9983,9982,0.0044074927376540115,0.004307753957122821,-0.009973878053119029,-0.19675373977958832,0.17651797896937182,stable,False,时间（搜索内部，2025→2026）
查询习近平总书记个人信息与讲话,2025search,2026search,3,14,9983,9982,0.0003005108684764099,0.001402524544179523,0.11020136757031132,0.028905776954169328,0.20729498567362156,stable,True,时间（搜索内部，2025→2026）
人物年龄及属性查询,2025search,2026search,29,40,9983,9982,0.0029049383952719624,0.004007212983370066,0.1102274588098104,-0.05491607781179736,0.27945029738596117,stable,False,时间（搜索内部，2025→2026）
人物简历查询,2025search,2026search,70,99,9983,9982,0.007011920264449564,0.009917852133840914,0.29059318693913494,0.03589247991191958,0.5496331225988942,stable,True,时间（搜索内部，2025→2026）
查询中国中央党政军领导成员名单与职务,2025search,2026search,156,190,9983,9982,0.015626565160773313,0.019034261671007816,0.34076965102345025,-0.021895836429313344,0.7057729137735398,stable,False,时间（搜索内部，2025→2026）
查询习近平个人资料与讲话,2025search,2026search,47,85,9983,9982,0.0047080036061304216,0.00851532758966139,0.3807323983530969,0.15654870774270804,0.6123121596307202,stable,True,时间（搜索内部，2025→2026）
查询人物个人资料简历,2025search,2026search,72,134,9983,9982,0.007212260843433837,0.013424163494289721,0.6211902650855884,0.3423300357682167,0.90764476169355,stable,True,时间（搜索内部，2025→2026）
人物个人简介查询,2025search,2026search,77,141,9983,9982,0.0077131122908945205,0.014125425766379483,0.6412313475484962,0.35437895988963297,0.9354595891015342,stable,True,时间（搜索内部，2025→2026）
七一勋章获得者信息查询,2025search,2026search,2,87,9983,9982,0.00020034057898427325,0.008715688238829894,0.851534765984562,0.678819471499153,1.054241131410065,stable,True,时间（搜索内部，2025→2026）
鞠婧祎资料与送花影响力查询,2025search,2026search,7,108,9983,9982,0.0007011920264449565,0.010819475055099179,1.0118283028654222,0.8124062944746291,1.2373403222955879,stable,True,时间（搜索内部，2025→2026）
肖战个人资料简介查询,2025search,2026search,14,131,9983,9982,0.001402384052889913,0.013123622520536966,1.1721238467647053,0.9459252393808724,1.421378166202921,stable,True,时间（搜索内部，2025→2026）
明星百度影响力查询,2025search,2026search,0,144,9983,9982,0.0,0.014425966740132239,1.442596674013224,1.2232631228452258,1.6958901525891257,emergent,True,时间（搜索内部，2025→2026）
百度送花明星影响力查询,2025search,2026search,12,206,9983,9982,0.0012020434739056396,0.02063714686435584,1.94351033904502,1.6674876694655492,2.2458049171749304,stable,True,时间（搜索内部，2025→2026）
人物资料查询,2025search,2026search,5835,6339,9983,9982,0.5844936391866172,0.6350430775395712,5.054943835295401,3.702411364468176,6.4048652723977915,stable,True,时间（搜索内部，2025→2026）
人物资料查询,2026search,assistant_top,6339,414,9982,889,0.6350430775395712,0.46569178852643417,-16.935128901313707,-20.32500877464592,-13.514003431353025,stable,True,界面（同为头部流量）
专名信息查询,2026search,assistant_top,744,36,9982,889,0.07453416149068323,0.04049493813273341,-3.403922335794982,-4.6349763121794325,-1.8176936754915496,stable,True,界面（同为头部流量）
百度送花明星影响力查询,2026search,assistant_top,206,2,9982,889,0.02063714686435584,0.0022497187851518562,-1.838742807920398,-2.1784329632999704,-1.192152203778919,stable,True,界面（同为头部流量）
明星百度影响力查询,2026search,assistant_top,144,0,9982,889,0.014425966740132239,0.0,-1.442596674013224,-1.6958901525891257,-0.9611992114776033,receded,True,界面（同为头部流量）
查询人物个人资料简历,2026search,assistant_top,134,1,9982,889,0.013424163494289721,0.0011248593925759281,-1.2299304101713795,-1.4920519109273698,-0.6681834326922884,stable,True,界面（同为头部流量）
肖战个人资料简介查询,2026search,assistant_top,131,1,9982,889,0.013123622520536966,0.0011248593925759281,-1.1998763127961036,-1.459673878968578,-0.639052467539111,stable,True,界面（同为头部流量）
人物角色资料查询,2026search,assistant_top,247,13,9982,889,0.024744540172310158,0.014623172103487065,-1.0121368068823093,-1.6988810810598272,0.05076515849434544,stable,False,界面（同为头部流量）
鞠婧祎资料与送花影响力查询,2026search,assistant_top,108,1,9982,889,0.010819475055099179,0.0011248593925759281,-0.9694615662523252,-1.210560363958915,-0.4157471782503882,stable,True,界面（同为头部流量）
七一勋章获得者信息查询,2026search,assistant_top,87,0,9982,889,0.008715688238829894,0.0,-0.8715688238829894,-1.0737530569005849,-0.41098380925282163,receded,True,界面（同为头部流量）
人物个人简介查询,2026search,assistant_top,141,6,9982,889,0.014125425766379483,0.006749156355455568,-0.7376269410923915,-1.180741667954192,0.08041255519626112,stable,False,界面（同为头部流量）
查询习近平个人资料与讲话,2026search,assistant_top,85,2,9982,889,0.00851532758966139,0.0022497187851518562,-0.6265608804509535,-0.8848203499722863,-0.013130868279487718,stable,True,界面（同为头部流量）
人物简历查询,2026search,assistant_top,99,4,9982,889,0.009917852133840914,0.0044994375703037125,-0.5418414563537202,-0.8902411218979075,0.18122374533059304,stable,False,界面（同为头部流量）
查询中国中央党政军领导成员名单与职务,2026search,assistant_top,190,13,9982,889,0.019034261671007816,0.014623172103487065,-0.44110895675207507,-1.1114885700489046,0.6124523122507018,stable,False,界面（同为头部流量）
党委书记及常委任职查询,2026search,assistant_top,66,3,9982,889,0.006611901422560609,0.003374578177727784,-0.3237323244832825,-0.6094371815294218,0.3413818219789629,stable,False,界面（同为头部流量）
领导班子成员名单查询,2026search,assistant_top,43,1,9982,889,0.004307753957122821,0.0011248593925759281,-0.3182894564546893,-0.49367373110753887,0.2152501337706873,stable,False,界面（同为头部流量）
查询部长级官员任职信息,2026search,assistant_top,36,1,9982,889,0.0036064916850330597,0.0011248593925759281,-0.24816322924571316,-0.41454228846787705,0.28324394605156744,stable,False,界面（同为头部流量）
人物年龄及属性查询,2026search,assistant_top,40,2,9982,889,0.004007212983370066,0.0022497187851518562,-0.17574941982182102,-0.3937357905821929,0.42529332747375354,stable,False,界面（同为头部流量）
查询女性人物资料,2026search,assistant_top,28,1,9982,889,0.002805049088359046,0.0011248593925759281,-0.1680189695783118,-0.323282762535051,0.36098654285389553,stable,False,界面（同为头部流量）
查询习近平总书记个人信息与讲话,2026search,assistant_top,14,0,9982,889,0.001402524544179523,0.0,-0.1402524544179523,-0.23529940228664387,0.29371662520768393,receded,False,界面（同为头部流量）
查询含“马”字人物信息,2026search,assistant_top,50,4,9982,889,0.005009016229212583,0.0044994375703037125,-0.05095786589088703,-0.3683767855212087,0.6605725713027478,stable,False,界面（同为头部流量）
省级党委书记任免查询,2026search,assistant_top,1,0,9982,889,0.00010018032458425165,0.0,-0.010018032458425166,-0.056728962024129595,0.42031200105312794,receded,False,界面（同为头部流量）
查询鹿晗关晓彤近况与感情动态,2026search,assistant_top,6,1,9982,889,0.0006010819475055099,0.0011248593925759281,0.05237774450704182,-0.06431786351072243,0.5753018931063046,stable,False,界面（同为头部流量）
查询个人背景与任职信息,2026search,assistant_top,21,3,9982,889,0.0021037868162692847,0.003374578177727784,0.12707913614584992,-0.1217025129336954,0.7811096822482919,stable,False,界面（同为头部流量）
查询人物配偶及亲属关系,2026search,assistant_top,38,5,9982,889,0.003806852334201563,0.00562429696287964,0.18174446286780768,-0.1698872685652888,0.9362077091296831,stable,False,界面（同为头部流量）
名称含义查询,2026search,assistant_top,294,28,9982,889,0.029453015427769985,0.031496062992125984,0.20430475643559987,-0.8191208137150645,1.6047516372007493,stable,False,界面（同为头部流量）
美女图片查询,2026search,assistant_top,51,9,9982,889,0.005109196553796835,0.010123734533183352,0.5014537979386517,-0.0034811356405585643,1.4100925400279616,stable,False,界面（同为头部流量）
官员职务及履历查询,2026search,assistant_top,48,10,9982,889,0.004808655580044079,0.01124859392575928,0.64399383457152,0.1080417671823681,1.5847179967747629,stable,True,界面（同为头部流量）
查询人物图片,2026search,assistant_top,64,15,9982,889,0.006411540773392106,0.01687289088863892,1.0461350115246815,0.3608244884747711,2.1328985297514422,stable,True,界面（同为头部流量）
查询女性人物及角色信息,2026search,assistant_top,56,15,9982,889,0.005610098176718092,0.01687289088863892,1.1262792711920828,0.4434635153981101,2.211811752305947,stable,True,界面（同为头部流量）
列举特定对象的重要成果与相关条目,2026search,assistant_top,8,12,9982,889,0.0008014425966740132,0.013498312710911136,1.2696870114237122,0.6884279112378484,2.26511839281261,stable,True,界面（同为头部流量）
查询人物身份与归属信息,2026search,assistant_top,31,15,9982,889,0.003105590062111801,0.01687289088863892,1.376730082652712,0.7019629327160722,2.458497546393321,stable,True,界面（同为头部流量）
人名信息查询,2026search,assistant_top,163,38,9982,889,0.01632939290723302,0.04274465691788527,2.641526401065225,1.4659941212435457,4.1967991637062285,stable,True,界面（同为头部流量）
人物及机构基本信息查询,2026search,assistant_top,43,33,9982,889,0.004307753957122821,0.03712035995500562,3.28126059978828,2.2139934984113814,4.740606092148868,stable,True,界面（同为头部流量）
查询对象身份,2026search,assistant_top,59,42,9982,889,0.005910639150470847,0.047244094488188976,4.133345533771813,2.91098485311619,5.738827081108925,stable,True,界面（同为头部流量）
查询人物背景与个人生活,2026search,assistant_top,69,64,9982,889,0.0069124423963133645,0.0719910011248594,6.507855872854604,4.975702992651991,8.402922002251707,stable,True,界面（同为头部流量）
查询明星娱乐八卦动态,2026search,assistant_top,98,94,9982,889,0.009817671809256662,0.10573678290213723,9.591911109288057,7.7252091839031,11.792671521438198,stable,True,界面（同为头部流量）
人物资料查询,assistant_top,assistant_random,414,82,889,950,0.46569178852643417,0.0863157894736842,-37.937599905275,-41.60337868350706,-34.13791476270953,stable,True,深度（助手头部→长尾）
查询明星娱乐八卦动态,assistant_top,assistant_random,94,43,889,950,0.10573678290213723,0.045263157894736845,-6.0473625007400384,-8.5236907054898,-3.6526892918177194,stable,True,深度（助手头部→长尾）
人名信息查询,assistant_top,assistant_random,38,5,889,950,0.04274465691788527,0.005263157894736842,-3.748149902314842,-5.315455912514431,-2.40657131673982,stable,True,深度（助手头部→长尾）
名称含义查询,assistant_top,assistant_random,28,8,889,950,0.031496062992125984,0.008421052631578947,-2.3075010360547035,-3.7339320557632325,-1.0497007263707625,stable,True,深度（助手头部→长尾）
查询女性人物及角色信息,assistant_top,assistant_random,15,8,889,950,0.01687289088863892,0.008421052631578947,-0.8451838257059974,-2.00011581471727,0.20159244791133207,stable,False,深度（助手头部→长尾）
官员职务及履历查询,assistant_top,assistant_random,10,5,889,950,0.01124859392575928,0.005263157894736842,-0.5985436031022437,-1.5792726930698566,0.26898548733841354,stable,False,深度（助手头部→长尾）
美女图片查询,assistant_top,assistant_random,9,4,889,950,0.010123734533183352,0.004210526315789474,-0.5913208217393878,-1.5277332600069835,0.2212988627421777,stable,False,深度（助手头部→长尾）
人物角色资料查询,assistant_top,assistant_random,13,9,889,950,0.014623172103487065,0.009473684210526316,-0.5149487892960748,-1.632209164649932,0.5233469954217208,stable,False,深度（助手头部→长尾）
专名信息查询,assistant_top,assistant_random,36,34,889,950,0.04049493813273341,0.035789473684210524,-0.47054644485228847,-2.281756926577276,1.3010982038163563,stable,False,深度（助手头部→长尾）
人物个人简介查询,assistant_top,assistant_random,6,2,889,950,0.006749156355455568,0.002105263157894737,-0.4643893197560831,-1.2687141897806415,0.1990177610111411,stable,False,深度（助手头部→长尾）
查询含“马”字人物信息,assistant_top,assistant_random,4,1,889,950,0.0044994375703037125,0.0010526315789473684,-0.3446805991356344,-1.051231288931227,0.2158830680872227,stable,False,深度（助手头部→长尾）
查询对象身份,assistant_top,assistant_random,42,42,889,950,0.047244094488188976,0.04421052631578947,-0.30335681723995045,-2.264364248452329,1.6248317449271545,stable,False,深度（助手头部→长尾）
查询人物配偶及亲属关系,assistant_top,assistant_random,5,3,889,950,0.00562429696287964,0.003157894736842105,-0.24664022260375346,-1.0225070264468368,0.44181089209863256,stable,False,深度（助手头部→长尾）
百度送花明星影响力查询,assistant_top,assistant_random,2,0,889,950,0.0022497187851518562,0.0,-0.22497187851518563,-0.8165417237096031,0.20959464841359515,receded,False,深度（助手头部→长尾）
