label,a,b,k_a,k_b,n_a,n_b,share_a,share_b,diff_pp,lo_pp,hi_pp,kind,sig,why
思想汇报与心得体会范文查询,2025search,2026search,702,501,9988,9995,0.07028434120945135,0.050125062531265634,-2.0159278678185713,-2.6770351942659736,-1.3575090307869007,stable,True,时间（搜索内部，2025→2026）
文案短句查询,2025search,2026search,1101,979,9988,9995,0.11023227873448138,0.09794897448724363,-1.2283304247237754,-2.0755988373113046,-0.3815388671791764,stable,True,时间（搜索内部，2025→2026）
办公文档与演示文稿模板查询,2025search,2026search,539,444,9988,9995,0.053964757709251104,0.04442221110555278,-0.9542546603698326,-1.5556012310474123,-0.3546665620707789,stable,True,时间（搜索内部，2025→2026）
文书写法与模板查询,2025search,2026search,243,165,9988,9995,0.024329195034040848,0.016508254127063533,-0.7820940906977315,-1.1780241751292508,-0.3906479936320308,stable,True,时间（搜索内部，2025→2026）
经典语录短句查询,2025search,2026search,162,96,9988,9995,0.016219463356027232,0.0096048024012006,-0.6614660954826632,-0.9797347725720402,-0.3495478082070356,stable,True,时间（搜索内部，2025→2026）
安全标志与安全生产信息查询,2025search,2026search,250,195,9988,9995,0.0250300360432519,0.01950975487743872,-0.5520281165813181,-0.9641408632020007,-0.14277523286131844,stable,True,时间（搜索内部，2025→2026）
术语定义查询,2025search,2026search,311,257,9988,9995,0.031137364837805367,0.025712856428214106,-0.5424508409591262,-1.0056061478317402,-0.08139368470057749,stable,True,时间（搜索内部，2025→2026）
术语含义查询,2025search,2026search,299,250,9988,9995,0.029935923107729277,0.02501250625312656,-0.49234168546027146,-0.9479300798592845,-0.03874048250746328,stable,True,时间（搜索内部，2025→2026）
人口统计数据查询,2025search,2026search,221,178,9988,9995,0.02212655186223468,0.017808904452226115,-0.4317647410008566,-0.8225825255305584,-0.043488577251391256,stable,True,时间（搜索内部，2025→2026）
家长寄语评语写法查询,2025search,2026search,168,127,9988,9995,0.01682018422106528,0.012706353176588294,-0.4113831044476985,-0.749480791642772,-0.07668467626940688,stable,True,时间（搜索内部，2025→2026）
查询感谢老师话语模板,2025search,2026search,158,131,9988,9995,0.015818982779335203,0.01310655327663832,-0.2712429502696883,-0.6054703532955822,0.060686375120733854,stable,False,时间（搜索内部，2025→2026）
调整生成结果,2025search,2026search,73,59,9988,9995,0.007308770524629555,0.005902951475737869,-0.14058190488916858,-0.36970801420793636,0.0858137510334863,stable,False,时间（搜索内部，2025→2026）
获取爆笑笑话与脑筋急转弯合集,2025search,2026search,91,81,9988,9995,0.009110933119743692,0.008104052026013006,-0.10068810937306857,-0.3603141165955365,0.15744051630921999,stable,False,时间（搜索内部，2025→2026）
再生成与调整回答,2025search,2026search,991,982,9988,9995,0.09921906287545054,0.09824912456228115,-0.09699383131693967,-0.9246369021250642,0.7305837767587366,stable,False,时间（搜索内部，2025→2026）
头像图片查询,2025search,2026search,235,226,9988,9995,0.02352823388065679,0.022611305652826413,-0.0916928227830377,-0.5097572095724214,0.32589418357705713,stable,False,时间（搜索内部，2025→2026）
情侣头像查询,2025search,2026search,28,29,9988,9995,0.002803364036844213,0.0029014507253626812,0.00980866885184682,-0.14270476505005086,0.162729680703922,stable,False,时间（搜索内部，2025→2026）
女生头像图片查询,2025search,2026search,196,198,9988,9995,0.01962354825790949,0.019809904952476236,0.01863566945667465,-0.368527212453909,0.4058810563558333,stable,False,时间（搜索内部，2025→2026）
查询故事内容,2025search,2026search,278,283,9988,9995,0.027833400080096115,0.02831415707853927,0.04807569984431534,-0.4112419841404893,0.507552567857737,stable,False,时间（搜索内部，2025→2026）
图片搜索,2025search,2026search,1244,1253,9988,9995,0.12454945935122147,0.12536268134067033,0.0813221989448859,-0.8358989545909931,0.9985345469644561,stable,False,时间（搜索内部，2025→2026）
男生头像查询,2025search,2026search,103,120,9988,9995,0.010312374849819783,0.01200600300150075,0.16936281516809673,-0.12334653839176052,0.4639223702316852,stable,False,时间（搜索内部，2025→2026）
按关键词查找图片,2025search,2026search,243,265,9988,9995,0.024329195034040848,0.026513256628314157,0.21840615942733088,-0.21902424564700557,0.6567644195216904,stable,False,时间（搜索内部，2025→2026）
生成角色扮演对话,2025search,2026search,54,80,9988,9995,0.005406487785342411,0.0080040020010005,0.2597514215658089,0.032837246206491186,0.4915727333165862,stable,True,时间（搜索内部，2025→2026）
微信头像图片查询,2025search,2026search,199,228,9988,9995,0.019923908690428514,0.022811405702851426,0.28874970124229127,-0.11306218236030999,0.692086781473456,stable,False,时间（搜索内部，2025→2026）
报刊电子版查询,2025search,2026search,96,129,9988,9995,0.00961153384060873,0.012906453226613306,0.32949193860045756,0.03641759395201964,0.6261658176986324,stable,True,时间（搜索内部，2025→2026）
漫画App官方下载入口查询,2025search,2026search,152,192,9988,9995,0.015218261914297157,0.0192096048024012,0.3991342888104042,0.03803813836629677,0.7629566390558817,stable,True,时间（搜索内部，2025→2026）
七月及七一图片与祝福语查询,2025search,2026search,198,261,9988,9995,0.019823788546255508,0.026113056528264133,0.6289267982008625,0.21363698585919638,1.0473032091573873,stable,True,时间（搜索内部，2025→2026）
早安问候图片查询,2025search,2026search,147,219,9988,9995,0.01471766119343212,0.02191095547773887,0.7193294284306749,0.3482062763500013,1.0950706504333143,stable,True,时间（搜索内部，2025→2026）
查询事物图片,2025search,2026search,523,631,9988,9995,0.05236283540248298,0.06313156578289145,1.0768730380408467,0.43019283250324714,1.7250455752816176,stable,True,时间（搜索内部，2025→2026）
查找漫画资源,2025search,2026search,422,631,9988,9995,0.04225070084100921,0.06313156578289145,2.088086494188224,1.4701262590538007,2.7094597020144775,stable,True,时间（搜索内部，2025→2026）
查询免费漫画在线观看入口,2025search,2026search,561,805,9988,9995,0.05616740088105727,0.08054027013506754,2.4372869254010268,1.738975408680049,3.138144846198595,stable,True,时间（搜索内部，2025→2026）
查询免费漫画在线观看入口,2026search,assistant_top,805,1,9995,850,0.08054027013506754,0.001176470588235294,-7.9363799546832245,-8.49460063644429,-7.184290879718938,stable,True,界面（同为头部流量）
图片搜索,2026search,assistant_top,1253,41,9995,850,0.12536268134067033,0.04823529411764706,-7.712738722302327,-9.126386064088571,-5.940433247152501,stable,True,界面（同为头部流量）
查询事物图片,2026search,assistant_top,631,2,9995,850,0.06313156578289145,0.002352941176470588,-6.077862460642086,-6.6003197814667995,-5.3069120305412545,stable,True,界面（同为头部流量）
查找漫画资源,2026search,assistant_top,631,5,9995,850,0.06313156578289145,0.0058823529411764705,-5.724921284171498,-6.322575029210165,-4.818132753394734,stable,True,界面（同为头部流量）
思想汇报与心得体会范文查询,2026search,assistant_top,501,5,9995,850,0.050125062531265634,0.0058823529411764705,-4.424270959008917,-4.98257072591878,-3.541545499021601,stable,True,界面（同为头部流量）
办公文档与演示文稿模板查询,2026search,assistant_top,444,8,9995,850,0.04442221110555278,0.009411764705882352,-3.5010446399670423,-4.127694520830478,-2.5169336953087047,stable,True,界面（同为头部流量）
再生成与调整回答,2026search,assistant_top,982,58,9995,850,0.09824912456228115,0.06823529411764706,-3.0013830444634086,-4.624157278301832,-1.0214467312991842,stable,True,界面（同为头部流量）
查询故事内容,2026search,assistant_top,283,1,9995,850,0.02831415707853927,0.001176470588235294,-2.7137686490303974,-3.0709012457659894,-2.087376792985165,stable,True,界面（同为头部流量）
按关键词查找图片,2026search,assistant_top,265,0,9995,850,0.026513256628314157,0.0,-2.6513256628314155,-2.984939488458851,-2.1121043386479226,receded,True,界面（同为头部流量）
七月及七一图片与祝福语查询,2026search,assistant_top,261,0,9995,850,0.026113056528264133,0.0,-2.611305652826413,-2.9426182452132084,-2.0733662565245226,receded,True,界面（同为头部流量）
头像图片查询,2026search,assistant_top,226,2,9995,850,0.022611305652826413,0.002352941176470588,-2.0258364476355823,-2.380014753903238,-1.3494868306080556,stable,True,界面（同为头部流量）
安全标志与安全生产信息查询,2026search,assistant_top,195,0,9995,850,0.01950975487743872,0.0,-1.9509754877438719,-2.241157800784682,-1.4346862352185028,receded,True,界面（同为头部流量）
漫画App官方下载入口查询,2026search,assistant_top,192,0,9995,850,0.0192096048024012,0.0,-1.92096048024012,-2.209107636794681,-1.4056777525146518,receded,True,界面（同为头部流量）
术语含义查询,2026search,assistant_top,250,6,9995,850,0.02501250625312656,0.007058823529411765,-1.7953682723714794,-2.296824487786659,-0.9209144192472882,stable,True,界面（同为头部流量）
早安问候图片查询,2026search,assistant_top,219,5,9995,850,0.02191095547773887,0.0058823529411764705,-1.6028602536562397,-2.0577827870255896,-0.7764656922039448,stable,True,界面（同为头部流量）
人口统计数据查询,2026search,assistant_top,178,2,9995,850,0.017808904452226115,0.002352941176470588,-1.5455963275755527,-1.8722013187153392,-0.8816397994768035,stable,True,界面（同为头部流量）
女生头像图片查询,2026search,assistant_top,198,5,9995,850,0.019809904952476236,0.0058823529411764705,-1.3927552011299766,-1.8385839964712658,-0.5707694769562174,stable,True,界面（同为头部流量）
报刊电子版查询,2026search,assistant_top,129,0,9995,850,0.012906453226613306,0.0,-1.2906453226613306,-1.5313850782549328,-0.7969361897981926,receded,True,界面（同为头部流量）
男生头像查询,2026search,assistant_top,120,0,9995,850,0.01200600300150075,0.0,-1.2006003001500751,-1.433646531533457,-0.7100368938713515,receded,True,界面（同为头部流量）
术语定义查询,2026search,assistant_top,257,15,9995,850,0.025712856428214106,0.01764705882352941,-0.8065797604684695,-1.5731652643723268,0.357213925057202,stable,False,界面（同为头部流量）
微信头像图片查询,2026search,assistant_top,228,14,9995,850,0.022811405702851426,0.01647058823529412,-0.6340817467557307,-1.367036056260548,0.4983153312784212,stable,False,界面（同为头部流量）
获取爆笑笑话与脑筋急转弯合集,2026search,assistant_top,81,6,9995,850,0.008104052026013006,0.007058823529411765,-0.10452284966012415,-0.5336922067728894,0.7359646843085395,stable,False,界面（同为头部流量）
文书写法与模板查询,2026search,assistant_top,165,14,9995,850,0.016508254127063533,0.01647058823529412,-0.0037665891769414483,-0.7196777969493576,1.1189640942336616,stable,False,界面（同为头部流量）
查询感谢老师话语模板,2026search,assistant_top,131,12,9995,850,0.01310655327663832,0.01411764705882353,0.101109378218521,-0.5481991421380956,1.1606898844185933,stable,False,界面（同为头部流量）
情侣头像查询,2026search,assistant_top,29,11,9995,850,0.0029014507253626812,0.012941176470588235,1.0039725745225554,0.4201694214927822,2.016058746939978,stable,True,界面（同为头部流量）
经典语录短句查询,2026search,assistant_top,96,20,9995,850,0.0096048024012006,0.023529411764705882,1.3924609363505283,0.5412201005177592,2.6578014209261287,stable,True,界面（同为头部流量）
家长寄语评语写法查询,2026search,assistant_top,127,43,9995,850,0.012706353176588294,0.05058823529411765,3.788188211752935,2.4844551146430613,5.486212160261796,stable,True,界面（同为头部流量）
生成角色扮演对话,2026search,assistant_top,80,71,9995,850,0.0080040020010005,0.08352941176470588,7.552540976370538,5.8634019865027325,9.611156533897901,stable,True,界面（同为头部流量）
文案短句查询,2026search,assistant_top,979,218,9995,850,0.09794897448724363,0.2564705882352941,15.852161374805048,12.96789232389714,18.945311542470023,stable,True,界面（同为头部流量）
调整生成结果,2026search,assistant_top,59,285,9995,850,0.005902951475737869,0.3352941176470588,32.93911661713209,29.841109368424707,36.18334267730907,stable,True,界面（同为头部流量）
调整生成结果,assistant_top,assistant_random,285,35,850,953,0.3352941176470588,0.03672612801678909,-29.85679896302697,-33.255076339007296,-26.464629968873552,stable,True,深度（助手头部→长尾）
