source,label,n,distinct,hhi_strings,top1_pv_share,top5_pv_share
2025search,文案短句查询,1101,1101,0.0009082652134423249,0.15948658390945641,0.24212509997699153
2025search,报刊电子版查询,96,96,0.01041666666666667,0.5752172944060618,0.7201498774236682
2025search,头像图片查询,235,235,0.004255319148936169,0.3786061063760923,0.5047470061495306
2025search,七月及七一图片与祝福语查询,198,198,0.005050505050505053,0.1502671175400261,0.43503186300982893
2025search,漫画App官方下载入口查询,152,152,0.006578947368421052,0.19647252324238576,0.43475217842686675
2025search,图片搜索,1244,1244,0.0008038585209003213,0.04770218731056779,0.11611562942008485
2025search,查找漫画资源,422,422,0.0023696682464454982,0.08687231629779697,0.2873488526177643
2025search,再生成与调整回答,991,991,0.0010090817356205855,0.03746410302081478,0.128147918990791
2025search,微信头像图片查询,199,199,0.0050251256281407045,0.1048017289983086,0.36023303890246194
2025search,查询感谢老师话语模板,158,158,0.006329113924050635,0.1760826342078464,0.4108433150671646
2025search,安全标志与安全生产信息查询,250,250,0.004,0.15438070385375066,0.3291907556119433
2025search,获取爆笑笑话与脑筋急转弯合集,91,91,0.01098901098901099,0.2000789110278161,0.5056618662458079
2025search,男生头像查询,103,103,0.009708737864077664,0.2012989690721649,0.4989484536082473
2025search,术语定义查询,311,311,0.0032154340836012857,0.10752758629727675,0.22426807852593506
2025search,情侣头像查询,28,28,0.03571428571428572,0.43838932514612977,0.769498730589833
2025search,早安问候图片查询,147,147,0.006802721088435375,0.11239393079082677,0.36856881486388443
2025search,家长寄语评语写法查询,168,168,0.00595238095238095,0.13904098558660116,0.2792495369997584
2025search,思想汇报与心得体会范文查询,702,702,0.0014245014245014248,0.03893942502792786,0.10929484987346964
2025search,文书写法与模板查询,243,243,0.004115226337448562,0.10265912086208231,0.24663927436235367
2025search,女生头像图片查询,196,196,0.005102040816326529,0.06856914732523885,0.27607995374576694
2025search,术语含义查询,299,299,0.0033444816053511714,0.07416947800508532,0.15133033087929798
2025search,查询免费漫画在线观看入口,561,561,0.0017825311942958996,0.025279652429615013,0.09849593684391784
2025search,调整生成结果,73,73,0.013698630136986297,0.194290331268516,0.34705090223538915
2025search,办公文档与演示文稿模板查询,539,539,0.0018552875695732843,0.02188925652980398,0.10296034491402217
2025search,按关键词查找图片,243,243,0.004115226337448562,0.046541728953221284,0.1534436868778941
2025search,查询事物图片,523,523,0.001912045889101338,0.022617184589015574,0.08012892167821743
2025search,经典语录短句查询,162,162,0.006172839506172837,0.06570266109522763,0.20631735210028593
2025search,查询故事内容,278,278,0.003597122302158274,0.03627058299955497,0.13053913154046667
2025search,人口统计数据查询,221,221,0.004524886877828055,0.03907362158716668,0.14454477849782216
2025search,生成角色扮演对话,54,54,0.018518518518518514,0.07590278966284443,0.31687489303440014
2026search,报刊电子版查询,129,129,0.007751937984496124,0.5819490586932448,0.7256552233296419
2026search,头像图片查询,226,226,0.004424778761061948,0.4154012784845075,0.48370038439484364
2026search,漫画App官方下载入口查询,192,192,0.005208333333333335,0.22887710905682335,0.4182235438619174
2026search,查找漫画资源,631,631,0.0015847860538827257,0.09560226300901256,0.20216597592263663
2026search,七月及七一图片与祝福语查询,261,261,0.003831417624521072,0.12704741511918388,0.3013868891596215
2026search,再生成与调整回答,982,982,0.0010183299389002036,0.044712950019589734,0.14877552106258557
2026search,早安问候图片查询,219,219,0.004566210045662101,0.14433159123031913,0.3804687243204154
2026search,图片搜索,1253,1253,0.0007980845969672785,0.05147811169316545,0.10423674294642035
2026search,安全标志与安全生产信息查询,195,195,0.005128205128205129,0.2343830334190231,0.34897172236503854
2026search,办公文档与演示文稿模板查询,444,444,0.0022522522522522527,0.08953768856782193,0.22086963042581645
2026search,按关键词查找图片,265,265,0.0037735849056603774,0.16731147138295258,0.2448722672562024
2026search,微信头像图片查询,228,228,0.0043859649122807015,0.08520157643106346,0.3296291510531077
2026search,获取爆笑笑话与脑筋急转弯合集,81,81,0.012345679012345675,0.19685625261591408,0.5103938985257871
2026search,查询感谢老师话语模板,131,131,0.007633587786259541,0.17990745145526102,0.36439908316394937
2026search,文案短句查询,979,979,0.0010214504596527067,0.02578831039702092,0.0936979499813174
2026search,家长寄语评语写法查询,127,127,0.007874015748031496,0.17142611388267684,0.4261138826767592
2026search,男生头像查询,120,120,0.008333333333333333,0.13033767792259743,0.4394479815993867
2026search,调整生成结果,59,59,0.01694915254237288,0.25004895241824954,0.6427126166699304
2026search,查询免费漫画在线观看入口,805,805,0.0012422360248447201,0.02919451552534087,0.09370965893900622
2026search,情侣头像查询,29,29,0.03448275862068965,0.3952546296296296,0.7596064814814815
2026search,文书写法与模板查询,165,165,0.0060606060606060615,0.15300272975432214,0.32779799818016386
2026search,思想汇报与心得体会范文查询,501,501,0.0019960079840319364,0.045303077317431835,0.16680382607287886
2026search,女生头像图片查询,198,198,0.005050505050505053,0.08968706894220108,0.2551321234414302
2026search,生成角色扮演对话,80,80,0.012500000000000004,0.14686020336878058,0.3941628502677948
2026search,人口统计数据查询,178,178,0.005617977528089887,0.0707149243867356,0.2388912646269875
2026search,查询事物图片,631,631,0.0015847860538827257,0.022381620800226647,0.0885606480110234
2026search,术语定义查询,257,257,0.0038910505836575876,0.04779766665747304,0.18498496841989132
2026search,术语含义查询,250,250,0.004,0.05216682958618441,0.15037471489084386
2026search,查询故事内容,283,283,0.003533568904593639,0.025807661063550588,0.10404299193901145
2026search,经典语录短句查询,96,96,0.01041666666666667,0.05450255603617774,0.23208808493904834
assistant_top,术语含义查询,6,6,0.16666666666666669,0.30286047869235255,0.9469935785172212
assistant_top,再生成与调整回答,58,58,0.017241379310344827,0.07032455905657659,0.24803967976290928
assistant_top,获取爆笑笑话与脑筋急转弯合集,6,6,0.16666666666666669,0.5508830950378469,0.9424486363090232
assistant_top,调整生成结果,285,285,0.003508771929824562,0.06238170606275508,0.17486603138223678
assistant_top,家长寄语评语写法查询,43,43,0.023255813953488372,0.1491231128621736,0.49341027160838186
assistant_top,办公文档与演示文稿模板查询,8,8,0.125,0.20706455542021923,0.7361449451887941
assistant_top,人口统计数据查询,2,2,0.5,0.6565815324165029,1.0
assistant_top,经典语录短句查询,20,20,0.05000000000000002,0.11337128575395723,0.4057900583171341
assistant_top,文案短句查询,218,218,0.0045871559633027525,0.022499524236739798,0.07936274909604982
assistant_top,微信头像图片查询,14,14,0.07142857142857142,0.12638475282906494,0.47992852888624193
assistant_top,查找漫画资源,5,5,0.20000000000000004,0.6728709394205443,1.0
assistant_top,生成角色扮演对话,71,71,0.014084507042253523,0.04424761225379462,0.17439464193714574
assistant_top,查询免费漫画在线观看入口,1,1,1.0,1.0,1.0
assistant_top,术语定义查询,15,15,0.06666666666666667,0.1368408635130353,0.5228854547599386
assistant_top,思想汇报与心得体会范文查询,5,5,0.20000000000000004,0.5460234680573663,1.0
assistant_top,文书写法与模板查询,14,14,0.07142857142857142,0.15862426322948378,0.5840404171254614
