label,a,b,k_a,k_b,n_a,n_b,share_a,share_b,diff_pp,lo_pp,hi_pp,kind,sig,why
获取现成可直接发布文案,2025search,2026search,1201,981,9988,9995,0.12024429315178214,0.09814907453726864,-2.2095218614513508,-3.074559053383775,-1.345194898154583,stable,True,时间（搜索内部，2025→2026）
查询词语或概念的含义,2025search,2026search,1411,1197,9988,9995,0.14126952342811375,0.11975987993996999,-2.1509643488143757,-3.0850153255877424,-1.2171735459453374,stable,True,时间（搜索内部，2025→2026）
获取可套用文书模板或范文,2025search,2026search,571,441,9988,9995,0.057168602322787344,0.04412206103051526,-1.3046541292272082,-1.9144485782683975,-0.697155805578377,stable,True,时间（搜索内部，2025→2026）
获取单位或组织指定写作成稿,2025search,2026search,273,174,9988,9995,0.027332799359231077,0.017408704352176087,-0.9924095007054989,-1.4063960738020904,-0.5835450038582904,stable,True,时间（搜索内部，2025→2026）
查询官方政策法规或合规原文,2025search,2026search,312,229,9988,9995,0.031237484981978373,0.022911455727863933,-0.832602925411444,-1.2856063235906885,-0.38301122244270475,stable,True,时间（搜索内部，2025→2026）
学习某类文字怎么写,2025search,2026search,256,187,9988,9995,0.025630756908289948,0.01870935467733867,-0.6921402230951279,-1.1036913888235345,-0.28419214659132713,stable,True,时间（搜索内部，2025→2026）
补全或解释给定句子,2025search,2026search,191,129,9988,9995,0.019122947537044452,0.012906453226613306,-0.6216494310431145,-0.9739086526307262,-0.27408596626536813,stable,True,时间（搜索内部，2025→2026）
查询具体数字或年度主题,2025search,2026search,211,175,9988,9995,0.021125350420504604,0.017508754377188594,-0.36165960433160105,-0.7461148229945438,0.020581390123413375,stable,False,时间（搜索内部，2025→2026）
依赖前文的修改或追问,2025search,2026search,193,192,9988,9995,0.01932318782539047,0.0192096048024012,-0.011358302298927064,-0.3942947786849059,0.3714819572109084,stable,False,时间（搜索内部，2025→2026）
索取露骨或性化内容,2025search,2026search,93,95,9988,9995,0.009311173408089707,0.009504752376188095,0.019357896809838772,-0.25081554581013976,0.2897605432076132,stable,False,时间（搜索内部，2025→2026）
索取受限、欺骗性或有害内容,2025search,2026search,52,54,9988,9995,0.005206247496996396,0.005402701350675338,0.019645385367894185,-0.18507693046904533,0.2248111531556287,stable,False,时间（搜索内部，2025→2026）
生成或修改图片,2025search,2026search,3,5,9988,9995,0.0003003604325190228,0.0005002501250625312,0.01998896925435084,-0.04492199456520156,0.08989384446546012,stable,False,时间（搜索内部，2025→2026）
倾诉并寻求情绪支持,2025search,2026search,19,25,9988,9995,0.0019022827392871447,0.0025012506253126563,0.05989678860255116,-0.07385427660202429,0.19704291003594343,stable,False,时间（搜索内部，2025→2026）
现场生成或改写文字内容,2025search,2026search,72,80,9988,9995,0.007208650380456548,0.0080040020010005,0.07953516205439519,-0.1636446567288059,0.32400720742341965,stable,False,时间（搜索内部，2025→2026）
获取故事或典故全文/梗概,2025search,2026search,389,422,9988,9995,0.03894673608329996,0.042221110555277636,0.3274374471977676,-0.2203720863877723,0.8760045932828319,stable,False,时间（搜索内部，2025→2026）
获取个人装饰用图（头像/壁纸）,2025search,2026search,630,668,9988,9995,0.0630756908289948,0.06683341670835417,0.37577258793593804,-0.3080782042363222,1.0600296136124974,stable,False,时间（搜索内部，2025→2026）
进入指定网站或电子报刊页面,2025search,2026search,323,378,9988,9995,0.032338806567881455,0.037818909454727365,0.548010288684591,0.03753612790163962,1.0600567937515692,stable,True,时间（搜索内部，2025→2026）
获取说明性/参考图片,2025search,2026search,2317,2447,9988,9995,0.23197837404885863,0.2448224112056028,1.2844037156744177,0.10278859331992324,2.465568922880889,stable,True,时间（搜索内部，2025→2026）
获取应景问候图片,2025search,2026search,334,469,9988,9995,0.03344012815378454,0.04692346173086543,1.348333357708089,0.8046884540556031,1.8952437002853544,stable,True,时间（搜索内部，2025→2026）
获取漫画免费阅读或下载入口,2025search,2026search,1137,1647,9988,9995,0.11383660392470965,0.1647823911955978,5.094578727088813,4.136910096530138,6.052493555315121,stable,True,时间（搜索内部，2025→2026）
获取说明性/参考图片,2026search,assistant_top,2447,42,9995,850,0.2448224112056028,0.04941176470588235,-19.541064649972046,-21.06662505790487,-17.674393673454006,stable,True,界面（同为头部流量）
获取漫画免费阅读或下载入口,2026search,assistant_top,1647,4,9995,850,0.1647823911955978,0.004705882352941176,-16.00765088426566,-16.801655311427787,-14.984028632830453,stable,True,界面（同为头部流量）
查询词语或概念的含义,2026search,assistant_top,1197,32,9995,850,0.11975987993996999,0.03764705882352941,-8.211282111644058,-9.477143798872174,-6.5860097111394875,stable,True,界面（同为头部流量）
获取个人装饰用图（头像/壁纸）,2026search,assistant_top,668,13,9995,850,0.06683341670835417,0.015294117647058824,-5.153929906129535,-5.964944237856827,-3.98434735192061,stable,True,界面（同为头部流量）
获取应景问候图片,2026search,assistant_top,469,2,9995,850,0.04692346173086543,0.002352941176470588,-4.457052055439484,-4.9218305595948735,-3.721825143559322,stable,True,界面（同为头部流量）
获取故事或典故全文/梗概,2026search,assistant_top,422,1,9995,850,0.042221110555277636,0.001176470588235294,-4.104463996704235,-4.527834668251211,-3.4412050096602456,stable,True,界面（同为头部流量）
获取可套用文书模板或范文,2026search,assistant_top,441,5,9995,850,0.04412206103051526,0.0058823529411764705,-3.823970808933879,-4.362619615417414,-2.952756853397726,stable,True,界面（同为头部流量）
进入指定网站或电子报刊页面,2026search,assistant_top,378,1,9995,850,0.037818909454727365,0.001176470588235294,-3.6642438866492073,-4.068113459955393,-3.012361821308435,stable,True,界面（同为头部流量）
查询官方政策法规或合规原文,2026search,assistant_top,229,0,9995,850,0.022911455727863933,0.0,-2.291145572786393,-2.6033163555377206,-1.7635853892001951,receded,True,界面（同为头部流量）
查询具体数字或年度主题,2026search,assistant_top,175,0,9995,850,0.017508754377188594,0.0,-1.7508754377188593,-2.027157913504079,-1.2413328932377004,receded,True,界面（同为头部流量）
获取单位或组织指定写作成稿,2026search,assistant_top,174,1,9995,850,0.017408704352176087,0.001176470588235294,-1.6232233763940795,-1.9153220681688166,-1.0276679992609552,stable,True,界面（同为头部流量）
补全或解释给定句子,2026search,assistant_top,129,1,9995,850,0.012906453226613306,0.001176470588235294,-1.1729982638378011,-1.4324990836251001,-0.5906347553606498,stable,True,界面（同为头部流量）
索取受限、欺骗性或有害内容,2026search,assistant_top,54,0,9995,850,0.005402701350675338,0.0,-0.5402701350675337,-0.7042051488793941,-0.07307487573505189,receded,True,界面（同为头部流量）
学习某类文字怎么写,2026search,assistant_top,187,13,9995,850,0.01870935467733867,0.015294117647058824,-0.34152370302798446,-1.0360348612637411,0.7564003787057691,stable,False,界面（同为头部流量）
现场生成或改写文字内容,2026search,assistant_top,80,6,9995,850,0.0080040020010005,0.007058823529411765,-0.09451784715887347,-0.5232009970338733,0.7457681685381465,stable,False,界面（同为头部流量）
倾诉并寻求情绪支持,2026search,assistant_top,25,6,9995,850,0.0025012506253126563,0.007058823529411765,0.4557572904099109,0.055709272461251444,1.2852183570548044,stable,True,界面（同为头部流量）
索取露骨或性化内容,2026search,assistant_top,95,32,9995,850,0.009504752376188095,0.03764705882352941,2.8142306447341316,1.7085819378322133,4.325638934615432,stable,True,界面（同为头部流量）
生成或修改图片,2026search,assistant_top,5,47,9995,850,0.0005002501250625312,0.05529411764705883,5.47938675219963,4.131774175399226,7.2257151609387185,stable,True,界面（同为头部流量）
获取现成可直接发布文案,2026search,assistant_top,981,267,9995,850,0.09814907453726864,0.31411764705882356,21.596857252155495,18.507410239211737,24.845011363965973,stable,True,界面（同为头部流量）
依赖前文的修改或追问,2026search,assistant_top,192,377,9995,850,0.0192096048024012,0.4435294117647059,42.43198069623047,39.11247791359734,45.799149691512454,stable,True,界面（同为头部流量）
依赖前文的修改或追问,assistant_top,assistant_random,377,245,850,953,0.4435294117647059,0.2570828961175236,-18.644651564718227,-22.93663086807828,-14.2670592004428,stable,True,深度（助手头部→长尾）
获取现成可直接发布文案,assistant_top,assistant_random,267,138,850,953,0.31411764705882356,0.14480587618048268,-16.931177087834087,-20.752582991286502,-13.079457632164345,stable,True,深度（助手头部→长尾）
生成或修改图片,assistant_top,assistant_random,47,35,850,953,0.05529411764705883,0.03672612801678909,-1.856798963026974,-3.8790867043574666,0.07962522441846281,stable,False,深度（助手头部→长尾）
索取露骨或性化内容,assistant_top,assistant_random,32,20,850,953,0.03764705882352941,0.02098635886673662,-1.6660699956792788,-3.3383266332908104,-0.10585407026594326,stable,True,深度（助手头部→长尾）
获取个人装饰用图（头像/壁纸）,assistant_top,assistant_random,13,5,850,953,0.015294117647058824,0.005246589716684155,-1.0047527930374671,-2.1157328727354816,-0.06244324202498083,stable,True,深度（助手头部→长尾）
