key,类目,搜索条数,搜索n,搜索占比%,助手条数,助手n,助手占比%,差_pp,低_pp,高_pp,显著,归属,另一边期望条数,另一边P(0),缺席判定,助手行占该类比例%
JY,就医事务,936,10000,9.36,168,10316,1.629,-7.731,-8.36,-7.117,True,两界面都有,,,,15.22
YS,养生保健营养,1197,10000,11.97,1037,10316,10.052,-1.918,-2.78,-1.057,True,两界面都有,,,,46.42
ZY,中医科,617,10000,6.17,534,10316,5.176,-0.994,-1.632,-0.358,True,两界面都有,,,,46.39
YP_GENERIC,药品通用问题,587,10000,5.87,504,10316,4.886,-0.984,-1.607,-0.364,True,两界面都有,,,,46.2
WFPD,无法判断,323,10000,3.23,249,10316,2.414,-0.816,-1.276,-0.361,True,两界面都有,,,,43.53
FYL,非医疗内容,200,10000,2.0,153,10316,1.483,-0.517,-0.881,-0.157,True,两界面都有,,,,43.34
JC,检验影像病理,284,10000,2.84,258,10316,2.501,-0.339,-0.785,0.105,False,两界面都有,,,,47.6
PF,皮肤科,432,10000,4.32,439,10316,4.256,-0.064,-0.623,0.493,False,两界面都有,,,,50.4
FCK_SZ,生殖医学科,32,10000,0.32,33,10316,0.32,-0.0,-0.161,0.159,False,两界面都有,,,,50.77
WK_SZ,烧伤整形科,14,10000,0.14,15,10316,0.145,0.005,-0.105,0.115,False,两界面都有,,,,51.72
JS,精神心理科,169,10000,1.69,176,10316,1.706,0.016,-0.342,0.373,False,两界面都有,,,,51.01
PF_XB,性病科,41,10000,0.41,48,10316,0.465,0.055,-0.13,0.241,False,两界面都有,,,,53.93
TT,疼痛科,7,10000,0.07,16,10316,0.155,0.085,-0.01,0.188,False,两界面都有,,,,69.57
NK_FS,风湿免疫科,59,10000,0.59,70,10316,0.679,0.089,-0.133,0.31,False,两界面都有,,,,54.26
WK_XX,心胸外科,13,10000,0.13,23,10316,0.223,0.093,-0.026,0.217,False,两界面都有,,,,63.89
NK_NF,内分泌科,329,10000,3.29,350,10316,3.393,0.103,-0.393,0.598,False,两界面都有,,,,51.55
MR,医学美容科,9,10000,0.09,21,10316,0.204,0.114,0.006,0.229,True,两界面都有,,,,70.0
WK_MN,泌尿外科,161,10000,1.61,178,10316,1.725,0.115,-0.239,0.469,False,两界面都有,,,,52.51
NK_XY,血液内科,60,10000,0.6,74,10316,0.717,0.117,-0.108,0.343,False,两界面都有,,,,55.22
JZ,急诊科,102,10000,1.02,118,10316,1.144,0.124,-0.163,0.411,False,两界面都有,,,,53.64
KF,康复医学科,30,10000,0.3,44,10316,0.427,0.127,-0.041,0.298,False,两界面都有,,,,59.46
NANKE,男科,137,10000,1.37,156,10316,1.512,0.142,-0.187,0.472,False,两界面都有,,,,53.24
NK_SN,肾内科,86,10000,0.86,104,10316,1.008,0.148,-0.118,0.415,False,两界面都有,,,,54.74
EB,耳鼻咽喉科,235,10000,2.35,260,10316,2.52,0.17,-0.255,0.595,False,两界面都有,,,,52.53
WK_SJ,神经外科,19,10000,0.19,39,10316,0.378,0.188,0.041,0.342,True,两界面都有,,,,67.24
QK,全科/综合,122,10000,1.22,150,10316,1.454,0.234,-0.083,0.552,False,两界面都有,,,,55.15
NK_SJ,神经内科,269,10000,2.69,304,10316,2.947,0.257,-0.2,0.713,False,两界面都有,,,,53.05
YK,眼科,118,10000,1.18,150,10316,1.454,0.274,-0.041,0.59,False,两界面都有,,,,55.97
NK_HX,呼吸内科,291,10000,2.91,330,10316,3.199,0.289,-0.186,0.763,False,两界面都有,,,,53.14
GR,感染科,107,10000,1.07,142,10316,1.377,0.307,0.003,0.612,True,两界面都有,,,,57.03
KQ,口腔科,134,10000,1.34,176,10316,1.706,0.366,0.028,0.705,True,两界面都有,,,,56.77
WK_PW,普通外科,238,10000,2.38,326,10316,3.16,0.78,0.329,1.233,True,两界面都有,,,,57.8
FCK_CK,产科,222,10000,2.22,311,10316,3.015,0.795,0.356,1.236,True,两界面都有,,,,58.35
FCK_FK,妇科,508,10000,5.08,614,10316,5.952,0.872,0.244,1.5,True,两界面都有,,,,54.72
NK_XH,消化内科,545,10000,5.45,669,10316,6.485,1.035,0.383,1.687,True,两界面都有,,,,55.11
WK_GK,骨科,409,10000,4.09,531,10316,5.147,1.057,0.48,1.635,True,两界面都有,,,,56.49
ZL,肿瘤科,169,10000,1.69,307,10316,2.976,1.286,0.873,1.704,True,两界面都有,,,,64.5
NK_XX,心血管内科,394,10000,3.94,545,10316,5.283,1.343,0.767,1.921,True,两界面都有,,,,58.04
EK,儿科,395,10000,3.95,694,10316,6.727,2.777,2.162,3.396,True,两界面都有,,,,63.73
