key,类目,搜索条数,搜索n,搜索占比%,助手条数,助手n,助手占比%,差_pp,低_pp,高_pp,显著,归属,另一边期望条数,另一边P(0),缺席判定,助手行占该类比例%
FCK_FK,妇科,2027,39996,5.068,107,4023,2.66,-2.408,-2.912,-1.825,True,两界面都有,,,,5.01
JC,检验影像病理,1118,39996,2.795,41,4023,1.019,-1.776,-2.091,-1.383,True,两界面都有,,,,3.54
NK_XH,消化内科,2249,39996,5.623,174,4023,4.325,-1.298,-1.928,-0.589,True,两界面都有,,,,7.18
EK,儿科,1102,39996,2.755,60,4023,1.491,-1.264,-1.634,-0.813,True,两界面都有,,,,5.16
JY,就医事务,2119,39996,5.298,164,4023,4.077,-1.221,-1.832,-0.531,True,两界面都有,,,,7.18
FCK_CK,产科,737,39996,1.843,31,4023,0.771,-1.072,-1.337,-0.727,True,两界面都有,,,,4.04
ZY,中医科,3690,39996,9.226,330,4023,8.203,-1.023,-1.881,-0.092,True,两界面都有,,,,8.21
PF,皮肤科,2073,39996,5.183,168,4023,4.176,-1.007,-1.624,-0.311,True,两界面都有,,,,7.5
NK_XY,血液内科,373,39996,0.933,10,4023,0.249,-0.684,-0.835,-0.457,True,两界面都有,,,,2.61
NK_HX,呼吸内科,962,39996,2.405,72,4023,1.79,-0.616,-1.013,-0.135,True,两界面都有,,,,6.96
GR,感染科,526,39996,1.315,34,4023,0.845,-0.47,-0.736,-0.12,True,两界面都有,,,,6.07
ZL,肿瘤科,653,39996,1.633,47,4023,1.168,-0.464,-0.78,-0.064,True,两界面都有,,,,6.71
WK_GK,骨科,1366,39996,3.415,120,4023,2.983,-0.432,-0.948,0.165,False,两界面都有,,,,8.08
WK_MN,泌尿外科,573,39996,1.433,41,4023,1.019,-0.414,-0.707,-0.036,True,两界面都有,,,,6.68
JZ,急诊科,385,39996,0.963,26,4023,0.646,-0.316,-0.544,-0.004,True,两界面都有,,,,6.33
NK_XX,心血管内科,1740,39996,4.35,166,4023,4.126,-0.224,-0.832,0.464,False,两界面都有,,,,8.71
JS,精神心理科,634,39996,1.585,55,4023,1.367,-0.218,-0.558,0.207,False,两界面都有,,,,7.98
NK_SN,肾内科,381,39996,0.953,31,4023,0.771,-0.182,-0.43,0.152,False,两界面都有,,,,7.52
WK_PW,普通外科,926,39996,2.315,86,4023,2.138,-0.178,-0.609,0.337,False,两界面都有,,,,8.5
NK_SJ,神经内科,1037,39996,2.593,100,4023,2.486,-0.107,-0.573,0.442,False,两界面都有,,,,8.8
EB,耳鼻咽喉科,707,39996,1.768,67,4023,1.665,-0.102,-0.479,0.359,False,两界面都有,,,,8.66
YK,眼科,488,39996,1.22,46,4023,1.143,-0.077,-0.383,0.315,False,两界面都有,,,,8.61
WK_SJ,神经外科,57,39996,0.143,3,4023,0.075,-0.068,-0.133,0.08,False,两界面都有,,,,5.0
PF_XB,性病科,209,39996,0.523,19,4023,0.472,-0.05,-0.236,0.222,False,两界面都有,,,,8.33
WK_SZ,烧伤整形科,56,39996,0.14,4,4023,0.099,-0.041,-0.114,0.119,False,两界面都有,,,,6.67
KF,康复医学科,104,39996,0.26,10,4023,0.249,-0.011,-0.138,0.202,False,两界面都有,,,,8.77
QK,全科/综合,470,39996,1.175,47,4023,1.168,-0.007,-0.316,0.388,False,两界面都有,,,,9.09
TT,疼痛科,21,39996,0.053,2,4023,0.05,-0.003,-0.048,0.13,False,两界面都有,,,,8.7
NK_FS,风湿免疫科,283,39996,0.708,30,4023,0.746,0.038,-0.201,0.364,False,两界面都有,,,,9.58
KQ,口腔科,514,39996,1.285,54,4023,1.342,0.057,-0.275,0.476,False,两界面都有,,,,9.51
WK_XX,心胸外科,37,39996,0.093,6,4023,0.149,0.057,-0.031,0.234,False,两界面都有,,,,13.95
FCK_SZ,生殖医学科,100,39996,0.25,14,4023,0.348,0.098,-0.053,0.337,False,两界面都有,,,,12.28
NK_NF,内分泌科,1282,39996,3.205,136,4023,3.381,0.175,-0.37,0.803,False,两界面都有,,,,9.59
NANKE,男科,491,39996,1.228,57,4023,1.417,0.189,-0.152,0.616,False,两界面都有,,,,10.4
MR,医学美容科,20,39996,0.05,12,4023,0.298,0.248,0.118,0.471,True,两界面都有,,,,37.5
YP_GENERIC,药品通用问题,3238,39996,8.096,356,4023,8.849,0.753,-0.128,1.708,False,两界面都有,,,,9.91
YS,养生保健营养,5212,39996,13.031,565,4023,14.044,1.013,-0.079,2.168,False,两界面都有,,,,9.78
FYL,非医疗内容,666,39996,1.665,108,4023,2.685,1.019,0.545,1.579,True,两界面都有,,,,13.95
WFPD,无法判断,1370,39996,3.425,624,4023,15.511,12.085,10.985,13.25,True,两界面都有,,,,31.29
