key,类目,a,b,k_a,k_b,n_a,n_b,占比_a%,占比_b%,差_pp,低_pp,高_pp,显著,类型
EB,耳鼻咽喉科,2025搜索,2025搜索随机1w,172,184,9998,10000,1.72,1.84,0.12,-0.248,0.488,False,共有
EK,儿科,2025搜索,2025搜索随机1w,105,486,9998,10000,1.05,4.86,3.81,3.35,4.285,True,共有
FCK_CK,产科,2025搜索,2025搜索随机1w,110,312,9998,10000,1.1,3.12,2.02,1.627,2.424,True,共有
FCK_FK,妇科,2025搜索,2025搜索随机1w,508,564,9998,10000,5.081,5.64,0.559,-0.066,1.185,False,共有
FCK_SZ,生殖医学科,2025搜索,2025搜索随机1w,10,51,9998,10000,0.1,0.51,0.41,0.262,0.576,True,共有
FYL,非医疗内容,2025搜索,2025搜索随机1w,84,217,9998,10000,0.84,2.17,1.33,0.996,1.674,True,共有
GR,感染科,2025搜索,2025搜索随机1w,164,130,9998,10000,1.64,1.3,-0.34,-0.677,-0.006,True,共有
JC,检验影像病理,2025搜索,2025搜索随机1w,288,306,9998,10000,2.881,3.06,0.179,-0.292,0.652,False,共有
JS,精神心理科,2025搜索,2025搜索随机1w,168,152,9998,10000,1.68,1.52,-0.16,-0.511,0.189,False,共有
JY,就医事务,2025搜索,2025搜索随机1w,217,797,9998,10000,2.17,7.97,5.8,5.201,6.409,True,共有
JZ,急诊科,2025搜索,2025搜索随机1w,80,139,9998,10000,0.8,1.39,0.59,0.302,0.884,True,共有
KF,康复医学科,2025搜索,2025搜索随机1w,17,31,9998,10000,0.17,0.31,0.14,0.003,0.285,True,共有
KQ,口腔科,2025搜索,2025搜索随机1w,102,153,9998,10000,1.02,1.53,0.51,0.199,0.825,True,共有
MR,医学美容科,2025搜索,2025搜索随机1w,1,12,9998,10000,0.01,0.12,0.11,0.041,0.2,True,共有
NANKE,男科,2025搜索,2025搜索随机1w,113,123,9998,10000,1.13,1.23,0.1,-0.201,0.402,False,共有
NK_FS,风湿免疫科,2025搜索,2025搜索随机1w,69,61,9998,10000,0.69,0.61,-0.08,-0.307,0.145,False,共有
NK_HX,呼吸内科,2025搜索,2025搜索随机1w,219,214,9998,10000,2.19,2.14,-0.05,-0.456,0.354,False,共有
NK_NF,内分泌科,2025搜索,2025搜索随机1w,324,279,9998,10000,3.241,2.79,-0.451,-0.927,0.024,False,共有
NK_SJ,神经内科,2025搜索,2025搜索随机1w,259,255,9998,10000,2.591,2.55,-0.041,-0.481,0.399,False,共有
NK_SN,肾内科,2025搜索,2025搜索随机1w,104,79,9998,10000,1.04,0.79,-0.25,-0.518,0.015,False,共有
