key,类目,a,b,k_a,k_b,n_a,n_b,占比_a%,占比_b%,差_pp,低_pp,高_pp,显著,类型
EB,耳鼻咽喉科,传统搜索随机1w,健康管家随机1w,235,260,10000,10316,2.35,2.52,0.17,-0.255,0.595,False,共有
EK,儿科,传统搜索随机1w,健康管家随机1w,395,694,10000,10316,3.95,6.727,2.777,2.162,3.396,True,共有
FCK_CK,产科,传统搜索随机1w,健康管家随机1w,222,311,10000,10316,2.22,3.015,0.795,0.356,1.236,True,共有
FCK_FK,妇科,传统搜索随机1w,健康管家随机1w,508,614,10000,10316,5.08,5.952,0.872,0.244,1.5,True,共有
FCK_SZ,生殖医学科,传统搜索随机1w,健康管家随机1w,32,33,10000,10316,0.32,0.32,-0.0,-0.161,0.159,False,共有
FYL,非医疗内容,传统搜索随机1w,健康管家随机1w,200,153,10000,10316,2.0,1.483,-0.517,-0.881,-0.157,True,共有
GR,感染科,传统搜索随机1w,健康管家随机1w,107,142,10000,10316,1.07,1.377,0.307,0.003,0.612,True,共有
JC,检验影像病理,传统搜索随机1w,健康管家随机1w,284,258,10000,10316,2.84,2.501,-0.339,-0.785,0.105,False,共有
JS,精神心理科,传统搜索随机1w,健康管家随机1w,169,176,10000,10316,1.69,1.706,0.016,-0.342,0.373,False,共有
JY,就医事务,传统搜索随机1w,健康管家随机1w,936,168,10000,10316,9.36,1.629,-7.731,-8.36,-7.117,True,共有
JZ,急诊科,传统搜索随机1w,健康管家随机1w,102,118,10000,10316,1.02,1.144,0.124,-0.163,0.411,False,共有
KF,康复医学科,传统搜索随机1w,健康管家随机1w,30,44,10000,10316,0.3,0.427,0.127,-0.041,0.298,False,共有
KQ,口腔科,传统搜索随机1w,健康管家随机1w,134,176,10000,10316,1.34,1.706,0.366,0.028,0.705,True,共有
MR,医学美容科,传统搜索随机1w,健康管家随机1w,9,21,10000,10316,0.09,0.204,0.114,0.006,0.229,True,共有
NANKE,男科,传统搜索随机1w,健康管家随机1w,137,156,10000,10316,1.37,1.512,0.142,-0.187,0.472,False,共有
NK_FS,风湿免疫科,传统搜索随机1w,健康管家随机1w,59,70,10000,10316,0.59,0.679,0.089,-0.133,0.31,False,共有
NK_HX,呼吸内科,传统搜索随机1w,健康管家随机1w,291,330,10000,10316,2.91,3.199,0.289,-0.186,0.763,False,共有
NK_NF,内分泌科,传统搜索随机1w,健康管家随机1w,329,350,10000,10316,3.29,3.393,0.103,-0.393,0.598,False,共有
NK_SJ,神经内科,传统搜索随机1w,健康管家随机1w,269,304,10000,10316,2.69,2.947,0.257,-0.2,0.713,False,共有
NK_SN,肾内科,传统搜索随机1w,健康管家随机1w,86,104,10000,10316,0.86,1.008,0.148,-0.118,0.415,False,共有
NK_XH,消化内科,传统搜索随机1w,健康管家随机1w,545,669,10000,10316,5.45,6.485,1.035,0.383,1.687,True,共有
NK_XX,心血管内科,传统搜索随机1w,健康管家随机1w,394,545,10000,10316,3.94,5.283,1.343,0.767,1.921,True,共有
NK_XY,血液内科,传统搜索随机1w,健康管家随机1w,60,74,10000,10316,0.6,0.717,0.117,-0.108,0.343,False,共有
PF,皮肤科,传统搜索随机1w,健康管家随机1w,432,439,10000,10316,4.32,4.256,-0.064,-0.623,0.493,False,共有
PF_XB,性病科,传统搜索随机1w,健康管家随机1w,41,48,10000,10316,0.41,0.465,0.055,-0.13,0.241,False,共有
QK,全科/综合,传统搜索随机1w,健康管家随机1w,122,150,10000,10316,1.22,1.454,0.234,-0.083,0.552,False,共有
TT,疼痛科,传统搜索随机1w,健康管家随机1w,7,16,10000,10316,0.07,0.155,0.085,-0.01,0.188,False,共有
WFPD,无法判断,传统搜索随机1w,健康管家随机1w,323,249,10000,10316,3.23,2.414,-0.816,-1.276,-0.361,True,共有
WK_GK,骨科,传统搜索随机1w,健康管家随机1w,409,531,10000,10316,4.09,5.147,1.057,0.48,1.635,True,共有
WK_MN,泌尿外科,传统搜索随机1w,健康管家随机1w,161,178,10000,10316,1.61,1.725,0.115,-0.239,0.469,False,共有
WK_PW,普通外科,传统搜索随机1w,健康管家随机1w,238,326,10000,10316,2.38,3.16,0.78,0.329,1.233,True,共有
WK_SJ,神经外科,传统搜索随机1w,健康管家随机1w,19,39,10000,10316,0.19,0.378,0.188,0.041,0.342,True,共有
WK_SZ,烧伤整形科,传统搜索随机1w,健康管家随机1w,14,15,10000,10316,0.14,0.145,0.005,-0.105,0.115,False,共有
WK_XX,心胸外科,传统搜索随机1w,健康管家随机1w,13,23,10000,10316,0.13,0.223,0.093,-0.026,0.217,False,共有
YK,眼科,传统搜索随机1w,健康管家随机1w,118,150,10000,10316,1.18,1.454,0.274,-0.041,0.59,False,共有
YP_GENERIC,药品通用问题,传统搜索随机1w,健康管家随机1w,587,504,10000,10316,5.87,4.886,-0.984,-1.607,-0.364,True,共有
YS,养生保健营养,传统搜索随机1w,健康管家随机1w,1197,1037,10000,10316,11.97,10.052,-1.918,-2.78,-1.057,True,共有
ZL,肿瘤科,传统搜索随机1w,健康管家随机1w,169,307,10000,10316,1.69,2.976,1.286,0.873,1.704,True,共有
ZY,中医科,传统搜索随机1w,健康管家随机1w,617,534,10000,10316,6.17,5.176,-0.994,-1.632,-0.358,True,共有
