key,类目,a,b,k_a,k_b,n_a,n_b,占比_a%,占比_b%,差_pp,低_pp,高_pp,显著,类型
ACCIDENTAL_INGESTION_FIRST_AID,误食或过量的紧急处置,2025搜索,2025搜索随机1w,1,3,9998,10000,0.01,0.03,0.02,-0.031,0.079,False,共有
CARE_NAVIGATION_COST,就医导航、费用与渠道,2025搜索,2025搜索随机1w,266,886,9998,10000,2.661,8.86,6.199,5.563,6.845,True,共有
COMPARISON_DIFFERENCE_VERDICT,多项比较、选择或差异核验,2025搜索,2025搜索随机1w,65,225,9998,10000,0.65,2.25,1.6,1.274,1.939,True,共有
DISEASE_CONCEPT_INFO,查询疾病或医学术语的定义、病因与症状,2025搜索,2025搜索随机1w,2228,1233,9998,10000,22.284,12.33,-9.954,-10.994,-8.914,True,共有
DOSAGE_ADMINISTRATION,询问用药剂量与服用时机,2025搜索,2025搜索随机1w,146,187,9998,10000,1.46,1.87,0.41,0.055,0.768,True,共有
EFFICACY_AUTHENTICITY_CHECK,核验产品、偏方或传言的功效真伪,2025搜索,2025搜索随机1w,48,207,9998,10000,0.48,2.07,1.59,1.286,1.91,True,共有
NON_HEALTH_OTHER,非健康或无法判定的其他查询,2025搜索,2025搜索随机1w,176,417,9998,10000,1.76,4.17,2.41,1.944,2.884,True,共有
PERMISSION_CHECK,判断特定情境下能否吃、用或做,2025搜索,2025搜索随机1w,132,1241,9998,10000,1.32,12.41,11.09,10.413,11.782,True,共有
PHARMA_COMPANY_LOOKUP,查询医药上市企业,2025搜索,2025搜索随机1w,46,3,9998,10000,0.46,0.03,-0.43,-0.584,-0.301,True,共有
PROGNOSIS_CONTAGION_VERDICT,疾病结局、严重度或传播风险裁决,2025搜索,2025搜索随机1w,78,140,9998,10000,0.78,1.4,0.62,0.333,0.913,True,共有
RECOVERY_TIMING,恢复、停药与时间窗咨询,2025搜索,2025搜索随机1w,68,176,9998,10000,0.68,1.76,1.08,0.779,1.392,True,共有
REFERENCE_VALUE_CALCULATOR,查询正常参考值、计算工具或食物热量,2025搜索,2025搜索随机1w,221,258,9998,10000,2.21,2.58,0.37,-0.055,0.796,False,共有
REPRODUCTIVE_HEALTH,孕产与生殖健康疑问,2025搜索,2025搜索随机1w,160,369,9998,10000,1.6,3.69,2.09,1.649,2.539,True,共有
RESULT_INTERPRETATION,解读自身检查读数或事件是否正常严重,2025搜索,2025搜索随机1w,263,571,9998,10000,2.631,5.71,3.079,2.53,3.637,True,共有
SUBSTANCE_EFFICACY_LOOKUP,查询物品或活动的功效与作用,2025搜索,2025搜索随机1w,4129,1449,9998,10000,41.298,14.49,-26.808,-27.989,-25.617,True,共有
SYMPTOM_ATTRIBUTION_DIFFERENTIATION,描述自身症状求归因或鉴别,2025搜索,2025搜索随机1w,1008,1766,9998,10000,10.082,17.66,7.578,6.626,8.531,True,共有
TREATMENT_SEEKING,求治疗方案与用药推荐,2025搜索,2025搜索随机1w,963,869,9998,10000,9.632,8.69,-0.942,-1.742,-0.142,True,共有
ACCIDENTAL_INGESTION_FIRST_AID,误食或过量的紧急处置,2025搜索,2026搜索,1,1,9998,9998,0.01,0.01,0.0,-0.047,0.047,False,共有
CARE_NAVIGATION_COST,就医导航、费用与渠道,2025搜索,2026搜索,266,261,9998,9998,2.661,2.611,-0.05,-0.496,0.395,False,共有
COMPARISON_DIFFERENCE_VERDICT,多项比较、选择或差异核验,2025搜索,2026搜索,65,66,9998,9998,0.65,0.66,0.01,-0.217,0.237,False,共有
DISEASE_CONCEPT_INFO,查询疾病或医学术语的定义、病因与症状,2025搜索,2026搜索,2228,2013,9998,9998,22.284,20.134,-2.15,-3.283,-1.017,True,共有
DOSAGE_ADMINISTRATION,询问用药剂量与服用时机,2025搜索,2026搜索,146,200,9998,9998,1.46,2.0,0.54,0.179,0.905,True,共有
EFFICACY_AUTHENTICITY_CHECK,核验产品、偏方或传言的功效真伪,2025搜索,2026搜索,48,89,9998,9998,0.48,0.89,0.41,0.182,0.646,True,共有
NON_HEALTH_OTHER,非健康或无法判定的其他查询,2025搜索,2026搜索,176,149,9998,9998,1.76,1.49,-0.27,-0.623,0.081,False,共有
PERMISSION_CHECK,判断特定情境下能否吃、用或做,2025搜索,2026搜索,132,148,9998,9998,1.32,1.48,0.16,-0.167,0.489,False,共有
PHARMA_COMPANY_LOOKUP,查询医药上市企业,2025搜索,2026搜索,46,73,9998,9998,0.46,0.73,0.27,0.056,0.489,True,共有
PROGNOSIS_CONTAGION_VERDICT,疾病结局、严重度或传播风险裁决,2025搜索,2026搜索,78,94,9998,9998,0.78,0.94,0.16,-0.097,0.42,False,共有
RECOVERY_TIMING,恢复、停药与时间窗咨询,2025搜索,2026搜索,68,70,9998,9998,0.68,0.7,0.02,-0.212,0.253,False,共有
REFERENCE_VALUE_CALCULATOR,查询正常参考值、计算工具或食物热量,2025搜索,2026搜索,221,235,9998,9998,2.21,2.35,0.14,-0.275,0.556,False,共有
REPRODUCTIVE_HEALTH,孕产与生殖健康疑问,2025搜索,2026搜索,160,114,9998,9998,1.6,1.14,-0.46,-0.786,-0.138,True,共有
RESULT_INTERPRETATION,解读自身检查读数或事件是否正常严重,2025搜索,2026搜索,263,247,9998,9998,2.631,2.47,-0.16,-0.599,0.278,False,共有
SUBSTANCE_EFFICACY_LOOKUP,查询物品或活动的功效与作用,2025搜索,2026搜索,4129,4376,9998,9998,41.298,43.769,2.47,1.1,3.84,True,共有
SYMPTOM_ATTRIBUTION_DIFFERENTIATION,描述自身症状求归因或鉴别,2025搜索,2026搜索,1008,913,9998,9998,10.082,9.132,-0.95,-1.768,-0.133,True,共有
TREATMENT_SEEKING,求治疗方案与用药推荐,2025搜索,2026搜索,963,949,9998,9998,9.632,9.492,-0.14,-0.956,0.676,False,共有
ACCIDENTAL_INGESTION_FIRST_AID,误食或过量的紧急处置,2025搜索,2026搜索随机1w,1,1,9998,10000,0.01,0.01,-0.0,-0.047,0.047,False,共有
CARE_NAVIGATION_COST,就医导航、费用与渠道,2025搜索,2026搜索随机1w,266,992,9998,10000,2.661,9.92,7.259,6.598,7.931,True,共有
COMPARISON_DIFFERENCE_VERDICT,多项比较、选择或差异核验,2025搜索,2026搜索随机1w,65,228,9998,10000,0.65,2.28,1.63,1.303,1.971,True,共有
DISEASE_CONCEPT_INFO,查询疾病或医学术语的定义、病因与症状,2025搜索,2026搜索随机1w,2228,1100,9998,10000,22.284,11.0,-11.284,-12.305,-10.263,True,共有
DOSAGE_ADMINISTRATION,询问用药剂量与服用时机,2025搜索,2026搜索随机1w,146,198,9998,10000,1.46,1.98,0.52,0.159,0.884,True,共有
EFFICACY_AUTHENTICITY_CHECK,核验产品、偏方或传言的功效真伪,2025搜索,2026搜索随机1w,48,210,9998,10000,0.48,2.1,1.62,1.314,1.942,True,共有
NON_HEALTH_OTHER,非健康或无法判定的其他查询,2025搜索,2026搜索随机1w,176,426,9998,10000,1.76,4.26,2.5,2.031,2.978,True,共有
