key,类目,搜索条数,搜索n,搜索占比%,助手条数,助手n,助手占比%,差_pp,低_pp,高_pp,显著,归属,另一边期望条数,另一边P(0),缺席判定,助手行占该类比例%
SYMPTOM_ATTRIBUTION_DIFFERENTIATION,描述自身症状求归因或鉴别,5418,39996,13.546,462,4023,11.484,-2.062,-3.07,-0.988,True,两界面都有,,,,7.86
TREATMENT_SEEKING,求治疗方案与用药推荐,3654,39996,9.136,301,4023,7.482,-1.654,-2.478,-0.756,True,两界面都有,,,,7.61
RESULT_INTERPRETATION,解读自身检查读数或事件是否正常严重,1678,39996,4.195,110,4023,2.734,-1.461,-1.964,-0.878,True,两界面都有,,,,6.15
REPRODUCTIVE_HEALTH,孕产与生殖健康疑问,925,39996,2.313,58,4023,1.442,-0.871,-1.23,-0.43,True,两界面都有,,,,5.9
CARE_NAVIGATION_COST,就医导航、费用与渠道,2405,39996,6.013,218,4023,5.419,-0.594,-1.294,0.183,False,两界面都有,,,,8.31
REFERENCE_VALUE_CALCULATOR,查询正常参考值、计算工具或食物热量,936,39996,2.34,80,4023,1.989,-0.352,-0.769,0.149,False,两界面都有,,,,7.87
DOSAGE_ADMINISTRATION,询问用药剂量与服用时机,731,39996,1.828,61,4023,1.516,-0.311,-0.672,0.134,False,两界面都有,,,,7.7
EFFICACY_AUTHENTICITY_CHECK,核验产品、偏方或传言的功效真伪,554,39996,1.385,48,4023,1.193,-0.192,-0.507,0.209,False,两界面都有,,,,7.97
DISEASE_CONCEPT_INFO,查询疾病或医学术语的定义、病因与症状,6574,39996,16.437,654,4023,16.257,-0.18,-1.347,1.046,False,两界面都有,,,,9.05
PHARMA_COMPANY_LOOKUP,查询医药上市企业,125,39996,0.313,6,4023,0.149,-0.163,-0.264,0.02,False,两界面都有,,,,4.58
PROGNOSIS_CONTAGION_VERDICT,疾病结局、严重度或传播风险裁决,428,39996,1.07,39,4023,0.969,-0.101,-0.381,0.265,False,两界面都有,,,,8.35
RECOVERY_TIMING,恢复、停药与时间窗咨询,495,39996,1.238,46,4023,1.143,-0.094,-0.401,0.298,False,两界面都有,,,,8.5
COMPARISON_DIFFERENCE_VERDICT,多项比较、选择或差异核验,584,39996,1.46,56,4023,1.392,-0.068,-0.409,0.358,False,两界面都有,,,,8.75
ACCIDENTAL_INGESTION_FIRST_AID,误食或过量的紧急处置,6,39996,0.015,0,4023,0.0,-0.015,-0.033,0.081,False,仅搜索,0.6,0.5469,不可判定（样本量不足）,0.0
PERMISSION_CHECK,判断特定情境下能否吃、用或做,2902,39996,7.256,313,4023,7.78,0.525,-0.305,1.428,False,两界面都有,,,,9.74
SUBSTANCE_EFFICACY_LOOKUP,查询物品或活动的功效与作用,11413,39996,28.535,1189,4023,29.555,1.02,-0.44,2.515,False,两界面都有,,,,9.44
NON_HEALTH_OTHER,非健康或无法判定的其他查询,1168,39996,2.92,382,4023,9.495,6.575,5.691,7.534,True,两界面都有,,,,24.65
