外层,a,b,n_a,n_b,内层TVD,同源噪声上界,超出噪声,a主导内层,a主导占比%,b主导内层,b主导占比%,主导是否相同
查询物品或活动的功效与作用,2025搜索,2025搜索随机1w,4129,1449,0.3966,0.0649,True,物质功效与作用查询,30.73,食物热量与健康影响查询,15.11,False
查询物品或活动的功效与作用,2025搜索,2026搜索,4129,4376,0.1019,0.0424,True,物质功效与作用查询,30.73,物质功效与作用查询,36.24,True
查询物品或活动的功效与作用,2025搜索,2026搜索随机1w,4129,1459,0.4553,0.0661,True,物质功效与作用查询,30.73,食物热量与健康影响查询,14.94,False
查询物品或活动的功效与作用,2025搜索,助手头部1k,4129,292,0.3095,0.1142,True,物质功效与作用查询,30.73,功效作用查询,32.53,False
查询物品或活动的功效与作用,2025搜索,助手随机1k,4129,140,0.5049,0.1685,True,物质功效与作用查询,30.73,物质功效与作用查询,14.29,True
查询物品或活动的功效与作用,2025搜索,助手语音头部1k,4129,510,0.5214,0.0936,True,物质功效与作用查询,30.73,查询药品及药物成分信息,34.9,False
查询物品或活动的功效与作用,2025搜索,助手语音1k,4129,247,0.4899,0.1263,True,物质功效与作用查询,30.73,功效作用查询,24.29,False
查询物品或活动的功效与作用,2025搜索随机1w,2026搜索,1449,4376,0.4025,0.0616,True,食物热量与健康影响查询,15.11,物质功效与作用查询,36.24,False
查询物品或活动的功效与作用,2025搜索随机1w,2026搜索随机1w,1449,1459,0.0892,0.0895,False,食物热量与健康影响查询,15.11,食物热量与健康影响查询,14.94,True
查询物品或活动的功效与作用,2025搜索随机1w,助手头部1k,1449,292,0.3844,0.1493,True,食物热量与健康影响查询,15.11,功效作用查询,32.53,False
查询物品或活动的功效与作用,2025搜索随机1w,助手随机1k,1449,140,0.2328,0.2059,True,食物热量与健康影响查询,15.11,物质功效与作用查询,14.29,False
查询物品或活动的功效与作用,2025搜索随机1w,助手语音头部1k,1449,510,0.5492,0.1184,True,食物热量与健康影响查询,15.11,查询药品及药物成分信息,34.9,False
查询物品或活动的功效与作用,2025搜索随机1w,助手语音1k,1449,247,0.2207,0.1609,True,食物热量与健康影响查询,15.11,功效作用查询,24.29,False
查询物品或活动的功效与作用,2026搜索,2026搜索随机1w,4376,1459,0.4674,0.0653,True,物质功效与作用查询,36.24,食物热量与健康影响查询,14.94,False
查询物品或活动的功效与作用,2026搜索,助手头部1k,4376,292,0.3973,0.1159,True,物质功效与作用查询,36.24,功效作用查询,32.53,False
查询物品或活动的功效与作用,2026搜索,助手随机1k,4376,140,0.5071,0.1675,True,物质功效与作用查询,36.24,物质功效与作用查询,14.29,True
查询物品或活动的功效与作用,2026搜索,助手语音头部1k,4376,510,0.6067,0.0911,True,物质功效与作用查询,36.24,查询药品及药物成分信息,34.9,False
查询物品或活动的功效与作用,2026搜索,助手语音1k,4376,247,0.4975,0.1265,True,物质功效与作用查询,36.24,功效作用查询,24.29,False
查询物品或活动的功效与作用,2026搜索随机1w,助手头部1k,1459,292,0.4161,0.1538,True,食物热量与健康影响查询,14.94,功效作用查询,32.53,False
查询物品或活动的功效与作用,2026搜索随机1w,助手随机1k,1459,140,0.2209,0.2019,True,食物热量与健康影响查询,14.94,物质功效与作用查询,14.29,False
查询物品或活动的功效与作用,2026搜索随机1w,助手语音头部1k,1459,510,0.5467,0.1169,True,食物热量与健康影响查询,14.94,查询药品及药物成分信息,34.9,False
查询物品或活动的功效与作用,2026搜索随机1w,助手语音1k,1459,247,0.2167,0.1594,True,食物热量与健康影响查询,14.94,功效作用查询,24.29,False
查询物品或活动的功效与作用,助手头部1k,助手随机1k,292,140,0.4925,0.2162,True,功效作用查询,32.53,物质功效与作用查询,14.29,False
查询物品或活动的功效与作用,助手头部1k,助手语音头部1k,292,510,0.3766,0.1374,True,功效作用查询,32.53,查询药品及药物成分信息,34.9,False
查询物品或活动的功效与作用,助手头部1k,助手语音1k,292,247,0.3239,0.182,True,功效作用查询,32.53,功效作用查询,24.29,True
查询物品或活动的功效与作用,助手随机1k,助手语音头部1k,140,510,0.6321,0.1893,True,物质功效与作用查询,14.29,查询药品及药物成分信息,34.9,False
查询物品或活动的功效与作用,助手随机1k,助手语音1k,140,247,0.323,0.2293,True,物质功效与作用查询,14.29,功效作用查询,24.29,False
查询物品或活动的功效与作用,助手语音头部1k,助手语音1k,510,247,0.4546,0.1521,True,查询药品及药物成分信息,34.9,功效作用查询,24.29,False
查询疾病或医学术语的定义、病因与症状,2025搜索,2025搜索随机1w,2228,1233,0.3528,0.0816,True,医学词条查询,24.6,医学健康知识查询,19.46,False
查询疾病或医学术语的定义、病因与症状,2025搜索,2026搜索,2228,2013,0.0925,0.0681,True,医学词条查询,24.6,医学词条查询,17.93,True
